word;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount
tervist;NOUN;O;1;no;55333;3508;932062911
,;PUNCT;O;318;no;0;3508;932062911
kallid;ADJ;O;1;no;27704;3508;932062911
kunst;NOUN;O;2;no;24785;3508;932062911
vaata;VERB;O;2;no;227312;3508;932062911
kuulajad;NOUN;O;1;no;3770;3508;932062911
.;PUNCT;O;192;no;0;3508;932062911
tänane;ADJ;O;2;no;36646;3508;932062911
saade;NOUN;O;1;no;23008;3508;932062911
on;AUX;O;87;yes;1;3508;932062911
meil;PRON;O;6;yes;1;3508;932062911
erakordne;ADJ;O;1;no;9683;3508;932062911
kuna;SCONJ;O;4;yes;974412;3508;932062911
esimest;ADJ;O;1;no;171652;3508;932062911
korda;NOUN;O;2;no;1;3508;932062911
meie;PRON;O;4;yes;3;3508;932062911
saate;NOUN;O;2;yes;170136;3508;932062911
ajaloos;NOUN;O;1;no;1;3508;932062911
kunstniku;NOUN;O;1;no;18178;3508;932062911
monoloog;NOUN;O;1;no;1034;3508;932062911
ehk;CCONJ;O;9;yes;1;3508;932062911
siis;ADV;O;53;yes;1;3508;932062911
Marco;PROPN;O;3;no;6414;3508;932062911
Laimre;PROPN;O;7;no;342;3508;932062911
lon;NOUN;O;1;no;83;3508;932062911
hobusepea;NOUN;O;2;no;242;3508;932062911
galeriis;NOUN;O;3;no;9439;3508;932062911
veel;ADV;O;8;yes;3;3508;932062911
üks;DET;O;9;yes;2;3508;932062911
päev;NOUN;O;2;no;1;3508;932062911
avatud;ADJ;O;2;no;202081;3508;932062911
näitus;NOUN;O;1;no;40513;3508;932062911
halb;ADJ;O;3;no;68936;3508;932062911
nali;NOUN;O;3;no;16286;3508;932062911
ja;CCONJ;O;84;yes;1;3508;932062911
seal;ADV;O;12;yes;1;3508;932062911
toimus;VERB;O;2;no;172413;3508;932062911
eelmisel;ADJ;O;1;yes;153875;3508;932062911
neljapäeval;NOUN;O;1;no;59498;3508;932062911
artist;NOUN;O;1;no;5599;3508;932062911
toob;VERB;O;1;no;145779;3508;932062911
mida;PRON;O;15;yes;1;3508;932062911
viis;VERB;O;2;no;277376;3508;932062911
läbi;ADP;O;4;yes;1;3508;932062911
küsimused;NOUN;O;4;no;54666;3508;932062911
esitas;VERB;O;1;no;43584;3508;932062911
neile;PRON;O;2;yes;1;3508;932062911
vastas;VERB;O;1;yes;90597;3508;932062911
Marko;PROPN;O;5;no;33953;3508;932062911
isikuliselt;ADV;O;1;no;231;3508;932062911
sellest;DET;O;3;yes;933385;3508;932062911
ettekandest;NOUN;O;1;no;934;3508;932062911
pikem;ADJ;O;1;no;34642;3508;932062911
jupp;NOUN;O;1;no;1;3508;932062911
teile;PRON;O;3;yes;136281;3508;932062911
kuulamiseks;NOUN;O;1;no;3913;3508;932062911
mis;PRON;O;33;yes;1;3508;932062911
puudutab;VERB;O;2;no;52737;3508;932062911
