word;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount
raadiokuulajad;NOUN;O;1;no;140;4210;932062911
ilusat;ADJ;O;2;no;29930;4210;932062911
pühapäeva;NOUN;O;1;no;21965;4210;932062911
teile;PRON;O;1;yes;136281;4210;932062911
.;PUNCT;O;220;no;0;4210;932062911
me;PRON;O;26;yes;1;4210;932062911
oleme;AUX;O;3;yes;419376;4210;932062911
ühendanud;VERB;O;1;no;2785;4210;932062911
head;ADJ;O;1;no;1;4210;932062911
mitu;DET;O;1;yes;284945;4210;932062911
nädalavahetust;NOUN;O;1;no;3575;4210;932062911
nõukogude;NOUN;O;10;no;49213;4210;932062911
olmel;NOUN;O;1;no;6;4210;932062911
kolmega;PRON;O;1;no;1532;4210;932062911
seotud;ADJ;O;1;no;459660;4210;932062911
probleemidele;NOUN;O;1;no;11733;4210;932062911
,;PUNCT;O;347;no;0;4210;932062911
kuigi;SCONJ;O;1;yes;497733;4210;932062911
nad;PRON;O;9;yes;1174316;4210;932062911
on;AUX;O;141;yes;1;4210;932062911
olnud;AUX;O;5;yes;3;4210;932062911
meil;PRON;O;17;yes;1;4210;932062911
ka;ADV;O;53;yes;3;4210;932062911
varasemal;ADJ;O;1;no;2735;4210;932062911
ajal;NOUN;O;18;no;1;4210;932062911
näiteks;ADV;O;8;no;1;4210;932062911
kui;SCONJ;O;27;yes;1;4210;932062911
oli;AUX;O;33;yes;1;4210;932062911
selline;DET;O;1;yes;532929;4210;932062911
inimene;NOUN;O;5;no;352593;4210;932062911
nagu;SCONJ;O;7;yes;1;4210;932062911
professor;NOUN;O;1;no;40333;4210;932062911
Ivanov;PROPN;O;1;no;4603;4210;932062911
siis;ADV;O;17;yes;1;4210;932062911
paratamatult;ADV;O;2;no;1;4210;932062911
tuli;VERB;O;2;yes;1;4210;932062911
natukene;ADV;O;7;no;1;4210;932062911
rääkida;VERB;O;3;no;1;4210;932062911
Nõukogude;PROPN;O;9;no;51503;4210;932062911
meditsiinist;NOUN;O;1;no;929;4210;932062911
kahekümnendatel;ADJ;O;2;no;178;4210;932062911
aastatel;NOUN;O;6;no;158952;4210;932062911
valdavalt;ADV;O;3;no;1;4210;932062911
aga;ADV;O;4;yes;1;4210;932062911
niikuinii;ADV;O;2;no;1;4210;932062911
peatselt;ADV;O;1;no;16227;4210;932062911
ei;AUX;O;61;yes;13;4210;932062911
ole;AUX;O;23;yes;1;4210;932062911
väljapääsu;NOUN;O;3;no;4654;4210;932062911
olen;AUX;O;1;yes;1162614;4210;932062911
isegi;ADV;O;5;yes;2;4210;932062911
seda;PRON;O;16;yes;2;4210;932062911
kuidagi;ADV;O;3;yes;228795;4210;932062911
intuitiivselt;ADV;O;1;no;1900;4210;932062911
edasi;ADV;O;7;yes;1;4210;932062911
vist;ADV;O;4;yes;7;4210;932062911
lükanud;VERB;O;1;no;7025;4210;932062911
aga;CCONJ;O;38;yes;1;4210;932062911
eks;ADV;O;1;yes;278151;4210;932062911
peame;AUX;O;3;yes;105050;4210;932062911
nende;DET;O;6;yes;2;4210;932062911
tõsisemate;ADJ;O;2;no;1403;4210;932062911
teemade;NOUN;O;1;no;19839;4210;932062911
probleemide;NOUN;O;1;no;39236;4210;932062911
juurde;ADP;O;2;yes;557678;4210;932062911
tagasi;ADV;O;2;yes;2;4210;932062911
tulema;VERB;O;1;yes;75014;4210;932062911
räägime;VERB;O;3;no;1;4210;932062911
30.-test;NUM;O;1;no;0;4210;932062911
kolmekümnendad;ADJ;O;1;no;76;4210;932062911
aastad;NOUN;O;2;no;32623;4210;932062911
ju;ADV;O;22;yes;843987;4210;932062911
sisse;ADV;O;2;yes;1;4210;932062911
tulnud;VERB;O;1;yes;1;4210;932062911
vahetevahel;ADV;O;2;no;6553;4210;932062911
hakkame;VERB;O;1;yes;24677;4210;932062911
lähenema;VERB;O;1;no;3000;4210;932062911
aastale;NOUN;O;3;no;6926;4210;932062911
1937;NUM;O;1;no;0;4210;932062911
märgilise;ADJ;O;1;no;2410;4210;932062911
tähendusega;NOUN;O;2;no;9355;4210;932062911
suurte;ADJ;O;1;no;68929;4210;932062911
protsesside;NOUN;O;1;no;11932;4210;932062911
see;PRON;O;50;yes;1;4210;932062911
tähenda;VERB;O;1;no;56006;4210;932062911
et;SCONJ;O;76;yes;1;4210;932062911
neid;PRON;O;9;yes;1;4210;932062911
poleks;AUX;O;3;yes;128861;4210;932062911
varem;ADV;O;2;no;1;4210;932062911
ja;CCONJ;O;142;yes;1;4210;932062911
tuleks;VERB;O;3;yes;302334;4210;932062911
hiljem;ADV;O;2;no;1;4210;932062911
37;NUM;O;1;no;0;4210;932062911
jäänud;VERB;O;2;no;263119;4210;932062911
eraldi;ADJ;O;1;no;186261;4210;932062911
märgina;NOUN;O;1;no;1137;4210;932062911
sümboliseerib;VERB;O;1;no;6242;4210;932062911
erimaa;NOUN;O;1;no;5;4210;932062911
neid;DET;O;5;yes;1;4210;932062911
sündmusi;NOUN;O;2;no;18715;4210;932062911
nii;ADV;O;48;yes;1;4210;932062911
köik;ADV;O;2;no;4872;4210;932062911
tuleb;VERB;O;10;yes;1;4210;932062911
täna;ADV;O;1;no;603123;4210;932062911
püüaks;VERB;O;1;no;2422;4210;932062911
selle;DET;O;25;yes;2;4210;932062911
hügieeniolmeteemaga;NOUN;O;1;no;0;4210;932062911
veel;ADV;O;22;yes;3;4210;932062911
minna;VERB;O;1;yes;1;4210;932062911
sest;SCONJ;O;2;yes;1;4210;932062911
jäid;VERB;O;1;no;78191;4210;932062911
mõned;DET;O;6;yes;1;4210;932062911
asjad;NOUN;O;1;no;203710;4210;932062911
õhku;NOUN;O;1;no;52674;4210;932062911
rippuma;VERB;O;1;no;3444;4210;932062911
viimane;ADJ;O;1;no;183748;4210;932062911
kord;NOUN;O;2;no;1;4210;932062911
mäe;NOUN;O;1;no;1;4210;932062911
lõpetasime;VERB;O;1;no;3551;4210;932062911
luuletusega;NOUN;O;1;no;657;4210;932062911
luuletame;VERB;O;1;no;22;4210;932062911
tänu;ADP;O;1;yes;1;4210;932062911
autoritele;NOUN;O;1;no;2333;4210;932062911
luulet;NOUN;O;1;no;5891;4210;932062911
tuss;NOUN;O;1;no;185;4210;932062911
mobiliseeris;VERB;O;1;no;118;4210;932062911
meid;PRON;O;4;yes;214328;4210;932062911
hambaid;NOUN;O;4;no;14109;4210;932062911
pesema;VERB;O;4;no;7835;4210;932062911
hiljuti;ADV;O;2;no;112312;4210;932062911
ilmus;VERB;O;1;no;63391;4210;932062911
päris;ADV;O;5;yes;1;4210;932062911
huvitav;ADJ;O;2;no;166761;4210;932062911
raamat;NOUN;O;2;no;5;4210;932062911
ta;PRON;O;40;yes;1;4210;932062911
meie;PRON;O;9;yes;3;4210;932062911
raamatupoodides;NOUN;O;1;no;808;4210;932062911
saadav;ADJ;O;1;yes;8234;4210;932062911
Natalia;PROPN;O;1;no;2433;4210;932062911
leebinna;NOUN;O;1;no;0;4210;932062911
banaalsuseltsüklot;NOUN;O;1;no;0;4210;932062911
peedia;NOUN;O;1;no;10;4210;932062911
seda;DET;O;8;yes;2;4210;932062911
raamatut;NOUN;O;1;no;57286;4210;932062911
vene;ADJ;O;1;no;147744;4210;932062911
kriitikas;NOUN;O;1;no;537;4210;932062911
hinnatud;VERB;O;1;no;30823;4210;932062911
naa;ADV;O;1;yes;1;4210;932062911
palju;ADV;O;8;yes;3;4210;932062911
positiivset;ADJ;O;1;no;26496;4210;932062911
üksikud;ADJ;O;1;no;19457;4210;932062911
mõõda;NOUN;O;1;no;5506;4210;932062911
laskmised;NOUN;O;1;no;175;4210;932062911
praegu;ADV;O;8;yes;1;4210;932062911
huvita;VERB;O;1;no;19771;4210;932062911
kuid;CCONJ;O;8;yes;1;4210;932062911
selles;DET;O;9;yes;1;4210;932062911
banaalsus;NOUN;O;1;no;80;4210;932062911
entsüklopeedias;NOUN;O;1;no;201;4210;932062911
mis;PRON;O;33;yes;1;4210;932062911
peatubki;VERB;O;1;no;40;4210;932062911
argielul;NOUN;O;1;no;8;4210;932062911
toodud;VERB;O;2;no;1;4210;932062911
ära;ADV;O;5;yes;1;4210;932062911
rüks;NOUN;O;1;no;0;4210;932062911
20.-test;NUM;O;1;no;0;4210;932062911
aastatest;NOUN;O;1;no;9753;4210;932062911
pärinev;ADJ;O;1;no;3221;4210;932062911
õpet;NOUN;O;1;no;6189;4210;932062911
näitus;NOUN;O;1;no;40513;4210;932062911
jääb;VERB;O;2;no;414110;4210;932062911
selgusetuks;ADJ;O;1;no;2295;4210;932062911
kas;ADV;O;9;yes;1;4210;932062911
üksikjuhus;NOUN;O;1;no;5;4210;932062911
tegemist;NOUN;O;6;no;340389;4210;932062911
mingisuguse;DET;O;1;yes;8293;4210;932062911
üksiknäitega;NOUN;O;2;no;1;4210;932062911
või;CCONJ;O;11;yes;1;4210;932062911
pikem;ADJ;O;1;no;34642;4210;932062911
?;PUNCT;O;6;no;0;4210;932062911
laiaulatuslikum;ADJ;O;1;no;225;4210;932062911
soovitus;NOUN;O;1;no;27182;4210;932062911
igatahes;ADV;O;2;yes;105705;4210;932062911
räägitakse;VERB;O;2;no;47333;4210;932062911
seal;ADV;O;13;yes;1;4210;932062911
sellest;PRON;O;9;yes;933385;4210;932062911
kuidas;ADV;O;6;yes;2;4210;932062911
kasutada;VERB;O;1;no;1;4210;932062911
vanu;ADJ;O;2;no;1;4210;932062911
plakateid;NOUN;O;2;no;2385;4210;932062911
olmehügieenipropagandas;NOUN;O;1;no;0;4210;932062911
mõni;DET;O;1;yes;285029;4210;932062911
plakat;NOUN;O;5;no;2795;4210;932062911
oma;PRON;O;7;yes;1;4210;932062911
aja;NOUN;O;1;no;309245;4210;932062911
ammendanud;VERB;O;1;no;1658;4210;932062911
enam;ADV;O;6;yes;4;4210;932062911
võib-olla;ADV;O;7;yes;1;4210;932062911
aktuaalne;ADJ;O;1;no;18719;4210;932062911
põhimõtet;NOUN;O;1;no;11563;4210;932062911
tõeliselt;ADV;O;1;no;54027;4210;932062911
kujutatud;ADJ;O;1;no;14618;4210;932062911
pilt;NOUN;O;2;no;1;4210;932062911
igati;ADV;O;1;yes;79962;4210;932062911
kasutatav;ADJ;O;1;no;24903;4210;932062911
