word;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount
alustage;VERB;O;1;no;3020;2054;932062911
üheteistkümnendat;ADJ;O;1;no;410;2054;932062911
saadet;NOUN;O;2;no;16311;2054;932062911
sarjast;NOUN;O;1;no;9819;2054;932062911
,;PUNCT;O;96;no;0;2054;932062911
pilk;NOUN;O;2;no;26060;2054;932062911
levimuusika;NOUN;O;1;no;522;2054;932062911
minevikku;NOUN;O;1;no;11207;2054;932062911
.;PUNCT;O;175;no;0;2054;932062911
täna;ADV;O;2;no;603123;2054;932062911
läbime;VERB;O;1;no;912;2054;932062911
aastat;NOUN;O;3;no;581405;2054;932062911
1960;NUM;O;1;no;0;2054;932062911
kuni;CCONJ;O;1;yes;1;2054;932062911
1964;NUM;O;1;no;0;2054;932062911
see;PRON;O;3;yes;1;2054;932062911
oli;AUX;O;21;yes;1;2054;932062911
periood;NOUN;O;1;no;24605;2054;932062911
kus;ADV;O;3;yes;1;2054;932062911
rock;NOUN;O;1;no;11481;2054;932062911
n;PROPN;O;1;yes;2;2054;932062911
Rowley;PROPN;O;1;no;202;2054;932062911
kärin;NOUN;O;1;no;112;2054;932062911
hakkas;VERB;O;2;yes;204226;2054;932062911
pisut;ADV;O;3;yes;1;2054;932062911
vaibuma;VERB;O;1;no;516;2054;932062911
õhus;NOUN;O;1;no;35123;2054;932062911
tunda;VERB;O;1;no;116925;2054;932062911
vajadust;NOUN;O;1;no;50016;2054;932062911
uute;ADJ;O;1;no;137907;2054;932062911
tuulte;NOUN;O;1;no;3255;2054;932062911
järele;ADP;O;1;yes;147161;2054;932062911
ja;CCONJ;O;59;yes;1;2054;932062911
need;DET;O;3;yes;1283582;2054;932062911
tulidki;NOUN;O;1;no;1074;2054;932062911
1963.;ADJ;O;4;no;0;2054;932062911
aastal;NOUN;O;20;no;1128701;2054;932062911
Bob;PROPN;O;3;no;4182;2054;932062911
Dylaniga;PROPN;O;1;no;42;2054;932062911
ning;CCONJ;O;2;yes;5765046;2054;932062911
aasta;NOUN;O;17;no;2;2054;932062911
hiljem;ADV;O;3;no;1;2054;932062911
biitlite;NOUN;O;1;no;1190;2054;932062911
