word;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount
tere;INTJ;O;3;yes;149143;2948;932062911
õhtust;NOUN;O;1;no;10221;2948;932062911
,;PUNCT;O;263;no;0;2948;932062911
meie;PRON;O;21;yes;3;2948;932062911
võõrustajad;NOUN;O;1;no;3699;2948;932062911
kalurikolhoosi;NOUN;O;5;no;360;2948;932062911
haapsalu;ADJ;O;3;no;5197;2948;932062911
karul;NOUN;O;1;no;524;2948;932062911
.;PUNCT;O;167;no;0;2948;932062911
tulemast;VERB;O;1;yes;10169;2948;932062911
raadiokuulajad;NOUN;O;1;no;140;2948;932062911
kohtumisõhtule;NOUN;O;1;no;78;2948;932062911
Eesti;PROPN;O;4;no;1;2948;932062911
raadio;NOUN;O;5;no;31472;2948;932062911
muusikasaadete;NOUN;O;4;no;141;2948;932062911
toimetuse;NOUN;O;2;no;6123;2948;932062911
ja;CCONJ;O;67;yes;1;2948;932062911
kalurimuusika;NOUN;O;1;no;0;2948;932062911
armastajate;NOUN;O;1;no;607;2948;932062911
vahel;ADP;O;2;yes;1;2948;932062911
täna;ADV;O;6;no;603123;2948;932062911
õhtul;NOUN;O;1;no;207105;2948;932062911
on;AUX;O;71;yes;1;2948;932062911
kogu;DET;O;3;yes;1;2948;932062911
aeg;NOUN;O;4;no;1;2948;932062911
laval;NOUN;O;1;no;35294;2948;932062911
estraadiorkester;NOUN;O;2;no;81;2948;932062911
Peeter;PROPN;O;3;no;1;2948;932062911
Sauli;PROPN;O;2;no;1848;2948;932062911
juhatusel;NOUN;O;2;no;6016;2948;932062911
kohtumisõhtut;NOUN;O;2;no;30;2948;932062911
alustab;VERB;O;1;no;35984;2948;932062911
Jaak;PROPN;O;2;no;33487;2948;932062911
Joala;PROPN;O;1;no;4380;2948;932062911
viisiga;NOUN;O;1;no;1110;2948;932062911
müüdüüdonovo;NOUN;O;1;no;0;2948;932062911
süümi;NOUN;O;1;no;0;2948;932062911
unistatud;VERB;O;1;no;421;2948;932062911
kustumas;VERB;O;1;no;176;2948;932062911
või;CCONJ;O;16;yes;1;2948;932062911
ei;AUX;O;27;yes;13;2948;932062911
maksa;VERB;O;1;no;1;2948;932062911
su;PRON;O;1;yes;217135;2948;932062911
elu;NOUN;O;1;no;1;2948;932062911
luuletus;NOUN;O;1;no;5618;2948;932062911
ka;ADV;O;27;yes;3;2948;932062911
mul;PRON;O;2;yes;1;2948;932062911
oli;AUX;O;19;yes;1;2948;932062911
väikene;ADJ;O;3;no;6389;2948;932062911
kokkulepe;NOUN;O;1;no;18536;2948;932062911
enne;ADV;O;2;yes;1;2948;932062911
et;SCONJ;O;50;yes;1;2948;932062911
laudkonnad;NOUN;O;1;no;75;2948;932062911
esitavad;VERB;O;1;no;12861;2948;932062911
lauljatele;NOUN;O;1;no;981;2948;932062911
mõned;DET;O;1;yes;1;2948;932062911
küsimused;NOUN;O;1;no;54666;2948;932062911
mis;PRON;O;13;yes;1;2948;932062911
need;PRON;O;9;yes;1283582;2948;932062911
kõige;ADV;O;8;yes;1;2948;932062911
enam;ADV;O;2;yes;4;2948;932062911
huvitab;VERB;O;1;no;35648;2948;932062911
?;PUNCT;O;28;no;0;2948;932062911
palun;VERB;O;6;no;1;2948;932062911
milline;ADJ;O;2;yes;155848;2948;932062911
teie;PRON;O;9;yes;1;2948;932062911
lauttingismi;NOUN;O;1;no;0;2948;932062911
sealt;ADV;O;3;yes;262408;2948;932062911
jalale;NOUN;O;1;no;5131;2948;932062911
praegu;ADV;O;8;yes;1;2948;932062911
lemmiklaul;NOUN;O;1;no;301;2948;932062911
Kösti;PROPN;O;1;no;98;2948;932062911
palju;ADV;O;20;yes;3;2948;932062911
plaate;NOUN;O;1;no;7205;2948;932062911
muusikat;NOUN;O;2;no;53747;2948;932062911
kindla;ADJ;O;1;no;40145;2948;932062911
peale;ADP;O;3;yes;1;2948;932062911
me;PRON;O;15;yes;1;2948;932062911
tahame;VERB;O;1;no;41821;2948;932062911
likvideerida;VERB;O;1;no;5415;2948;932062911
see;PRON;O;25;yes;1;2948;932062911
parem;ADJ;O;1;no;1;2948;932062911
mulle;PRON;O;2;yes;1;2948;932062911
tänavellimistest;NOUN;O;1;no;0;2948;932062911
Hitelgi;PROPN;O;1;no;0;2948;932062911
kyljest;NOUN;O;1;no;337;2948;932062911
paikad;NOUN;O;1;no;14;2948;932062911
nimi;NOUN;O;3;no;1;2948;932062911
paluks;VERB;O;2;no;9079;2948;932062911
noorega;NOUN;O;1;no;803;2948;932062911
naisansambli;NOUN;O;2;no;97;2948;932062911
sellisena;PRON;O;1;yes;14653;2948;932062911
nagu;SCONJ;O;5;yes;1;2948;932062911
trummitüdruk;NOUN;O;1;no;17;2948;932062911
aitäh;INTJ;O;7;yes;1;2948;932062911
naisansamblile;NOUN;O;1;no;14;2948;932062911
kes;PRON;O;7;yes;1;2948;932062911
tegi;VERB;O;1;yes;277360;2948;932062911
kolhoosi;NOUN;O;5;no;6366;2948;932062911
isetegevuslaste;NOUN;O;1;no;107;2948;932062911
esinemise;NOUN;O;1;no;8255;2948;932062911
otsa;ADP;O;1;yes;151939;2948;932062911
lahti;ADV;O;1;no;1;2948;932062911
paluksid;VERB;O;1;no;126;2948;932062911
lavale;NOUN;O;2;no;26385;2948;932062911
meesansambli;NOUN;O;2;no;120;2948;932062911
tähendab;VERB;O;2;no;307512;2948;932062911
uhkust;NOUN;O;1;no;7148;2948;932062911
natukene;ADV;O;3;no;1;2948;932062911
pillimeestele;NOUN;O;1;no;130;2948;932062911
ansamblile;NOUN;O;1;no;816;2948;932062911
lihtsalt;ADV;O;3;no;1;2948;932062911
ole;AUX;O;10;yes;1;2948;932062911
kas;ADV;O;18;yes;1;2948;932062911
viitsinud;VERB;O;1;no;15525;2948;932062911
välja;ADV;O;8;yes;1;2948;932062911
mõelda;VERB;O;2;no;1;2948;932062911
võib-olla;ADV;O;7;yes;1;2948;932062911
jah;ADV;O;2;yes;408065;2948;932062911
mõeldakse;VERB;O;1;no;9252;2948;932062911
rahvas;NOUN;O;2;no;70885;2948;932062911
rohkem;ADV;O;3;yes;2;2948;932062911
koos;ADV;O;2;yes;1;2948;932062911
nonii;INTJ;O;1;no;1117;2948;932062911
kui;ADV;O;7;yes;1;2948;932062911
lausetest;NOUN;O;1;no;675;2948;932062911
kalorid;NOUN;O;2;no;1685;2948;932062911
ainult;ADV;O;6;yes;1;2948;932062911
üksainuke;ADJ;O;1;no;339;2948;932062911
tegelen;VERB;O;2;no;12345;2948;932062911
lukksepp;NOUN;O;1;no;479;2948;932062911
mehaanik;NOUN;O;1;no;1741;2948;932062911
kui;SCONJ;O;20;yes;1;2948;932062911
ta;PRON;O;12;yes;1;2948;932062911
võtab;VERB;O;1;no;215700;2948;932062911
temaatika;NOUN;O;1;no;5864;2948;932062911
kalorilauludele;NOUN;O;1;no;0;2948;932062911
rahvalaule;NOUN;O;1;no;871;2948;932062911
muhulaste;NOUN;O;1;no;625;2948;932062911
tibudusse;NOUN;O;1;no;0;2948;932062911
laule;NOUN;O;1;no;15938;2948;932062911
Tril;PROPN;O;1;no;2;2948;932062911
talle;PRON;O;2;yes;1;2948;932062911
saali;NOUN;O;2;no;23422;2948;932062911
eluse;NOUN;O;2;no;15;2948;932062911
Ilus;PROPN;O;1;no;2663;2948;932062911
pilk;NOUN;O;1;no;26060;2948;932062911
tee;VERB;O;1;yes;1;2948;932062911
kelleril;NOUN;O;1;no;0;2948;932062911
ta-ta-taa;VERB;O;1;no;0;2948;932062911
talleral;NOUN;O;1;no;0;2948;932062911
Toivo;PROPN;O;1;no;9933;2948;932062911
Tallo;PROPN;O;1;no;497;2948;932062911
taotav;ADJ;O;1;no;0;2948;932062911
ral;NOUN;O;1;no;146;2948;932062911
aga;CCONJ;O;21;yes;1;2948;932062911
arva;VERB;O;1;no;15832;2948;932062911
see;DET;O;6;yes;1;2948;932062911
värveerimine;NOUN;O;1;no;0;2948;932062911
pool;ADV;O;1;yes;1;2948;932062911
karva;NOUN;O;1;no;6359;2948;932062911
ümber;ADP;O;1;yes;1;2948;932062911
ma;PRON;O;31;yes;2;2948;932062911
paluksin;VERB;O;1;no;1214;2948;932062911
jutuajamiseks;NOUN;O;1;no;174;2948;932062911
siia;ADV;O;5;yes;1;2948;932062911
kunstis;NOUN;O;1;no;6084;2948;932062911
jõe;NOUN;O;1;no;40867;2948;932062911
Viljar;PROPN;O;1;no;4599;2948;932062911
Viljamäe;PROPN;O;2;no;0;2948;932062911
esimehe;NOUN;O;1;no;29138;2948;932062911
Villu;PROPN;O;1;no;8164;2948;932062911
Põldsani;PROPN;O;1;no;0;2948;932062911
kust;ADV;O;1;yes;187128;2948;932062911
tuli;VERB;O;2;yes;1;2948;932062911
üldse;ADV;O;3;no;2;2948;932062911
selline;DET;O;2;yes;532929;2948;932062911
mõtet;NOUN;O;1;no;99971;2948;932062911
kolhoosile;NOUN;O;3;no;248;2948;932062911
oma;PRON;O;10;yes;1;2948;932062911
varietee;NOUN;O;2;no;293;2948;932062911
kulukaks;ADJ;O;1;no;1865;2948;932062911
lähe;VERB;O;1;yes;80993;2948;932062911
no;INTJ;O;3;no;1;2948;932062911
raske;ADJ;O;1;no;2;2948;932062911
öelda;VERB;O;4;no;336497;2948;932062911
kahju;NOUN;O;1;no;136651;2948;932062911
kardab;VERB;O;1;no;11697;2948;932062911
ega;ADV;O;3;yes;706448;2948;932062911
kasu;NOUN;O;2;no;86465;2948;932062911
saa;VERB;O;2;yes;3;2948;932062911
milles;PRON;O;1;yes;182912;2948;932062911
seisneb;VERB;O;1;no;25613;2948;932062911
seal;ADV;O;7;yes;1;2948;932062911
järjest;ADV;O;1;no;131409;2948;932062911
rahaline;ADJ;O;1;no;11472;2948;932062911
tulu;NOUN;O;2;no;35729;2948;932062911
rahalist;ADJ;O;1;no;10225;2948;932062911
vaevalt;ADV;O;1;no;43170;2948;932062911
tasubki;VERB;O;1;no;738;2948;932062911
loota;VERB;O;1;no;36464;2948;932062911
taga;ADV;O;1;yes;1;2948;932062911
ajada;VERB;O;1;no;56631;2948;932062911
midagi;PRON;O;6;yes;1;2948;932062911
muud;PRON;O;2;yes;302198;2948;932062911
väärib;VERB;O;1;no;20346;2948;932062911
elluviimist;NOUN;O;1;no;3900;2948;932062911
oleks;AUX;O;6;yes;1;2948;932062911
arvates;VERB;O;1;no;126652;2948;932062911
arvan;VERB;O;4;no;1;2948;932062911
selleks;PRON;O;1;yes;1;2948;932062911
liita;VERB;O;1;no;7277;2948;932062911
kollektiivi;NOUN;O;1;no;7783;2948;932062911
ühte;DET;O;2;yes;1;2948;932062911
seada;VERB;O;1;no;33349;2948;932062911
omale;PRON;O;1;yes;75256;2948;932062911
eesmärk;NOUN;O;1;no;218517;2948;932062911
asjad;NOUN;O;2;no;203710;2948;932062911
läheksid;VERB;O;1;yes;4917;2948;932062911
ikka;ADV;O;5;yes;1;2948;932062911
edaspidi;ADV;O;1;yes;100731;2948;932062911
paremini;ADV;O;2;no;1;2948;932062911
nad;PRON;O;4;yes;1174316;2948;932062911
