word;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount
kui;SCONJ;O;14;yes;1;1305;932062911
algselt;ADV;O;1;no;91301;1305;932062911
oli;AUX;O;6;yes;1;1305;932062911
sport;NOUN;O;7;no;1;1305;932062911
lihtsalt;ADV;O;2;no;1;1305;932062911
võistlus;NOUN;O;1;no;37706;1305;932062911
eesmärgiga;NOUN;O;1;no;32310;1305;932062911
selgitada;VERB;O;1;no;1;1305;932062911
,;PUNCT;O;172;no;0;1305;932062911
kes;PRON;O;3;yes;1;1305;932062911
on;AUX;O;56;yes;1;1305;932062911
parem;ADJ;O;2;no;1;1305;932062911
ja;CCONJ;O;27;yes;1;1305;932062911
osavam;ADJ;O;1;no;1052;1305;932062911
seda;PRON;O;6;yes;2;1305;932062911
nagu;SCONJ;O;33;yes;1;1305;932062911
huvitav;ADJ;O;1;no;166761;1305;932062911
nii;ADV;O;6;yes;1;1305;932062911
osalistel;ADJ;O;1;no;612;1305;932062911
teha;VERB;O;1;yes;1;1305;932062911
kui;CCONJ;O;2;yes;1;1305;932062911
ka;ADV;O;15;yes;3;1305;932062911
teistel;PRON;O;1;yes;44705;1305;932062911
vaadata;VERB;O;3;no;2;1305;932062911
ehk;CCONJ;O;2;yes;1;1305;932062911
siis;ADV;O;12;yes;1;1305;932062911
ehk;ADV;O;2;yes;1;1305;932062911
see;PRON;O;19;yes;1;1305;932062911
samasugune;ADJ;O;1;yes;57625;1305;932062911
mingil;DET;O;4;yes;1;1305;932062911
määral;NOUN;O;2;no;74591;1305;932062911
ma;PRON;O;17;yes;2;1305;932062911
näiteks;ADV;O;5;no;1;1305;932062911
naabrimehega;NOUN;O;1;no;326;1305;932062911
täna;ADV;O;2;no;603123;1305;932062911
õhtul;NOUN;O;1;no;207105;1305;932062911
kas;ADV;O;5;yes;1;1305;932062911
või;ADV;O;3;yes;1;1305;932062911
kabet;NOUN;O;1;no;530;1305;932062911
hakanud;VERB;O;1;yes;89906;1305;932062911
mängima;VERB;O;1;no;50675;1305;932062911
et;SCONJ;O;48;yes;1;1305;932062911
selline;DET;O;4;yes;532929;1305;932062911
ajaviide;NOUN;O;1;no;2622;1305;932062911
tänapäeval;NOUN;O;2;no;1;1305;932062911
ta;PRON;O;12;yes;1;1305;932062911
tähendused;NOUN;O;1;no;2383;1305;932062911
hoopis;ADV;O;2;yes;1;1305;932062911
teised;PRON;O;1;yes;2;1305;932062911
me;PRON;O;2;yes;1;1305;932062911
võime;AUX;O;1;yes;73751;1305;932062911
ju;ADV;O;6;yes;843987;1305;932062911
selgelt;ADV;O;2;no;90773;1305;932062911
lahterdada;VERB;O;1;no;702;1305;932062911
spordi;NOUN;O;2;no;16231;1305;932062911
ühelt;PRON;O;1;yes;42762;1305;932062911
poolt;ADV;O;1;yes;1;1305;932062911
äriks;NOUN;O;1;no;736;1305;932062911
elukutse;NOUN;O;2;no;6700;1305;932062911
maal;NOUN;O;1;no;2;1305;932062911
moel;NOUN;O;1;no;68205;1305;932062911
juba;ADV;O;1;yes;1;1305;932062911
äri;NOUN;O;2;no;34262;1305;932062911
kus;ADV;O;17;yes;1;1305;932062911
edu;NOUN;O;3;no;102616;1305;932062911
müüakse;VERB;O;1;no;28593;1305;932062911
eks;ADV;O;9;yes;278151;1305;932062911
ole;AUX;O;14;yes;1;1305;932062911
sportlane;NOUN;O;2;no;12322;1305;932062911
müüb;VERB;O;2;no;19115;1305;932062911
riigile;NOUN;O;1;no;28584;1305;932062911
seda;DET;O;4;yes;2;1305;932062911
sponsoritele;NOUN;O;1;no;628;1305;932062911
reklaami;NOUN;O;1;no;1;1305;932062911
huvides;NOUN;O;1;no;1;1305;932062911
oma;PRON;O;7;yes;1;1305;932062911
mainet;NOUN;O;1;no;7981;1305;932062911
on;VERB;O;2;yes;1;1305;932062911
olemas;VERB;O;1;yes;1;1305;932062911
šõutasand;NOUN;O;1;no;0;1305;932062911
puhas;ADJ;O;1;no;1;1305;932062911
meelelahutustasand;NOUN;O;1;no;0;1305;932062911
millel;PRON;O;1;yes;140814;1305;932062911
algse;ADJ;O;1;no;7916;1305;932062911
sõna;NOUN;O;1;no;1;1305;932062911
tähendusega;NOUN;O;1;no;9355;1305;932062911
ei;AUX;O;9;yes;13;1305;932062911
enam;ADV;O;3;yes;4;1305;932062911
kuigi;ADV;O;1;yes;497733;1305;932062911
palju;ADV;O;3;yes;3;1305;932062911
pistmist;NOUN;O;1;no;11071;1305;932062911
.;PUNCT;O;19;no;0;1305;932062911
siia;ADV;O;2;yes;1;1305;932062911
alla;ADV;O;3;yes;1;1305;932062911
võiks;AUX;O;1;yes;4;1305;932062911
käia;VERB;O;1;no;111052;1305;932062911
press;NOUN;O;1;no;3078;1305;932062911
ling;NOUN;O;1;no;316;1305;932062911
mida;PRON;O;1;yes;1;1305;932062911
nad;PRON;O;4;yes;1174316;1305;932062911
seal;ADV;O;3;yes;1;1305;932062911
Ameerika;PROPN;O;3;no;79474;1305;932062911
Ühendriikides;PROPN;O;1;no;9955;1305;932062911
vist;ADV;O;2;yes;7;1305;932062911
suhteliselt;ADV;O;1;no;3;1305;932062911
viljelevad;VERB;O;1;no;527;1305;932062911
Euroopasse;PROPN;O;1;no;14551;1305;932062911
väga;ADV;O;8;yes;2;1305;932062911
populaarne;ADJ;O;1;no;35778;1305;932062911
tegelikult;ADV;O;11;no;1;1305;932062911
võitlust;NOUN;O;1;no;11736;1305;932062911
stimuleeritakse;VERB;O;1;no;355;1305;932062911
mis;PRON;O;10;yes;1;1305;932062911
muidugi;ADV;O;1;yes;423963;1305;932062911
hästi;ADV;O;1;no;1;1305;932062911
peegeldab;VERB;O;1;no;9301;1305;932062911
kogu;DET;O;1;yes;1;1305;932062911
USA;PROPN;O;1;no;232433;1305;932062911
ühiskonna;NOUN;O;1;no;57952;1305;932062911
olemust;NOUN;O;1;no;13527;1305;932062911
inimene;NOUN;O;1;no;352593;1305;932062911
kohe;ADV;O;2;yes;5;1305;932062911
vabatahtlikult;ADV;O;1;no;16263;1305;932062911
tahab;VERB;O;1;no;150780;1305;932062911
teda;PRON;O;1;yes;378606;1305;932062911
nii-öelda;ADV;O;3;no;15923;1305;932062911
tillist;ADJ;O;1;no;316;1305;932062911
tõmmatakse;VERB;O;1;no;6227;1305;932062911
võib;AUX;O;1;yes;1;1305;932062911
liigitada;VERB;O;1;no;4182;1305;932062911
võib-olla;ADV;O;7;yes;1;1305;932062911
NBA;PROPN;O;1;no;14918;1305;932062911
korvpalli;NOUN;O;1;no;19873;1305;932062911
pikal;ADJ;O;1;no;4743;1305;932062911
hooajal;NOUN;O;1;no;68464;1305;932062911
praktiliselt;ADV;O;1;no;43080;1305;932062911
mitte;ADV;O;1;yes;1;1305;932062911
mingit;DET;O;1;yes;238038;1305;932062911
tähendust;NOUN;O;3;no;13048;1305;932062911
mängud;NOUN;O;1;no;45453;1305;932062911
show'd;NOUN;O;2;no;730;1305;932062911
ühe;DET;O;1;yes;2;1305;932062911
mängu;NOUN;O;2;no;261922;1305;932062911
võidad;VERB;O;1;no;3297;1305;932062911
või;CCONJ;O;8;yes;1;1305;932062911
kaotad;VERB;O;1;no;4309;1305;932062911
kuigi;SCONJ;O;2;yes;497733;1305;932062911
suurt;ADJ;O;1;no;1;1305;932062911
play-off'is;NOUN;O;1;no;946;1305;932062911
pannakse;VERB;O;2;no;51417;1305;932062911
lõpuks;ADV;O;3;no;336191;1305;932062911
hakkab;VERB;O;1;yes;2;1305;932062911
kõik;PRON;O;2;yes;1;1305;932062911
sisuliselt;ADV;O;2;no;2;1305;932062911
algusest;NOUN;O;1;no;65768;1305;932062911
peale;ADP;O;3;yes;1;1305;932062911
kain;NOUN;O;1;no;244;1305;932062911
halli;NOUN;O;1;no;17207;1305;932062911
hokis;NOUN;O;1;no;251;1305;932062911
midagi;PRON;O;4;yes;1;1305;932062911
sarnast;ADJ;O;3;no;26103;1305;932062911
jalgpallis;NOUN;O;2;no;5868;1305;932062911
pesapallis;NOUN;O;1;no;102;1305;932062911
ütleme;VERB;O;11;no;25688;1305;932062911
selline;ADJ;O;1;yes;532929;1305;932062911
taolise;ADJ;O;1;yes;8260;1305;932062911
gladiaatori;NOUN;O;1;no;114;1305;932062911
rollis;NOUN;O;1;no;17346;1305;932062911
muistsetel;ADJ;O;1;no;195;1305;932062911
aegadel;NOUN;O;1;no;25876;1305;932062911
inimesed;NOUN;O;1;no;1;1305;932062911
näitasid;VERB;O;1;no;20633;1305;932062911
näpuga;NOUN;O;1;no;10982;1305;932062911
ülespoole;ADV;O;1;yes;12320;1305;932062911
tollal;ADV;O;1;no;19611;1305;932062911
küll;ADV;O;2;yes;1;1305;932062911
hukati;VERB;O;1;no;2910;1305;932062911
praegu;ADV;O;5;yes;1;1305;932062911
käib;VERB;O;2;no;1;1305;932062911
see;DET;O;5;yes;1;1305;932062911
hukkamine;NOUN;O;1;no;982;1305;932062911
kinglikus;ADJ;O;1;no;0;1305;932062911
tähenduses;NOUN;O;2;no;20382;1305;932062911
aga;ADV;O;2;yes;1;1305;932062911
täpselt;ADV;O;5;no;1;1305;932062911
samamoodi;ADV;O;3;no;77808;1305;932062911
noh;INTJ;O;4;yes;114943;1305;932062911
selle;PRON;O;7;yes;2;1305;932062911
selleks;PRON;O;1;yes;1;1305;932062911
olla;AUX;O;4;yes;4;1305;932062911
valmis;ADJ;O;1;no;1;1305;932062911
täitma;VERB;O;1;no;22135;1305;932062911
tõenäoliselt;ADV;O;2;no;119850;1305;932062911
need;PRON;O;1;yes;1283582;1305;932062911
need;DET;O;3;yes;1283582;1305;932062911
sportlased;NOUN;O;1;no;14769;1305;932062911
võtame;VERB;O;1;no;42211;1305;932062911
nüüd;ADV;O;3;yes;1116542;1305;932062911
Põhja-Ameerika;PROPN;O;1;no;4772;1305;932062911
profiliigade;NOUN;O;1;no;46;1305;932062911
dopingutähendused;NOUN;O;1;no;0;1305;932062911
teistsugused;PRON;O;1;yes;1;1305;932062911
Euroopas;PROPN;O;1;no;79509;1305;932062911
spordis;NOUN;O;1;no;5936;1305;932062911
isegi;ADV;O;2;yes;2;1305;932062911
rääkimata;VERB;O;2;no;1;1305;932062911
olümpiamängudest;NOUN;O;1;no;575;1305;932062911
patustavad;VERB;O;1;no;75;1305;932062911
panevad;VERB;O;1;no;30988;1305;932062911
sellele;DET;O;1;yes;1;1305;932062911
ühele;DET;O;1;yes;1;1305;932062911
kaardile;NOUN;O;1;no;1;1305;932062911
edukas;ADJ;O;3;no;29542;1305;932062911
meelelahutusmaailmas;NOUN;O;1;no;169;1305;932062911
aga;CCONJ;O;10;yes;1;1305;932062911
minu;PRON;O;6;yes;1;1305;932062911
jaoks;ADP;O;3;yes;2;1305;932062911
oluline;ADJ;O;3;no;1;1305;932062911
siin;ADV;O;4;yes;1;1305;932062911
tuleb;VERB;O;2;yes;1;1305;932062911
pall;NOUN;O;1;no;19739;1305;932062911
kõige;ADV;O;2;yes;1;1305;932062911
rohkem;ADV;O;5;yes;2;1305;932062911
sellise;DET;O;2;yes;1;1305;932062911
kujundina;NOUN;O;1;no;329;1305;932062911
mille;PRON;O;1;yes;1;1305;932062911
edukuse;NOUN;O;1;no;3115;1305;932062911
üheks;DET;O;1;yes;95066;1305;932062911
põhjuseks;NOUN;O;1;no;54086;1305;932062911
teist;ADJ;O;2;yes;1;1305;932062911
maailmasõda;NOUN;O;2;no;11324;1305;932062911
just;ADV;O;1;yes;1;1305;932062911
nimelt;ADV;O;1;no;1;1305;932062911
sporti;NOUN;O;1;no;12280;1305;932062911
imiteerib;VERB;O;2;no;1113;1305;932062911
sõda;NOUN;O;1;no;40260;1305;932062911
jalgpalli;NOUN;O;2;no;46016;1305;932062911
imiteerimine;NOUN;O;1;no;247;1305;932062911
paremini;ADV;O;3;no;1;1305;932062911
ikka;ADV;O;1;yes;1;1305;932062911
kahe;NUM;O;1;no;331369;1305;932062911
riigi;NOUN;O;1;no;1;1305;932062911
selged;ADJ;O;1;no;15312;1305;932062911
väed;NOUN;O;1;no;11961;1305;932062911
sa;PRON;O;4;yes;1;1305;932062911
võtad;VERB;O;1;no;22303;1305;932062911
mängutaktika;NOUN;O;1;no;63;1305;932062911
sõjaväljale;NOUN;O;1;no;75;1305;932062911
üles;ADV;O;2;yes;1;1305;932062911
rivistumine;NOUN;O;1;no;34;1305;932062911
sõjaväli;NOUN;O;1;no;10;1305;932062911
asub;VERB;O;1;no;273380;1305;932062911
selle;DET;O;1;yes;2;1305;932062911
inimeste;NOUN;O;1;no;298555;1305;932062911
pilgu;NOUN;O;1;no;30518;1305;932062911
all;ADP;O;1;yes;1;1305;932062911
kopeerib;VERB;O;1;no;804;1305;932062911
selles;DET;O;4;yes;1;1305;932062911
mõttes;NOUN;O;2;no;154572;1305;932062911
emotsioonid;NOUN;O;1;no;17411;1305;932062911
räägin;VERB;O;1;no;29562;1305;932062911
Euroopa;PROPN;O;1;no;720735;1305;932062911
jalgpallist;NOUN;O;1;no;2095;1305;932062911
arvates;VERB;O;2;no;126652;1305;932062911
üks;DET;O;2;yes;2;1305;932062911
positiivsemaid;ADJ;O;1;no;364;1305;932062911
sümbioos;NOUN;O;1;no;1727;1305;932062911
raha;NOUN;O;3;no;1;1305;932062911
kuskil;ADV;O;1;yes;1;1305;932062911
petukaupa;NOUN;O;1;no;57;1305;932062911
tõin;VERB;O;1;no;9020;1305;932062911
Freslingu;PROPN;O;1;no;0;1305;932062911
MBA;PROPN;O;1;no;413;1305;932062911
natukene;ADV;O;1;no;1;1305;932062911
kired;NOUN;O;1;no;1396;1305;932062911
ehtsad;ADJ;O;1;no;1604;1305;932062911
tõesti;ADV;O;1;yes;1;1305;932062911
tehakse;VERB;O;1;yes;145058;1305;932062911
haiget;NOUN;O;1;no;22849;1305;932062911
restingus;NOUN;O;1;no;0;1305;932062911
pekstakse;VERB;O;1;no;1083;1305;932062911
näiliselt;ADV;O;1;no;8645;1305;932062911
hirmus;ADJ;O;1;no;26368;1305;932062911
hullusti;ADV;O;1;no;2425;1305;932062911
võitlustel;NOUN;O;1;no;105;1305;932062911
sellisena;PRON;O;1;yes;14653;1305;932062911
hea;ADJ;O;1;no;2;1305;932062911
arvan;VERB;O;2;no;1;1305;932062911
natuke;ADV;O;2;no;4;1305;932062911
utreeritult;ADV;O;1;no;154;1305;932062911
jalgpall;NOUN;O;1;no;10685;1305;932062911
sellised;ADJ;O;1;yes;1;1305;932062911
olnud;AUX;O;4;yes;3;1305;932062911
hoidnud;VERB;O;1;no;19759;1305;932062911
ära;ADV;O;1;yes;1;1305;932062911
sõdasid;NOUN;O;1;no;374;1305;932062911
pingete;NOUN;O;1;no;4338;1305;932062911
maandamise;NOUN;O;1;no;961;1305;932062911
viise;NOUN;O;1;no;15100;1305;932062911
riikidel;NOUN;O;1;no;4904;1305;932062911
inimesele;NOUN;O;1;no;74888;1305;932062911
antud;VERB;O;2;no;2;1305;932062911
vaimne;ADJ;O;1;no;16878;1305;932062911
tema;PRON;O;1;yes;1;1305;932062911
füüsiline;ADJ;O;1;no;25702;1305;932062911
pool;NOUN;O;1;yes;1;1305;932062911
arust;ADP;O;2;no;51125;1305;932062911
loomulik;ADJ;O;2;no;33370;1305;932062911
omadus;NOUN;O;1;no;10783;1305;932062911
füüsilisi;ADJ;O;1;no;4345;1305;932062911
pooli;NOUN;O;1;yes;5629;1305;932062911
tahetakse;VERB;O;1;no;25104;1305;932062911
võrrelda;VERB;O;1;no;38439;1305;932062911
sest;SCONJ;O;1;yes;1;1305;932062911
selliselt;ADV;O;1;yes;1;1305;932062911
toimib;VERB;O;1;no;1;1305;932062911
äriseal;NOUN;O;1;no;0;1305;932062911
võitlus;NOUN;O;1;no;21032;1305;932062911
äripalju;ADV;O;1;no;0;1305;932062911
madalam;ADJ;O;1;no;22406;1305;932062911
võitluse;NOUN;O;1;no;9827;1305;932062911
viiskuse;NOUN;O;1;no;0;1305;932062911
sellepärast;ADV;O;4;yes;114027;1305;932062911
eesmärgid;NOUN;O;1;no;38006;1305;932062911
ühel;PRON;O;2;yes;188000;1305;932062911
teenida;VERB;O;1;no;34558;1305;932062911
võimalikult;ADV;O;1;no;1;1305;932062911
teine;PRON;O;1;yes;446264;1305;932062911
viidud;VERB;O;1;no;38559;1305;932062911
tasandil;NOUN;O;2;no;63718;1305;932062911
eesmärk;NOUN;O;1;no;218517;1305;932062911
ikkagi;ADV;O;3;yes;1;1305;932062911
võit;NOUN;O;1;no;53622;1305;932062911
missivõistlus;NOUN;O;1;no;99;1305;932062911
tükk;NOUN;O;1;no;40521;1305;932062911
maad;NOUN;O;1;no;44553;1305;932062911
labasem;ADJ;O;1;no;196;1305;932062911
hakkad;VERB;O;2;yes;25236;1305;932062911
panema;VERB;O;1;no;44356;1305;932062911
inimesi;NOUN;O;1;no;293390;1305;932062911
järjestama;VERB;O;1;no;91;1305;932062911
mingite;DET;O;1;yes;17058;1305;932062911
omaduste;NOUN;O;1;no;12495;1305;932062911
järgi;ADP;O;1;yes;476833;1305;932062911
olulised;ADJ;O;1;no;55714;1305;932062911
kaasasündinud;VERB;O;1;no;3810;1305;932062911
treeni;VERB;O;1;no;2157;1305;932062911
ennast;PRON;O;1;yes;2;1305;932062911
ilusamaks;ADJ;O;1;no;4872;1305;932062911
treenima;VERB;O;1;no;5546;1305;932062911
lapsed;NOUN;O;1;no;244765;1305;932062911
tahavad;VERB;O;2;no;78171;1305;932062911
tüdrukud;NOUN;O;1;no;1;1305;932062911
