EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
1,0,1,1,0,1,1,0,0,15,laimre; kunstihoone; anders
1,0,1,1,0,1,1,0,0,15,laimre; kunstihoone; anders
1,0,1,1,0,1,1,0,0,15,laimre; kunstihoone; anders
1,0,1,1,0,1,1,0,0,15,laimre; kunstihoone; anders
1,0,1,1,0,1,1,0,0,15,laimre; kunstihoone; anders
3,0,1,1,0,3,1,0,0,15,laimre; anders; soans; poliitiline; hanno; poeetiline; kunstihoone
2,0,1,2,0,3,2,1,0,15,laimre; anders; soans; hanno; tartu; kunstihoone
1,1,0,3,0,2,1,2,0,15,anders; poliitiline; kunstihoone; marco; tartu; kuraator
0,1,1,1,0,5,1,1,0,15,kuraator; härm; tartu; anders; poliitiline; poeetiline; kunstihoone
1,0,0,1,0,1,1,3,0,15,anders; laimre; marco; härm; tartu; kunstihoone
0,0,0,0,0,2,2,2,0,15,härm; tudengifilm; poeetiline; tartu
