Model,Average Score
multi_e5,0.09455419897908639
MiniLM_multi,0.08328947573658617
MiniLM-L12_multi,0.07527111276601144
LaBSE,0.07182797630750065
EstBERT,0.07034338483301801
est-roberta,0.06083620146753415
bertMulti,0.03973675077758481
distilbertMulti,0.03717398883088675
xml_roberta,0.03284591763160343
