Model,Average Score
multi_e5,0.13379065485979827
MiniLM_multi,0.11139814297208282
EstBERT,0.10124312657968489
MiniLM-L12_multi,0.09856908960909103
LaBSE,0.09424803697950802
est-roberta,0.0841476010143099
bertMulti,0.0698346744137156
xml_roberta,0.05223073130130546
distilbertMulti,0.049099437628943206
