Model,Average Score
LaBSE,0.0460469400197916
MiniLM_multi,0.04116639703614326
MiniLM-L12_multi,0.0383151625584077
multi_e5,0.03582897814234009
EstBERT,0.022193133207686636
est-roberta,0.01961782229525451
distilbertMulti,0.017135490594820738
xml_roberta,0.015516565881398416
bertMulti,0.006954915919628838
