lemma;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount
luulealbum;NOUN;O;2;no;0;1853;932062935
.;PUNCT;O;62;no;0;1853;932062935
mis;PRON;O;18;yes;9028438;1853;932062935
järgnev;ADJ;O;1;no;125183;1853;932062935
minut;NOUN;O;1;no;353185;1853;932062935
jooksul;ADP;O;1;yes;563392;1853;932062935
sina;PRON;O;5;yes;3743020;1853;932062935
pakkuma;VERB;O;2;no;862364;1853;932062935
tahtma;VERB;O;4;no;1254286;1853;932062935
,;PUNCT;O;155;no;0;1853;932062935
olema;AUX;O;90;yes;44175173;1853;932062935
see;PRON;O;43;yes;18818291;1853;932062935
ette;ADP;O;1;yes;724550;1853;932062935
kujutatav;ADJ;O;1;no;769;1853;932062935
album;NOUN;O;5;no;51225;1853;932062935
esimene;ADJ;O;4;no;1420248;1853;932062935
lehekülg;NOUN;O;3;no;70904;1853;932062935
sissejuhatus;NOUN;O;1;no;20758;1853;932062935
või;CCONJ;O;22;yes;4113697;1853;932062935
saatesõna;NOUN;O;1;no;1336;1853;932062935
see;DET;O;36;yes;18818291;1853;932062935
mõtlema;VERB;O;5;no;868014;1853;932062935
inimene;NOUN;O;5;no;2519709;1853;932062935
kes;PRON;O;4;yes;3572036;1853;932062935
kõik;DET;O;4;yes;3138760;1853;932062935
erinevus;NOUN;O;1;no;78885;1853;932062935
hoolimata;ADP;O;1;yes;85343;1853;932062935
siis;ADV;O;34;yes;4824773;1853;932062935
vanus;NOUN;O;1;no;121354;1853;932062935
töö;NOUN;O;1;no;1225560;1853;932062935
keegi;PRON;O;1;yes;909915;1853;932062935
tegema;VERB;O;8;yes;3824200;1853;932062935
haridus;NOUN;O;1;no;122846;1853;932062935
muu;DET;O;1;yes;838288;1853;932062935
harrastus;NOUN;O;1;no;3836;1853;932062935
ühendama;VERB;O;2;no;101296;1853;932062935
üks;DET;O;13;yes;3226979;1853;932062935
asi;NOUN;O;6;no;1422865;1853;932062935
Sideluule;PROPN;O;1;no;0;1853;932062935
luulemaailm;NOUN;O;2;no;61;1853;932062935
kirjandusteadlane;NOUN;O;2;no;2668;1853;932062935
Mart;PROPN;O;1;no;62459;1853;932062935
Mäger;PROPN;O;1;no;765;1853;932062935
kas;ADV;O;7;yes;1985401;1853;932062935
mõeldav;ADJ;O;2;no;7250;1853;932062935
tohtima;AUX;O;1;no;277697;1853;932062935
mõtteliselt;ADV;O;1;no;1046;1853;932062935
niimoodi;ADV;O;3;yes;68305;1853;932062935
kaks;NUM;O;1;no;1334057;1853;932062935
jagama;VERB;O;2;no;392343;1853;932062935
paljalt;ADV;O;1;no;3457;1853;932062935
põhjal;ADP;O;1;no;132811;1853;932062935
tema;PRON;O;24;yes;9154483;1853;932062935
kuidagiviisi;ADV;O;1;no;1304;1853;932062935
luule;NOUN;O;11;no;25098;1853;932062935
siduma;VERB;O;1;no;61677;1853;932062935
ei;AUX;O;12;yes;10355923;1853;932062935
?;PUNCT;O;4;no;0;1853;932062935
