lemma;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount
tervist;NOUN;O;1;no;13331;6807;932062935
,;PUNCT;O;626;no;0;6807;932062935
mina;PRON;O;141;yes;11780658;6807;932062935
olema;AUX;O;321;yes;44175173;6807;932062935
Urmas;PROPN;O;3;no;50235;6807;932062935
Vadi;PROPN;O;3;no;1553;6807;932062935
tegema;VERB;O;27;yes;3824200;6807;932062935
asi;NOUN;O;32;no;1422865;6807;932062935
kohe;ADV;O;4;yes;541194;6807;932062935
saade;NOUN;O;3;no;133711;6807;932062935
algul;ADP;O;1;yes;80541;6807;932062935
selge;ADJ;O;5;no;277414;6807;932062935
kuus;NUM;O;7;no;172599;6807;932062935
mees;NOUN;O;10;no;1070078;6807;932062935
.;PUNCT;O;287;no;0;6807;932062935
kaks;NUM;O;16;no;1334057;6807;932062935
see;PRON;O;138;yes;18818291;6807;932062935
küsima;VERB;O;4;no;448244;6807;932062935
kolm;NUM;O;10;no;673341;6807;932062935
vastav;ADJ;O;1;no;182310;6807;932062935
kuue;ADJ;O;1;no;0;6807;932062935
kes;PRON;O;15;yes;3572036;6807;932062935
Teet;PROPN;O;2;no;8135;6807;932062935
Kallas;PROPN;O;2;no;54753;6807;932062935
pidama;AUX;O;10;yes;3575612;6807;932062935
flogi;NOUN;O;1;no;0;6807;932062935
maagiline;ADJ;O;5;no;16523;6807;932062935
arv;NOUN;O;8;no;293565;6807;932062935
vaatama;VERB;O;18;no;1204574;6807;932062935
number;NOUN;O;10;no;207888;6807;932062935
neli;NUM;O;49;no;337422;6807;932062935
ja;CCONJ;O;178;yes;29978049;6807;932062935
pehkinud;VERB;O;1;no;945;6807;932062935
ilmuma;VERB;O;4;no;138432;6807;932062935
luulekogu;NOUN;O;9;no;7343;6807;932062935
osa;NOUN;O;9;no;998668;6807;932062935
Krull;PROPN;O;3;no;2584;6807;932062935
kord;NOUN;O;22;no;1304710;6807;932062935
Aarne;PROPN;O;2;no;7779;6807;932062935
Merilai;PROPN;O;4;no;616;6807;932062935
tooma;VERB;O;13;no;815211;6807;932062935
oma;PRON;O;32;yes;4535142;6807;932062935
poolt;ADV;O;4;yes;608317;6807;932062935
mäng;NOUN;O;5;no;728386;6807;932062935
