lemma;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount
tere;INTJ;O;1;yes;150469;2539;932062935
õhtu;NOUN;O;2;no;322860;2539;932062935
,;PUNCT;O;153;no;0;2539;932062935
kell;NOUN;O;1;no;863794;2539;932062935
olema;AUX;O;108;yes;44175173;2539;932062935
saama;VERB;O;12;yes;7285093;2539;932062935
kuus;NUM;O;2;no;172599;2539;932062935
ja;CCONJ;O;63;yes;29978049;2539;932062935
Päevakada;PROPN;O;2;no;0;2539;932062935
tegema;VERB;O;10;yes;3824200;2539;932062935
kokkuvõte;NOUN;O;1;no;117890;2539;932062935
laupäev;NOUN;O;2;no;140393;2539;932062935
neljas;ADJ;O;3;no;111465;2539;932062935
aprill;NOUN;O;2;no;198652;2539;932062935
päev;NOUN;O;7;no;1360298;2539;932062935
sündmus;NOUN;O;1;no;155489;2539;932062935
mina;PRON;O;20;yes;11780658;2539;932062935
Tõnu;PROPN;O;1;no;36720;2539;932062935
Karjatse;PROPN;O;1;no;897;2539;932062935
.;PUNCT;O;163;no;0;2539;932062935
Soome;PROPN;O;5;no;258945;2539;932062935
pidama;VERB;O;7;yes;3575612;2539;932062935
kooliturvalisus;NOUN;O;2;no;18;2539;932062935
üks;DET;O;6;yes;3226979;2539;932062935
alus;NOUN;O;1;no;349598;2539;932062935
üldine;ADJ;O;1;no;110142;2539;932062935
hea;ADJ;O;9;no;1639322;2539;932062935
õhkkond;NOUN;O;1;no;18264;2539;932062935
kool;NOUN;O;11;no;581408;2539;932062935
ning;CCONJ;O;1;yes;5766748;2539;932062935
koolipsühholoog;NOUN;O;4;no;1756;2539;932062935
või;CCONJ;O;6;yes;4113697;2539;932062935
mõni;DET;O;5;yes;1272983;2539;932062935
muu;PRON;O;2;yes;838288;2539;932062935
tugiisik;NOUN;O;3;no;5704;2539;932062935
olemasolu;NOUN;O;2;no;68706;2539;932062935
kes;PRON;O;7;yes;3572036;2539;932062935
poole;ADP;O;2;yes;344142;2539;932062935
laps;NOUN;O;4;no;1505088;2539;932062935
saama;AUX;O;3;yes;7285093;2539;932062935
alati;ADV;O;2;yes;548446;2539;932062935
pöörduma;VERB;O;2;no;132658;2539;932062935
islam;NOUN;O;2;no;13328;2539;932062935
äärmuslus;NOUN;O;1;no;1534;2539;932062935
liituma;VERB;O;2;no;64190;2539;932062935
tõmbama;VERB;O;2;no;194731;2539;932062935
noor;NOUN;O;7;no;546822;2539;932062935
üks;PRON;O;2;yes;3226979;2539;932062935
poolt;ADV;O;1;yes;608317;2539;932062935
noorus;NOUN;O;1;no;18379;2539;932062935
rumalus;NOUN;O;1;no;11133;2539;932062935
seiklus;NOUN;O;1;no;32982;2539;932062935
teisalt;ADV;O;1;no;33073;2539;932062935
aga;ADV;O;2;yes;4543343;2539;932062935
tegemine;NOUN;O;4;no;590180;2539;932062935
ka;ADV;O;24;yes;7941300;2539;932062935
Euroopa;PROPN;O;6;no;842639;2539;932062935
väärtuskriis;NOUN;O;1;no;54;2539;932062935
ilming;NOUN;O;1;no;7919;2539;932062935
see;DET;O;18;yes;18818291;2539;932062935
teema;NOUN;O;2;no;630317;2539;932062935
ring;NOUN;O;1;no;114583;2539;932062935
arutama;VERB;O;3;no;115498;2539;932062935
Brüssel;PROPN;O;3;no;27344;2539;932062935
usuäärmuslus;NOUN;O;2;no;60;2539;932062935
konverents;NOUN;O;3;no;75048;2539;932062935
Ukraina;PROPN;O;4;no;85329;2539;932062935
endiselt;ADV;O;2;no;126092;2539;932062935
rahutu;ADJ;O;1;no;7710;2539;932062935
jooksul;ADP;O;2;yes;563392;2539;932062935
tapma;VERB;O;2;no;74950;2539;932062935
kremli-meelsed;ADJ;O;1;no;0;2539;932062935
terrorist;NOUN;O;1;no;10523;2539;932062935
kolm;NUM;O;13;no;673341;2539;932062935
valitsusvägi;NOUN;O;3;no;3936;2539;932062935
sõdur;NOUN;O;3;no;41344;2539;932062935
Eesti;PROPN;O;10;no;2594139;2539;932062935
Kontsert;PROPN;O;2;no;4727;2539;932062935
täna;ADV;O;7;no;614088;2539;932062935
reliikvia;NOUN;O;2;no;2416;2539;932062935
võrra;ADP;O;2;yes;107134;2539;932062935
rikkam;ADJ;O;2;no;13090;2539;932062935
helilooja;NOUN;O;2;no;32821;2539;932062935
Hans;PROPN;O;8;no;19972;2539;932062935
Hindper;PROPN;O;8;no;0;2539;932062935
andma;VERB;O;4;no;1683851;2539;932062935
jõhv;ADJ;O;3;no;6707;2539;932062935
kontserdimaja;NOUN;O;5;no;7896;2539;932062935
üle;ADV;O;1;yes;1447134;2539;932062935
klaver;NOUN;O;9;no;19703;2539;932062935
ilmateenistus;NOUN;O;1;no;6060;2539;932062935
lubama;VERB;O;3;no;305810;2539;932062935
nii;ADV;O;12;yes;3430987;2539;932062935
vihma-lörts;NOUN;O;1;no;0;2539;932062935
kui;CCONJ;O;3;yes;8878634;2539;932062935
lumi;NOUN;O;2;no;93146;2539;932062935
õhutemperatuur;NOUN;O;3;no;19887;2539;932062935
öösel;ADV;O;1;no;80817;2539;932062935
miinuma;VERB;O;1;no;0;2539;932062935
kaks;NUM;O;13;no;1334057;2539;932062935
pluss;NOUN;O;4;no;55879;2539;932062935
homme;ADV;O;3;no;107395;2539;932062935
kaheksa;NUM;O;3;no;101270;2539;932062935
nüüd;ADV;O;6;yes;1119277;2539;932062935
kõigest;ADV;O;1;yes;47439;2539;932062935
lähemalt;ADV;O;2;no;87022;2539;932062935
pärast;ADV;O;2;yes;1109488;2539;932062935
Viljandi;PROPN;O;3;no;112107;2539;932062935
koolitulistamine;NOUN;O;5;no;885;2539;932062935
eesti;ADJ;O;1;no;457012;2539;932062935
hakkama;VERB;O;5;yes;1534193;2539;932062935
üha;ADV;O;1;no;109560;2539;932062935
rohkem;ADV;O;5;yes;1093000;2539;932062935
mõtlema;VERB;O;3;no;868014;2539;932062935
see;PRON;O;33;yes;18818291;2539;932062935
peale;ADP;O;1;yes;1209468;2539;932062935
kuidas;ADV;O;2;yes;1317035;2539;932062935
selline;DET;O;9;yes;1661084;2539;932062935
olukord;NOUN;O;3;no;489352;2539;932062935
ennetama;VERB;O;1;no;26163;2539;932062935
tihendama;VERB;O;1;no;6683;2539;932062935
koostöö;NOUN;O;1;no;329823;2539;932062935
politsei;NOUN;O;1;no;203599;2539;932062935
juba;ADV;O;14;yes;1850492;2539;932062935
mitu;DET;O;4;yes;814408;2539;932062935
seal;ADV;O;4;yes;911658;2539;932062935
turvalisus;NOUN;O;2;no;63136;2539;932062935
alustala;NOUN;O;1;no;6936;2539;932062935
last;NOUN;O;1;no;4427;2539;932062935
oma;PRON;O;9;yes;4535142;2539;932062935
mure;NOUN;O;2;no;176310;2539;932062935
aegsasti;ADV;O;1;no;6274;2539;932062935
Kai;PROPN;O;1;no;12137;2539;932062935
Vare;PROPN;O;1;no;3236;2539;932062935
rääkima;VERB;O;4;no;1111753;2539;932062935
ÜRO;PROPN;O;3;no;53973;2539;932062935
lastefont;NOUN;O;1;no;0;2539;932062935
uuring;NOUN;O;1;no;211805;2539;932062935
järgi;ADP;O;4;yes;472793;2539;932062935
heaolu;NOUN;O;2;no;49860;2539;932062935
edetabel;NOUN;O;1;no;37203;2539;932062935
