lemma;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount
leppima;VERB;O;1;no;119297;3574;932062935
nii;ADV;O;17;yes;3430987;3574;932062935
kokku;ADV;O;3;yes;901761;3574;932062935
,;PUNCT;O;216;no;0;3574;932062935
et;SCONJ;O;31;yes;12213661;3574;932062935
mina;PRON;O;45;yes;11780658;3574;932062935
täna;ADV;O;1;no;614088;3574;932062935
ja;CCONJ;O;83;yes;29978049;3574;932062935
pealegi;ADV;O;1;no;52151;3574;932062935
hiline;ADJ;O;1;no;15643;3574;932062935
aeg;NOUN;O;8;no;2435622;3574;932062935
väga;ADV;O;13;yes;2222237;3574;932062935
tõsiteaduslik;ADJ;O;1;no;210;3574;932062935
jutt;NOUN;O;2;no;337829;3574;932062935
ei;AUX;O;24;yes;10355923;3574;932062935
ajama;VERB;O;3;no;269064;3574;932062935
.;PUNCT;O;297;no;0;3574;932062935
olema;AUX;O;147;yes;44175173;3574;932062935
maailm;NOUN;O;6;no;664447;3574;932062935
kolm;NUM;O;6;no;673341;3574;932062935
ilus;ADJ;O;8;no;314556;3574;932062935
eestikeelne;ADJ;O;1;no;46602;3574;932062935
häälik;NOUN;O;3;no;3354;3574;932062935
Ahhaa;PROPN;O;1;no;1443;3574;932062935
jääma;VERB;O;5;no;1700272;3574;932062935
tema;PRON;O;77;yes;9154483;3574;932062935
saama;VERB;O;12;yes;7285093;3574;932062935
koos;ADV;O;3;yes;875375;3574;932062935
sõnaahi;NOUN;O;1;no;0;3574;932062935
ainult;ADV;O;6;yes;947442;3574;932062935
aga;CCONJ;O;22;yes;4543343;3574;932062935
sõna;NOUN;O;34;no;862366;3574;932062935
mis;PRON;O;27;yes;9028438;3574;932062935
siis;ADV;O;27;yes;4824773;3574;932062935
tulema;VERB;O;19;yes;3338518;3574;932062935
üks;DET;O;28;yes;3226979;3574;932062935
mees;NOUN;O;12;no;1070078;3574;932062935
hakkama;VERB;O;3;yes;1534193;3574;932062935
ära;ADV;O;17;yes;1430862;3574;932062935
seletama;VERB;O;1;no;79357;3574;932062935
see;DET;O;31;yes;18818291;3574;932062935
tähendama;VERB;O;2;no;444609;3574;932062935
Karl;PROPN;O;1;no;52709;3574;932062935
August;PROPN;O;1;no;18606;3574;932062935
Hermann;PROPN;O;1;no;6975;3574;932062935
oma;PRON;O;19;yes;4535142;3574;932062935
1900.;ADJ;O;1;no;0;3574;932062935
aasta;NOUN;O;13;no;4045959;3574;932062935
ilmunud;ADJ;O;1;no;67338;3574;932062935
entsüklopeedia;NOUN;O;1;no;3389;3574;932062935
