lemma;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount
pala;NOUN;O;1;no;15847;4334;932062935
pealkiri;NOUN;O;2;no;91041;4334;932062935
kas;ADV;O;18;yes;1985401;4334;932062935
teadma;VERB;O;23;no;1482699;4334;932062935
,;PUNCT;O;473;no;0;4334;932062935
mis;PRON;O;31;yes;9028438;4334;932062935
tähendama;VERB;O;4;no;444609;4334;932062935
tooma;VERB;O;2;no;815211;4334;932062935
Birgit;PROPN;O;8;no;7791;4334;932062935
Õigemeel;PROPN;O;3;no;573;4334;932062935
aastahitt;NOUN;O;1;no;158;4334;932062935
auhind;NOUN;O;2;no;94613;4334;932062935
jagamine;NOUN;O;1;no;59174;4334;932062935
teine;DET;O;5;yes;2482902;4334;932062935
koht;NOUN;O;5;no;1148987;4334;932062935
mina;PRON;O;205;yes;11780658;4334;932062935
natuke;NOUN;O;1;no;311211;4334;932062935
üllatuslikult;ADV;O;1;no;7409;4334;932062935
aga;CCONJ;O;61;yes;4543343;4334;932062935
külg;NOUN;O;1;no;147653;4334;932062935
jälle;ADV;O;2;no;307300;4334;932062935
kui;SCONJ;O;29;yes;8878634;4334;932062935
järgi;ADV;O;1;yes;472793;4334;932062935
mõtlema;VERB;O;16;no;868014;4334;932062935
siis;ADV;O;34;yes;4824773;4334;932062935
võib-olla;ADV;O;19;yes;138681;4334;932062935
.;PUNCT;O;154;no;0;4334;932062935
siin;ADV;O;11;yes;842300;4334;932062935
imestama;VERB;O;1;no;49541;4334;932062935
kuidas;ADV;O;8;yes;1317035;4334;932062935
sina;PRON;O;86;yes;3743020;4334;932062935
ise;PRON;O;15;yes;3509459;4334;932062935
reaktsioon;NOUN;O;1;no;38601;4334;932062935
olema;AUX;O;243;yes;44175173;4334;932062935
esimene;ADJ;O;10;no;1420248;4334;932062935
kord;NOUN;O;4;no;1304710;4334;932062935
kuulma;VERB;O;7;no;283532;4334;932062935
et;SCONJ;O;146;yes;12213661;4334;932062935
tulema;VERB;O;22;yes;3338518;4334;932062935
võtma;VERB;O;8;no;2139597;4334;932062935
vastu;ADV;O;1;yes;1054024;4334;932062935
oma;PRON;O;10;yes;4535142;4334;932062935
lugu;NOUN;O;29;no;453200;4334;932062935
eest;ADP;O;2;yes;1110901;4334;932062935
kohe;ADV;O;5;yes;541194;4334;932062935
väärt;ADJ;O;3;yes;62820;4334;932062935
teine;ADJ;O;3;yes;2482902;4334;932062935
?;PUNCT;O;32;no;0;4334;932062935
väga;ADV;O;33;yes;2222237;4334;932062935
üllatuma;VERB;O;1;no;4179;4334;932062935
üldse;ADV;O;13;no;442326;4334;932062935
arvama;VERB;O;27;no;778296;4334;932062935
seal;ADV;O;17;yes;911658;4334;932062935
10;NUM;O;1;no;0;4334;932062935
20;X;O;1;no;0;4334;932062935
30;X;O;1;no;0;4334;932062935
hulk;NOUN;O;1;no;165534;4334;932062935
kes;PRON;O;28;yes;3572036;4334;932062935
või;ADV;O;2;yes;4113697;4334;932062935
või;CCONJ;O;17;yes;4113697;4334;932062935
isegi;ADV;O;2;yes;696376;4334;932062935
ei;AUX;O;75;yes;10355923;4334;932062935
see;PRON;O;117;yes;18818291;4334;932062935
peale;ADP;O;5;yes;1209468;4334;932062935
saastama;VERB;O;1;no;2993;4334;932062935
toimuma;VERB;O;1;no;894727;4334;932062935
iga;DET;O;7;yes;1374684;4334;932062935
aasta;NOUN;O;16;no;4045959;4334;932062935
käima;VERB;O;9;no;1068258;4334;932062935
