lemma;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount
olema;AUX;O;105;yes;44175173;2002;932062935
Päevakajaaeg;PROPN;O;1;no;0;2002;932062935
,;PUNCT;O;135;no;0;2002;932062935
kell;NOUN;O;2;no;863794;2002;932062935
kuus;NUM;O;3;no;172599;2002;932062935
ja;CCONJ;O;64;yes;29978049;2002;932062935
Päevakada;PROPN;O;2;no;0;2002;932062935
võtma;VERB;O;2;no;2139597;2002;932062935
kokku;ADV;O;5;yes;901761;2002;932062935
kaheksas;ADJ;O;1;no;18966;2002;932062935
aprillisündmus;NOUN;O;1;no;149;2002;932062935
mina;PRON;O;25;yes;11780658;2002;932062935
mujal;ADV;O;1;yes;80759;2002;932062935
.;PUNCT;O;102;no;0;2002;932062935
toimetaja;NOUN;O;1;no;30405;2002;932062935
Tõnu;PROPN;O;1;no;36720;2002;932062935
Karjatse;PROPN;O;1;no;897;2002;932062935
amet;NOUN;O;2;no;170408;2002;932062935
lahkumine;NOUN;O;3;no;48189;2002;932062935
teatama;ADJ;O;2;no;302888;2002;932062935
töö;NOUN;O;2;no;1225560;2002;932062935
terviseminister;NOUN;O;2;no;1430;2002;932062935
Jevgeni;PROPN;O;3;no;11555;2002;932062935
Ossinovski;PROPN;O;4;no;7777;2002;932062935
tooma;VERB;O;8;no;815211;2002;932062935
põhjus;NOUN;O;2;no;400878;2002;932062935
soov;NOUN;O;2;no;307869;2002;932062935
tegelema;VERB;O;4;no;308940;2002;932062935
tõsisem;ADV;O;2;no;19427;2002;932062935
sotsiaaldemokraatlik;ADJ;O;2;no;5428;2002;932062935
erakond;NOUN;O;7;no;119286;2002;932062935
juhtimine;NOUN;O;2;no;109312;2002;932062935
ei;AUX;O;17;yes;10355923;2002;932062935
suutma;VERB;O;5;no;607518;2002;932062935
piisavalt;ADV;O;2;no;200809;2002;932062935
laiapõhjaliselt;ADV;O;2;no;274;2002;932062935
ühiskond;NOUN;O;2;no;190857;2002;932062935
kõnetama;VERB;O;2;no;16386;2002;932062935
liiga;ADV;O;2;yes;474419;2002;932062935
palju;ADV;O;9;yes;2032422;2002;932062935
teatud;ADJ;O;3;no;159599;2002;932062935
üksikküsimus;NOUN;O;2;no;284;2002;932062935
mis;PRON;O;18;yes;9028438;2002;932062935
kuidagi;ADV;O;3;yes;230399;2002;932062935
suur;ADJ;O;4;no;1616990;2002;932062935
pilt;NOUN;O;4;no;671722;2002;932062935
tulema;VERB;O;7;yes;3338518;2002;932062935
Toomas;PROPN;O;3;no;60215;2002;932062935
Sildam;PROPN;O;2;no;2659;2002;932062935
leidma;VERB;O;3;no;1279610;2002;932062935
oma;PRON;O;6;yes;4535142;2002;932062935
nädalakommentaar;NOUN;O;2;no;387;2002;932062935
et;SCONJ;O;36;yes;12213661;2002;932062935
balti;ADJ;O;2;no;47122;2002;932062935
president;NOUN;O;10;no;267125;2002;932062935
vastuvõtt;NOUN;O;2;no;60050;2002;932062935
Washington;PROPN;O;5;no;21411;2002;932062935
vaatama;VERB;O;2;no;1204574;2002;932062935
kui;SCONJ;O;17;yes;8878634;2002;932062935
rutiinne;ADJ;O;1;no;5551;2002;932062935
töövisiit;NOUN;O;1;no;899;2002;932062935
mitte;ADV;O;2;yes;1397004;2002;932062935
miski;PRON;O;3;yes;1421694;2002;932062935
erakorraline;ADJ;O;1;no;30574;2002;932062935
USA;PROPN;O;7;no;306631;2002;932062935
Donald;PROPN;O;3;no;25551;2002;932062935
Trump;PROPN;O;7;no;78108;2002;932062935
lubama;VERB;O;2;no;305810;2002;932062935
vastama;VERB;O;3;no;364411;2002;932062935
Süüria;PROPN;O;4;no;42401;2002;932062935
keemiarelvarünnak;NOUN;O;2;no;101;2002;932062935
eest;ADP;O;4;yes;1110901;2002;932062935
tuum;NOUN;O;3;no;13917;2002;932062935
Obinitsas;PROPN;O;3;no;0;2002;932062935
peetud;ADJ;O;1;yes;68849;2002;932062935
soome-ugri;ADJ;O;14;no;10446;2002;932062935
küla;NOUN;O;6;no;269054;2002;932062935
foorum;NOUN;O;2;no;126697;2002;932062935
valima;VERB;O;4;no;477367;2002;932062935
kultuuripealinn;NOUN;O;7;no;5766;2002;932062935
tulev;ADJ;O;1;yes;50772;2002;932062935
aasta;NOUN;O;8;no;4045959;2002;932062935
Marimaa;PROPN;O;2;no;597;2002;932062935
soorunza;NOUN;O;1;no;0;2002;932062935
südamekool;NOUN;O;1;no;0;2002;932062935
laps;NOUN;O;4;no;1505088;2002;932062935
arvama;VERB;O;3;no;778296;2002;932062935
see;DET;O;13;yes;18818291;2002;932062935
projekt;NOUN;O;4;no;354092;2002;932062935
toetama;VERB;O;4;no;333423;2002;932062935
see;PRON;O;41;yes;18818291;2002;932062935
tema;PRON;O;15;yes;9154483;2002;932062935
uhkus;NOUN;O;2;no;20664;2002;932062935
tahe;NOUN;O;2;no;53032;2002;932062935
elama;VERB;O;3;no;568247;2002;932062935
maa;NOUN;O;3;no;369601;2002;932062935
ilm;NOUN;O;3;no;207337;2002;932062935
minema;VERB;O;2;yes;2265871;2002;932062935
tasapisi;ADV;O;2;no;24082;2002;932062935
aina;ADV;O;1;yes;76586;2002;932062935
soojem;ADJ;O;1;no;21631;2002;932062935
homme;ADV;O;3;no;107395;2002;932062935
hakkama;VERB;O;2;yes;1534193;2002;932062935
sadama;VERB;O;1;no;47024;2002;932062935
vihm;NOUN;O;2;no;67674;2002;932062935
õhutemperatuur;NOUN;O;4;no;19887;2002;932062935
tõusma;VERB;O;2;no;219137;2002;932062935
homne;ADJ;O;1;no;31583;2002;932062935
päev;NOUN;O;3;no;1360298;2002;932062935
kuni;ADV;O;2;yes;831401;2002;932062935
16;NUM;O;1;no;0;2002;932062935
Lõuna-Eesti;PROPN;O;2;no;25094;2002;932062935
isegi;ADV;O;1;yes;696376;2002;932062935
19;NUM;O;2;no;0;2002;932062935
kraad;NOUN;O;5;no;86701;2002;932062935
langema;VERB;O;2;no;172488;2002;932062935
pluss;NOUN;O;7;no;55879;2002;932062935
kaks;NUM;O;5;no;1334057;2002;932062935
kuni;CCONJ;O;4;yes;831401;2002;932062935
seitse;NUM;O;2;no;109382;2002;932062935
nüüd;ADV;O;6;yes;1119277;2002;932062935
aga;ADV;O;6;yes;4543343;2002;932062935
kõik;DET;O;3;yes;3138760;2002;932062935
lähemalt;ADV;O;2;no;87022;2002;932062935
täna;ADV;O;2;no;614088;2002;932062935
sildam;NOUN;O;1;no;36;2002;932062935
antud;ADJ;O;1;no;296495;2002;932062935
intervjuu;NOUN;O;1;no;81580;2002;932062935
tõdema;VERB;O;1;no;97166;2002;932062935
sotsiaaldemokraat;NOUN;O;1;no;16712;2002;932062935
madalseis;NOUN;O;1;no;3447;2002;932062935
muutma;VERB;O;1;no;493755;2002;932062935
edasi;ADV;O;3;yes;598918;2002;932062935
saama;AUX;O;2;yes;7285093;2002;932062935
no;INTJ;O;1;no;315405;2002;932062935
miks;ADV;O;2;yes;580050;2002;932062935
sina;PRON;O;5;yes;3743020;2002;932062935
arvuti;NOUN;O;1;no;167999;2002;932062935
riigikogu;NOUN;O;2;no;95988;2002;932062935
fraktsioon;NOUN;O;2;no;34471;2002;932062935
esimees;NOUN;O;5;no;144294;2002;932062935
sotse;NOUN;O;1;no;0;2002;932062935
kõige;ADV;O;3;yes;1010725;2002;932062935
paremini;ADV;O;1;no;214337;2002;932062935
aitama;VERB;O;2;no;740996;2002;932062935
?;PUNCT;O;5;no;0;2002;932062935
põhiline;ADJ;O;1;no;53634;2002;932062935
probleem;NOUN;O;2;no;549960;2002;932062935
peituma;VERB;O;1;no;32016;2002;932062935
tähendama;VERB;O;3;no;444609;2002;932062935
eks;ADV;O;3;yes;283895;2002;932062935
valitsus;NOUN;O;3;no;313677;2002;932062935
liige;NOUN;O;2;no;420034;2002;932062935
paistma;VERB;O;1;no;174559;2002;932062935
rohkem;ADV;O;3;yes;1093000;2002;932062935
silm;NOUN;O;1;no;537359;2002;932062935
teine;DET;O;2;yes;2482902;2002;932062935
inimene;NOUN;O;2;no;2519709;2002;932062935
kuna;SCONJ;O;1;yes;974997;2002;932062935
kõik;PRON;O;3;yes;3138760;2002;932062935
vastutav;VERB;O;1;no;32323;2002;932062935
üksik;ADJ;O;1;no;81252;2002;932062935
valdkond;NOUN;O;1;no;210726;2002;932062935
siis;ADV;O;10;yes;4824773;2002;932062935
ühtne;ADJ;O;1;no;60445;2002;932062935
ehk;CCONJ;O;1;yes;977379;2002;932062935
roll;NOUN;O;1;no;209164;2002;932062935
ees;ADV;O;1;yes;377493;2002;932062935
seisma;VERB;O;1;no;266132;2002;932062935
tugev;ADJ;O;3;no;251196;2002;932062935
motivaator;NOUN;O;1;no;3109;2002;932062935
rahulolematus;NOUN;O;3;no;8720;2002;932062935
sots;NOUN;O;1;no;23661;2002;932062935
üldiselt;ADV;O;1;no;129368;2002;932062935
selline;DET;O;6;yes;1661084;2002;932062935
kollektiivne;ADJ;O;1;no;14947;2002;932062935
pärast;ADP;O;1;yes;1109488;2002;932062935
PL;PROPN;O;1;no;3196;2002;932062935
madalam;ADJ;O;1;no;66340;2002;932062935
ise;PRON;O;4;yes;3509459;2002;932062935
tahtma;VERB;O;4;no;1254286;2002;932062935
sellepärast;ADV;O;1;yes;114174;2002;932062935
tegeletama;VERB;O;1;no;0;2002;932062935
alkoteema;NOUN;O;1;no;11;2002;932062935
populaarsus;NOUN;O;1;no;31602;2002;932062935
just;ADV;O;1;yes;809252;2002;932062935
jääma;VERB;O;4;no;1700272;2002;932062935
tulenevalt;ADV;O;1;no;40921;2002;932062935
arutlema;VERB;O;1;no;46279;2002;932062935
üle;ADP;O;1;yes;1447134;2002;932062935
milline;DET;O;1;yes;639709;2002;932062935
käik;NOUN;O;1;no;83196;2002;932062935
muutus;NOUN;O;1;no;146302;2002;932062935
vaja;ADV;O;4;no;695844;2002;932062935
aga;CCONJ;O;5;yes;4543343;2002;932062935
mingi;DET;O;1;yes;1065354;2002;932062935
surve;NOUN;O;1;no;49087;2002;932062935
või;CCONJ;O;3;yes;4113697;2002;932062935
nõudmine;NOUN;O;1;no;40077;2002;932062935
olema;VERB;O;3;yes;44175173;2002;932062935
juhtkond;NOUN;O;1;no;32680;2002;932062935
tervik;NOUN;O;1;no;60873;2002;932062935
vahetama;VERB;O;1;no;237624;2002;932062935
selline;ADJ;O;4;yes;1661084;2002;932062935
survestama;VERB;O;1;no;6557;2002;932062935
mingisugune;DET;O;1;yes;53640;2002;932062935
samm;NOUN;O;1;no;183965;2002;932062935
tegema;VERB;O;6;yes;3824200;2002;932062935
tegelikult;ADV;O;2;no;475760;2002;932062935
vastu;ADV;O;1;yes;1054024;2002;932062935
Reformierakond;PROPN;O;2;no;46682;2002;932062935
Hanno;PROPN;O;2;no;6568;2002;932062935
Pevkur;PROPN;O;1;no;5852;2002;932062935
kes;PRON;O;2;yes;3572036;2002;932062935
uudis;NOUN;O;1;no;165123;2002;932062935
peale;ADP;O;1;yes;1209468;2002;932062935
kirjutama;VERB;O;2;no;789966;2002;932062935
peaminister;NOUN;O;2;no;96603;2002;932062935
valitsuspartner;NOUN;O;1;no;478;2002;932062935
mõlema;DET;O;1;yes;332283;2002;932062935
sama;DET;O;2;yes;1115714;2002;932062935
laud;NOUN;O;3;no;186536;2002;932062935
taga;ADP;O;3;yes;249035;2002;932062935
kus;ADV;O;6;yes;1607926;2002;932062935
juhtima;VERB;O;1;no;208258;2002;932062935
riik;NOUN;O;4;no;937782;2002;932062935
tõepoolest;ADV;O;2;no;73132;2002;932062935
tavapäraselt;ADV;O;1;no;15294;2002;932062935
kas;ADV;O;1;yes;1985401;2002;932062935
opositsioon;NOUN;O;2;no;28117;2002;932062935
koalitsioon;NOUN;O;1;no;29213;2002;932062935
valitsuslaud;NOUN;O;1;no;0;2002;932062935
ka;ADV;O;16;yes;7941300;2002;932062935
alati;ADV;O;1;yes;548446;2002;932062935
niimoodi;ADV;O;2;yes;68305;2002;932062935
pidama;AUX;O;3;yes;3575612;2002;932062935
mõistma;VERB;O;1;no;264853;2002;932062935
kimbatus;NOUN;O;1;no;1893;2002;932062935
sest;SCONJ;O;5;yes;1380142;2002;932062935
juhitud;ADJ;O;1;no;19719;2002;932062935
võimalik;ADJ;O;1;no;939996;2002;932062935
pidama;VERB;O;2;yes;3575612;2002;932062935
stiil;NOUN;O;1;no;97376;2002;932062935
partner;NOUN;O;1;no;104755;2002;932062935
alandama;VERB;O;1;no;15860;2002;932062935
usaldus;NOUN;O;1;no;40014;2002;932062935
kuritarvitama;VERB;O;1;no;4819;2002;932062935
tõttu;ADP;O;1;yes;362733;2002;932062935
seal;ADV;O;4;yes;911658;2002;932062935
tõesti;ADV;O;1;yes;299939;2002;932062935
peal;ADP;O;1;yes;291595;2002;932062935
pidevalt;ADV;O;1;no;152216;2002;932062935
tänane;ADJ;O;1;no;180017;2002;932062935
koostöövõime;NOUN;O;1;no;768;2002;932062935
usaldustase;NOUN;O;1;no;61;2002;932062935
niivõrd;ADV;O;1;yes;53689;2002;932062935
kõrge;ADJ;O;1;no;220323;2002;932062935
väärikalt;ADV;O;1;no;5700;2002;932062935
küsimus;NOUN;O;1;no;622168;2002;932062935
lahendama;VERB;O;1;no;122261;2002;932062935
pikemalt;ADV;O;1;no;37603;2002;932062935
usutlus;NOUN;O;1;no;5152;2002;932062935
lugema;VERB;O;1;no;754112;2002;932062935
uudisteportaal;NOUN;O;1;no;6266;2002;932062935
Saksa;PROPN;O;1;no;41368;2002;932062935
politsei;NOUN;O;1;no;203599;2002;932062935
kinni;ADV;O;1;no;325823;2002;932062935
neli;NUM;O;2;no;337422;2002;932062935
mees;NOUN;O;1;no;1070078;2002;932062935
siduma;VERB;O;2;no;61677;2002;932062935
tagune;ADJ;O;1;no;21580;2002;932062935
Berliin;PROPN;O;2;no;30160;2002;932062935
jõuluturg;NOUN;O;1;no;2505;2002;932062935
terrorirünnak;NOUN;O;1;no;7551;2002;932062935
üks;DET;O;11;yes;3226979;2002;932062935
vahistama;ADJ;O;1;no;12155;2002;932062935
plaan;NOUN;O;1;no;296908;2002;932062935
noarünnak;NOUN;O;1;no;601;2002;932062935
poolmaraton;NOUN;O;1;no;3949;2002;932062935
sõna;NOUN;O;1;no;862366;2002;932062935
vastus;NOUN;O;1;no;294600;2002;932062935
andma;VERB;O;3;no;1683851;2002;932062935
ühtlasi;ADV;O;1;yes;102141;2002;932062935
süüdistama;VERB;O;1;no;60097;2002;932062935
Venemaa;PROPN;O;2;no;293403;2002;932062935
Vladimir;PROPN;O;1;no;29549;2002;932062935
Putin;PROPN;O;1;no;47200;2002;932062935
Iraan;PROPN;O;1;no;32865;2002;932062935
loomulik;ADJ;O;1;no;74844;2002;932062935
Bashar;PROPN;O;1;no;2115;2002;932062935
Al-Assad;PROPN;O;1;no;80;2002;932062935
toetamine;NOUN;O;1;no;55785;2002;932062935
Twitter;PROPN;O;1;no;18727;2002;932062935
põhjendamatult;ADV;O;1;no;3348;2002;932062935
keemiarünnak;NOUN;O;2;no;884;2002;932062935
ohver;NOUN;O;1;no;74193;2002;932062935
sealhulgas;ADV;O;1;no;127920;2002;932062935
naine;NOUN;O;1;no;822988;2002;932062935
ning;CCONJ;O;3;yes;5766748;2002;932062935
tuumalinn;NOUN;O;1;no;10;2002;932062935
katastroofipiirkond;NOUN;O;1;no;267;2002;932062935
armee;NOUN;O;1;no;26582;2002;932062935
piiramisrõnk;NOUN;O;1;no;0;2002;932062935
Vene;PROPN;O;1;no;93227;2002;932062935
välisministeerium;NOUN;O;1;no;20668;2002;932062935
teade;NOUN;O;1;no;133286;2002;932062935
valeuut;NOUN;O;1;no;0;2002;932062935
sõjaline;ADJ;O;1;no;31399;2002;932062935
aktsioon;NOUN;O;1;no;12032;2002;932062935
põhjal;ADP;O;1;no;132811;2002;932062935
ette;ADV;O;1;yes;724550;2002;932062935
viima;VERB;O;2;no;561985;2002;932062935
tõsine;ADJ;O;1;no;97663;2002;932062935
tagajärg;NOUN;O;1;no;103930;2002;932062935
Moskva;PROPN;O;1;no;70972;2002;932062935
hinnang;NOUN;O;2;no;167963;2002;932062935
tegu;NOUN;O;1;no;296119;2002;932062935
katse;NOUN;O;1;no;112430;2002;932062935
kaitsma;VERB;O;1;no;177595;2002;932062935
terrorist;NOUN;O;1;no;10523;2002;932062935
õigustama;VERB;O;1;no;41542;2002;932062935
jõukasutus;NOUN;O;1;no;242;2002;932062935
Ungari;PROPN;O;3;no;37178;2002;932062935
parlamendivalimine;NOUN;O;2;no;5935;2002;932062935
osalusprotsent;NOUN;O;1;no;552;2002;932062935
rekordiline;ADJ;O;1;no;8016;2002;932062935
53;NUM;O;1;no;0;2002;932062935
koma;NOUN;O;1;no;5428;2002;932062935
eelmine;ADJ;O;1;yes;441685;2002;932062935
tagasi;ADP;O;1;yes;880780;2002;932062935
käima;VERB;O;3;no;1068258;2002;932062935
ühene;ADJ;O;1;no;7737;2002;932062935
seis;NOUN;O;1;no;161925;2002;932062935
hääletama;VERB;O;1;no;48819;2002;932062935
45;NUM;O;1;no;0;2002;932062935
protsent;NOUN;O;1;no;264740;2002;932062935
kodanik;NOUN;O;1;no;136403;2002;932062935
vaatleja;NOUN;O;1;no;12654;2002;932062935
seitsmekümneprotsendiline;ADJ;O;1;no;0;2002;932062935
valimisosalus;NOUN;O;1;no;222;2002;932062935
tõhus;ADJ;O;1;no;60593;2002;932062935
koondumine;NOUN;O;1;no;4289;2002;932062935
võima;AUX;O;3;yes;3045900;2002;932062935
kaasa;ADV;O;3;no;515534;2002;932062935
võimupartei;NOUN;O;1;no;1806;2002;932062935
Fidesz;PROPN;O;1;no;784;2002;932062935
kaotus;NOUN;O;1;no;101051;2002;932062935
käsitlema;VERB;O;3;no;110781;2002;932062935
seekord;ADV;O;1;yes;141461;2002;932062935
lõppev;ADJ;O;1;no;7619;2002;932062935
nädal;NOUN;O;1;no;629821;2002;932062935
mööduma;VERB;O;1;no;78073;2002;932062935
Eesti;PROPN;O;10;no;2594139;2002;932062935
nagu;SCONJ;O;3;yes;1699877;2002;932062935
Läti;PROPN;O;2;no;143756;2002;932062935
Leedu;PROPN;O;2;no;91860;2002;932062935
osaliselt;ADV;O;1;no;58007;2002;932062935
valge;ADJ;O;3;no;229749;2002;932062935
maja;NOUN;O;2;no;415392;2002;932062935
tippkohtumine;NOUN;O;1;no;13004;2002;932062935
täht;NOUN;O;1;no;77823;2002;932062935
all;ADP;O;1;yes;466968;2002;932062935
võõrustama;VERB;O;1;no;18200;2002;932062935
kolleeg;NOUN;O;1;no;72288;2002;932062935
Balti;PROPN;O;3;no;26757;2002;932062935
siin-seal;ADV;O;2;no;5410;2002;932062935
nimetama;VERB;O;1;no;197986;2002;932062935
ajalooline;ADJ;O;3;no;72645;2002;932062935
kohtumine;NOUN;O;9;no;234916;2002;932062935
mälu;NOUN;O;1;no;49091;2002;932062935
huvi;NOUN;O;1;no;327194;2002;932062935
tunnistama;VERB;O;1;no;199326;2002;932062935
kolm;NUM;O;4;no;673341;2002;932062935
toimuma;VERB;O;4;no;894727;2002;932062935
mitu;DET;O;1;yes;814408;2002;932062935
kord;NOUN;O;2;no;1304710;2002;932062935
enne;ADV;O;1;yes;841805;2002;932062935
veel;ADV;O;4;yes;1875606;2002;932062935
samamoodi;ADV;O;1;no;77924;2002;932062935
tulevik;NOUN;O;1;no;229787;2002;932062935
julgeolekupiirkond;NOUN;O;1;no;0;2002;932062935
küll;ADV;O;2;yes;1080941;2002;932062935
erinev;ADJ;O;4;no;934036;2002;932062935
siiski;ADV;O;1;yes;567011;2002;932062935
ühesugune;ADJ;O;1;no;18372;2002;932062935
normaalne;ADJ;O;1;no;125424;2002;932062935
töine;ADJ;O;1;no;5539;2002;932062935
liitlassuhe;NOUN;O;1;no;1247;2002;932062935
olev;ADJ;O;1;yes;362707;2002;932062935
liider;NOUN;O;1;no;62878;2002;932062935
tavaline;ADJ;O;1;no;197660;2002;932062935
välispoliitika;NOUN;O;1;no;13583;2002;932062935
lisama;VERB;O;2;no;786480;2002;932062935
pidulikkus;NOUN;O;1;no;1548;2002;932062935
iseseisvus;NOUN;O;1;no;25316;2002;932062935
100.;ADJ;O;1;no;0;2002;932062935
sünnipäev;NOUN;O;1;no;100244;2002;932062935
rõhutamine;NOUN;O;1;no;3534;2002;932062935
nüüdne;ADJ;O;2;no;81355;2002;932062935
samuti;ADV;O;1;yes;745991;2002;932062935
varasem;ADJ;O;1;no;124653;2002;932062935
seesugune;ADJ;O;1;yes;10521;2002;932062935
näitama;VERB;O;3;no;578982;2002;932062935
