lemma;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount
alustama;VERB;O;1;no;424959;2054;932062935
üheteistkümnes;ADJ;O;1;no;2065;2054;932062935
saade;NOUN;O;2;no;133711;2054;932062935
sari;NOUN;O;1;no;125732;2054;932062935
,;PUNCT;O;96;no;0;2054;932062935
pilk;NOUN;O;2;no;104054;2054;932062935
levimuusika;NOUN;O;3;no;702;2054;932062935
minevik;NOUN;O;1;no;55211;2054;932062935
.;PUNCT;O;175;no;0;2054;932062935
täna;ADV;O;2;no;614088;2054;932062935
läbima;VERB;O;2;no;113510;2054;932062935
aasta;NOUN;O;44;no;4045959;2054;932062935
1960;NUM;O;1;no;0;2054;932062935
kuni;CCONJ;O;1;yes;831401;2054;932062935
1964;NUM;O;1;no;0;2054;932062935
see;PRON;O;11;yes;18818291;2054;932062935
olema;AUX;O;58;yes;44175173;2054;932062935
periood;NOUN;O;1;no;129071;2054;932062935
kus;ADV;O;3;yes;1607926;2054;932062935
rock;NOUN;O;1;no;15136;2054;932062935
n;PROPN;O;1;yes;33733;2054;932062935
Rowley;PROPN;O;1;no;211;2054;932062935
kärin;NOUN;O;1;no;321;2054;932062935
hakkama;VERB;O;2;yes;1534193;2054;932062935
pisut;ADV;O;3;yes;140008;2054;932062935
vaibuma;VERB;O;1;no;6758;2054;932062935
õhk;NOUN;O;1;no;155972;2054;932062935
tundma;VERB;O;1;no;633300;2054;932062935
vajadus;NOUN;O;1;no;372963;2054;932062935
uus;ADJ;O;3;no;1922794;2054;932062935
tuul;NOUN;O;5;no;112071;2054;932062935
järele;ADP;O;1;yes;148005;2054;932062935
ja;CCONJ;O;59;yes;29978049;2054;932062935
see;DET;O;17;yes;18818291;2054;932062935
tuli;NOUN;O;1;yes;130774;2054;932062935
1963.;ADJ;O;4;no;0;2054;932062935
Bob;PROPN;O;3;no;4891;2054;932062935
Dylan;PROPN;O;3;no;1847;2054;932062935
ning;CCONJ;O;2;yes;5766748;2054;932062935
hiljem;ADV;O;3;no;361314;2054;932062935
biitel;NOUN;O;2;no;3165;2054;932062935
poolt;ADP;O;1;yes;608317;2054;932062935
vald;NOUN;O;1;no;353612;2054;932062935
päästetud;ADJ;O;1;no;23;2054;932062935
Britibiid;PROPN;O;1;no;0;2054;932062935
Nõukogu;PROPN;O;4;no;54600;2054;932062935
vanem;ADJ;O;3;no;334322;2054;932062935
põlv;NOUN;O;1;no;34299;2054;932062935
laul;NOUN;O;36;no;158659;2054;932062935
meister;NOUN;O;2;no;81361;2054;932062935
kõrvale;ADP;O;1;yes;122753;2054;932062935
mõni;DET;O;2;yes;1272983;2054;932062935
juht;NOUN;O;1;no;823361;2054;932062935
ka;ADV;O;12;yes;7941300;2054;932062935
asemele;ADV;O;1;yes;35355;2054;932062935
ilmuma;VERB;O;5;no;138432;2054;932062935
noor;ADJ;O;1;no;546822;2054;932062935
jõud;NOUN;O;1;no;199755;2054;932062935
Alexandra;PROPN;O;1;no;2046;2054;932062935
pahmutav;ADJ;O;2;no;0;2054;932062935
Jan;PROPN;O;1;no;19844;2054;932062935
Frenkel;PROPN;O;3;no;31;2054;932062935
Oskar;PROPN;O;1;no;14601;2054;932062935
Feldmann;PROPN;O;1;no;286;2054;932062935
Eduard;PROPN;O;1;no;16036;2054;932062935
kolmanovski;PROPN;O;1;no;0;2054;932062935
Andrei;PROPN;O;2;no;18665;2054;932062935
Petrov;PROPN;O;3;no;2661;2054;932062935
Benjamin;PROPN;O;1;no;5298;2054;932062935
Basler;PROPN;O;1;no;64;2054;932062935
Arnoobabadžanyan;PROPN;O;1;no;0;2054;932062935
mõni;PRON;O;1;yes;1272983;2054;932062935
juba;ADV;O;4;yes;1850492;2054;932062935
möödunud;ADJ;O;1;no;119643;2054;932062935
kümnend;NOUN;O;1;no;19109;2054;932062935
lõpp;NOUN;O;3;no;547561;2054;932062935
esile;ADV;O;5;no;95639;2054;932062935
kerkima;VERB;O;1;no;62927;2054;932062935
süvendama;VERB;O;1;no;11843;2054;932062935
nüüd;ADV;O;2;yes;1119277;2054;932062935
alustatud;ADJ;O;1;no;0;2054;932062935
vagu;NOUN;O;1;no;5953;2054;932062935
Eesti;PROPN;O;7;no;2594139;2054;932062935
leidma;VERB;O;5;no;1279610;2054;932062935
ase;NOUN;O;1;no;67001;2054;932062935
noorenemine;NOUN;O;1;no;285;2054;932062935
üha;ADV;O;1;no;109560;2054;932062935
enam;ADV;O;5;yes;916792;2054;932062935
võitma;VERB;O;4;no;361078;2054;932062935
populaarsus;NOUN;O;2;no;31602;2054;932062935
Uno;PROPN;O;2;no;6705;2054;932062935
Naissoo;PROPN;O;4;no;916;2054;932062935
looming;NOUN;O;1;no;70552;2054;932062935
Aarne;PROPN;O;2;no;7779;2054;932062935
Oiti;PROPN;O;1;no;0;2054;932062935
tulema;VERB;O;14;yes;3338518;2054;932062935
lisa;NOUN;O;1;no;915167;2054;932062935
esimene;ADJ;O;11;no;1420248;2054;932062935
õnnestunud;ADJ;O;1;no;432;2054;932062935
silm;NOUN;O;2;no;537359;2054;932062935
paistma;VERB;O;2;no;174559;2054;932062935
Arved;PROPN;O;1;no;1126;2054;932062935
Haug;PROPN;O;1;no;1454;2054;932062935
kuulaja;NOUN;O;2;no;29642;2054;932062935
ette;ADP;O;1;yes;724550;2054;932062935
Kustas;PROPN;O;1;no;969;2054;932062935
kikerpuu;NOUN;O;2;no;0;2054;932062935
kui;SCONJ;O;4;yes;8878634;2054;932062935
heitma;VERB;O;2;no;62399;2054;932062935
kõigepealt;ADV;O;2;yes;78956;2054;932062935
rahvusvaheline;ADJ;O;1;no;268321;2054;932062935
meelisviis;NOUN;O;2;no;0;2054;932062935
