lemma;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount
tere;INTJ;O;1;yes;150469;3123;932062935
kuulama;VERB;O;2;no;202795;3123;932062935
järjekordne;ADJ;O;1;no;51577;3123;932062935
keel;NOUN;O;47;no;560971;3123;932062935
sõnum;NOUN;O;2;no;111413;3123;932062935
saade;NOUN;O;4;no;133711;3123;932062935
,;PUNCT;O;294;no;0;3123;932062935
jätkama;VERB;O;2;no;242503;3123;932062935
täna;ADV;O;1;no;614088;3123;932062935
meeleolu;NOUN;O;1;no;36781;3123;932062935
lahendamine;NOUN;O;1;no;69809;3123;932062935
Eesti;PROPN;O;16;no;2594139;3123;932062935
vabariik;NOUN;O;1;no;124117;3123;932062935
president;NOUN;O;2;no;267125;3123;932062935
Toomas;PROPN;O;2;no;60215;3123;932062935
Hendrik;PROPN;O;1;no;20966;3123;932062935
Ilves;PROPN;O;1;no;32170;3123;932062935
suur;ADJ;O;3;no;1616990;3123;932062935
sõnavõistlus;NOUN;O;3;no;174;3123;932062935
sõnaus;NOUN;O;7;no;155;3123;932062935
parim;ADJ;O;1;no;577297;3123;932062935
korraldatud;ADJ;O;1;no;49560;3123;932062935
vastuvõtt;NOUN;O;1;no;60050;3123;932062935
Kadriorg;PROPN;O;1;no;17830;3123;932062935
.;PUNCT;O;139;no;0;3123;932062935
seekord;ADV;O;1;yes;141461;3123;932062935
intervjuu;NOUN;O;2;no;81580;3123;932062935
miga;ADJ;O;1;no;91;3123;932062935
läänen;NOUN;O;1;no;0;3123;932062935
soomlane;NOUN;O;10;no;43947;3123;932062935
kes;PRON;O;10;yes;3572036;3123;932062935
juba;ADV;O;8;yes;1850492;3123;932062935
aasta;NOUN;O;8;no;4045959;3123;932062935
töötama;VERB;O;2;no;495634;3123;932062935
haridus;NOUN;O;2;no;122846;3123;932062935
ja;CCONJ;O;62;yes;29978049;3123;932062935
teadusministeerium;NOUN;O;2;no;6996;3123;932062935
avalik;ADJ;O;2;no;233717;3123;932062935
suhe;NOUN;O;2;no;234471;3123;932062935
osakond;NOUN;O;1;no;90820;3123;932062935
olema;AUX;O;141;yes;44175173;3123;932062935
saama;VERB;O;8;yes;7285093;3123;932062935
selge;ADJ;O;5;no;277414;3123;932062935
eesti;ADJ;O;18;no;457012;3123;932062935
kirjutama;VERB;O;9;no;789966;3123;932062935
see;DET;O;29;yes;18818291;3123;932062935
raamat;NOUN;O;8;no;510015;3123;932062935
tema;PRON;O;17;yes;9154483;3123;932062935
osalema;VERB;O;2;no;356230;3123;932062935
sõnavus;NOUN;O;4;no;0;3123;932062935
tunnustus;NOUN;O;1;no;39724;3123;932062935
sõna;NOUN;O;49;no;862366;3123;932062935
teisestamine;NOUN;O;4;no;25;3123;932062935
pakkumine;NOUN;O;2;no;191995;3123;932062935
eest;ADP;O;2;yes;1110901;3123;932062935
lisa;NOUN;O;3;no;915167;3123;932062935
küsima;VERB;O;6;no;448244;3123;932062935
ka;ADV;O;31;yes;7941300;3123;932062935
üks;DET;O;8;yes;3226979;3123;932062935
staažikalt;ADV;O;1;no;14;3123;932062935
keelemees;NOUN;O;1;no;498;3123;932062935
Kullo;PROPN;O;5;no;1445;3123;932062935
see;PRON;O;65;yes;18818291;3123;932062935
tegelema;VERB;O;3;no;308940;3123;932062935
sõnastik;NOUN;O;1;no;6149;3123;932062935
väljaandmine;NOUN;O;1;no;11299;3123;932062935
mis;PRON;O;27;yes;9028438;3123;932062935
