lemma;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount
selg;NOUN;O;1;no;164973;1078;932062935
taha;ADP;O;1;yes;99739;1078;932062935
olema;AUX;O;67;yes;44175173;1078;932062935
jääma;VERB;O;2;no;1700272;1078;932062935
ka;ADV;O;9;yes;7941300;1078;932062935
väliseestlane;NOUN;O;1;no;3261;1078;932062935
kultuuriside;NOUN;O;1;no;351;1078;932062935
arendamine;NOUN;O;1;no;106065;1078;932062935
ühing;NOUN;O;2;no;38893;1078;932062935
ettevõtmine;NOUN;O;1;no;50041;1078;932062935
tegu;NOUN;O;1;no;296119;1078;932062935
saama;VERB;O;3;yes;7285093;1078;932062935
tänavune;ADJ;O;1;no;60961;1078;932062935
kultuur;NOUN;O;3;no;142835;1078;932062935
seminar;NOUN;O;9;no;51049;1078;932062935
väliseesti;ADJ;O;1;no;2231;1078;932062935
noor;NOUN;O;1;no;546822;1078;932062935
.;PUNCT;O;40;no;0;1078;932062935
lõppev;ADJ;O;1;no;7619;1078;932062935
nädal;NOUN;O;1;no;629821;1078;932062935
kasutama;VERB;O;1;no;1455497;1078;932062935
kidu;NOUN;O;1;no;31;1078;932062935
ära;ADV;O;3;yes;1430862;1078;932062935
veel;ADV;O;1;yes;1875606;1078;932062935
koos;ADP;O;1;yes;875375;1078;932062935
sugulaste-tuttav;ADJ;O;1;no;77;1078;932062935
suvine;ADJ;O;1;no;46247;1078;932062935
Eestimaa;PROPN;O;2;no;50928;1078;932062935
tutvumine;NOUN;O;1;no;26400;1078;932062935
milline;ADJ;O;2;yes;639709;1078;932062935
mulje;NOUN;O;2;no;101650;1078;932062935
asuma;VERB;O;1;no;540495;1078;932062935
kodutee;NOUN;O;1;no;5799;1078;932062935
Liivi;PROPN;O;1;no;14824;1078;932062935
jõgi;NOUN;O;1;no;98700;1078;932062935
New;PROPN;O;6;no;67528;1078;932062935
York;PROPN;O;6;no;47245;1078;932062935
,;PUNCT;O;98;no;0;1078;932062935
kes;PRON;O;3;yes;3572036;1078;932062935
võtma;VERB;O;4;no;2139597;1078;932062935
Rexa;PROPN;O;1;no;17;1078;932062935
kultuuriseminar;NOUN;O;1;no;14;1078;932062935
osa;NOUN;O;2;no;998668;1078;932062935
juba;ADV;O;1;yes;1850492;1078;932062935
kolmas;ADJ;O;1;no;378836;1078;932062935
kord;NOUN;O;2;no;1304710;1078;932062935
?;PUNCT;O;6;no;0;1078;932062935
küsima;VERB;O;1;no;448244;1078;932062935
tema;PRON;O;15;yes;9154483;1078;932062935
kas;ADV;O;3;yes;1985401;1078;932062935
kuidas;ADV;O;7;yes;1317035;1078;932062935
tunnetama;VERB;O;3;no;29275;1078;932062935
see;DET;O;10;yes;18818291;1078;932062935
omavaheline;ADJ;O;1;no;47739;1078;932062935
