lemma;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount
mis;PRON;O;8;yes;9028438;615;932062935
kaarine;ADJ;O;1;no;0;615;932062935
laulma;VERB;O;2;no;85836;615;932062935
meeskoor;NOUN;O;2;no;4258;615;932062935
ja;CCONJ;O;14;yes;29978049;615;932062935
pärit;ADV;O;1;no;120553;615;932062935
olema;AUX;O;37;yes;44175173;615;932062935
Räpina;PROPN;O;1;no;12343;615;932062935
?;PUNCT;O;8;no;0;615;932062935
mina;PRON;O;14;yes;11780658;615;932062935
,;PUNCT;O;69;no;0;615;932062935
sina;PRON;O;10;yes;3743020;615;932062935
juba;ADV;O;5;yes;1850492;615;932062935
no;INTJ;O;3;no;315405;615;932062935
ei;AUX;O;11;yes;10355923;615;932062935
teadma;VERB;O;2;no;1482699;615;932062935
ikka;ADV;O;9;yes;1123255;615;932062935
kõik;DET;O;1;yes;3138760;615;932062935
see;DET;O;14;yes;18818291;615;932062935
aasta;NOUN;O;6;no;4045959;615;932062935
iga;DET;O;1;yes;1374684;615;932062935
koolipoiss;NOUN;O;1;no;4306;615;932062935
peale;ADV;O;1;yes;1209468;615;932062935
asi;NOUN;O;1;no;1422865;615;932062935
kõik;NOUN;O;1;yes;3138760;615;932062935
jaoks;ADP;O;4;yes;839645;615;932062935
tähendama;VERB;O;2;no;444609;615;932062935
laulupidu;NOUN;O;10;no;20606;615;932062935
tõeline;ADJ;O;1;no;117218;615;932062935
pidu;NOUN;O;1;no;96301;615;932062935
see;PRON;O;14;yes;18818291;615;932062935
andma;VERB;O;2;no;1683851;615;932062935
hästi;ADV;O;1;no;574210;615;932062935
palju;ADV;O;2;yes;2032422;615;932062935
hing;NOUN;O;1;no;125012;615;932062935
selline;DET;O;1;yes;1661084;615;932062935
nooruslikkus;NOUN;O;1;no;1126;615;932062935
tegema;VERB;O;5;yes;3824200;615;932062935
kuigi;SCONJ;O;1;yes;498107;615;932062935
vana;ADJ;O;5;no;443780;615;932062935
.;PUNCT;O;22;no;0;615;932062935
nagu;SCONJ;O;2;yes;1699877;615;932062935
siin;ADV;O;4;yes;842300;615;932062935
üldse;ADV;O;2;no;442326;615;932062935
vananema;VERB;O;1;no;7678;615;932062935
noor;NOUN;O;3;no;546822;615;932062935
tulema;VERB;O;10;yes;3338518;615;932062935
vähener;NOUN;O;1;no;0;615;932062935
ise;ADV;O;3;yes;3509459;615;932062935
oma;PRON;O;3;yes;4535142;615;932062935
koor;NOUN;O;4;no;53209;615;932062935
lits;NOUN;O;1;no;4786;615;932062935
püüdma;VERB;O;1;no;287450;615;932062935
ka;ADV;O;6;yes;7941300;615;932062935
samm;NOUN;O;1;no;183965;615;932062935
pidama;VERB;O;1;yes;3575612;615;932062935
kuigivõrd;ADV;O;1;no;3988;615;932062935
kuidas;ADV;O;3;yes;1317035;615;932062935
kui;SCONJ;O;2;yes;8878634;615;932062935
proov;NOUN;O;5;no;88769;615;932062935
minema;VERB;O;4;yes;2265871;615;932062935
väga;ADV;O;2;yes;2222237;615;932062935
vähe;ADV;O;1;no;199406;615;932062935
aeg;NOUN;O;2;no;2435622;615;932062935
dirigent;NOUN;O;1;no;19237;615;932062935
tema;PRON;O;8;yes;9154483;615;932062935
lihvimine;NOUN;O;1;no;6680;615;932062935
aga;CCONJ;O;5;yes;4543343;615;932062935
noh;INTJ;O;1;yes;115252;615;932062935
laul;NOUN;O;4;no;158659;615;932062935
enam-vähem;ADV;O;1;no;34786;615;932062935
selge;ADJ;O;1;no;277414;615;932062935
siis;ADV;O;3;yes;4824773;615;932062935
olema;VERB;O;3;yes;44175173;615;932062935
vaja;ADV;O;1;no;695844;615;932062935
vanasti;ADV;O;1;no;26405;615;932062935
mäletama;VERB;O;1;no;147820;615;932062935
