lemma;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount
klassikaraadio;NOUN;O;1;no;1058;6662;932062935
kuulaja;NOUN;O;1;no;29642;6662;932062935
eeter;NOUN;O;1;no;25968;6662;932062935
olema;AUX;O;364;yes;44175173;6662;932062935
taas;ADV;O;4;no;242775;6662;932062935
Tartu;PROPN;O;17;no;584074;6662;932062935
kultuurielu;NOUN;O;1;no;5589;6662;932062935
saade;NOUN;O;2;no;133711;6662;932062935
,;PUNCT;O;754;no;0;6662;932062935
sallima;VERB;O;1;no;17742;6662;932062935
tald;NOUN;O;1;no;12911;6662;932062935
ja;CCONJ;O;163;yes;29978049;6662;932062935
mina;PRON;O;103;yes;11780658;6662;932062935
rõhk;NOUN;O;3;no;41560;6662;932062935
vahe;NOUN;O;1;no;182714;6662;932062935
täna;ADV;O;2;no;614088;6662;932062935
teema;NOUN;O;8;no;630317;6662;932062935
mood;NOUN;O;10;no;113280;6662;932062935
kuna;SCONJ;O;12;yes;974997;6662;932062935
tulema;VERB;O;40;yes;3338518;6662;932062935
moeetendus;NOUN;O;12;no;1776;6662;932062935
.;PUNCT;O;160;no;0;6662;932062935
performance;NOUN;O;6;no;4560;6662;932062935
tants;NOUN;O;10;no;50561;6662;932062935
tänavu;ADV;O;2;no;127342;6662;932062935
kolmas;ADJ;O;3;no;378836;6662;932062935
mai;NOUN;O;3;no;205914;6662;932062935
vana;ADJ;O;3;no;443780;6662;932062935
anatoomikumis;NOUN;O;2;no;0;6662;932062935
stuudio;NOUN;O;4;no;39576;6662;932062935
see;PRON;O;193;yes;18818291;6662;932062935
tänavuselt;ADV;O;1;no;293;6662;932062935
koheldaja;NOUN;O;2;no;0;6662;932062935
Kristiina;PROPN;O;1;no;17277;6662;932062935
Paju;PROPN;O;4;no;6184;6662;932062935
peli;NOUN;O;1;no;148;6662;932062935
sisenema;VERB;O;1;no;41430;6662;932062935
tehe;NOUN;O;1;no;3495;6662;932062935
tervist;NOUN;O;1;no;13331;6662;932062935
tervis;NOUN;O;1;no;213039;6662;932062935
see;DET;O;102;yes;18818291;6662;932062935
muu;NOUN;O;1;yes;838288;6662;932062935
formas;ADJ;O;1;no;0;6662;932062935
kujunema;VERB;O;3;no;109268;6662;932062935
Tatu;PROPN;O;2;no;190;6662;932062935
tähtsam;ADJ;O;1;no;67340;6662;932062935
moesündmus;NOUN;O;1;no;216;6662;932062935
