lemma;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount
nii;ADV;O;11;yes;3430987;1369;932062935
et;SCONJ;O;15;yes;12213661;1369;932062935
väliseestlane;NOUN;O;1;no;3261;1369;932062935
,;PUNCT;O;139;no;0;1369;932062935
kes;PRON;O;5;yes;3572036;1369;932062935
elama;VERB;O;6;no;568247;1369;932062935
tema;PRON;O;13;yes;9154483;1369;932062935
lähemal;ADV;O;1;no;16889;1369;932062935
asuv;ADJ;O;1;no;187488;1369;932062935
riik;NOUN;O;1;no;937782;1369;932062935
nagu;SCONJ;O;8;yes;1699877;1369;932062935
Rootsi;PROPN;O;2;no;146579;1369;932062935
teine;DET;O;1;yes;2482902;1369;932062935
läänemeremaa;NOUN;O;1;no;228;1369;932062935
Inglismaa;PROPN;O;2;no;59538;1369;932062935
ja;CCONJ;O;70;yes;29978049;1369;932062935
edasi;ADV;O;1;yes;598918;1369;932062935
tulema;VERB;O;14;yes;3338518;1369;932062935
siia;ADV;O;6;yes;218549;1369;932062935
sagedamini;ADV;O;1;no;23661;1369;932062935
ka;ADV;O;13;yes;7941300;1369;932062935
veetma;VERB;O;1;no;120701;1369;932062935
tihti;ADV;O;1;no;167348;1369;932062935
kodumaa;NOUN;O;2;no;50116;1369;932062935
kogu;DET;O;2;yes;810088;1369;932062935
oma;PRON;O;5;yes;4535142;1369;932062935
puhkus;NOUN;O;1;no;85096;1369;932062935
või;CCONJ;O;4;yes;4113697;1369;932062935
rohkem;ADV;O;3;yes;1093000;1369;932062935
.;PUNCT;O;49;no;0;1369;932062935
see;PRON;O;27;yes;18818291;1369;932062935
aga;ADV;O;1;yes;4543343;1369;932062935
saabuma;VERB;O;3;no;119244;1369;932062935
kaugelt;ADV;O;1;no;21417;1369;932062935
maa;NOUN;O;3;no;369601;1369;932062935
olema;AUX;O;97;yes;44175173;1369;932062935
Austraalia;PROPN;O;18;no;52431;1369;932062935
võtma;VERB;O;6;no;2139597;1369;932062935
reis;NOUN;O;3;no;135935;1369;932062935
ette;ADV;O;4;yes;724550;1369;932062935
harvem;ADV;O;1;no;7877;1369;932062935
