lemma;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount
tere;INTJ;O;3;yes;150469;6611;932062935
hommik;NOUN;O;11;no;258753;6611;932062935
,;PUNCT;O;713;no;0;6611;932062935
hea;ADJ;O;11;no;1639322;6611;932062935
kuulaja;NOUN;O;3;no;29642;6611;932062935
ja;CCONJ;O;257;yes;29978049;6611;932062935
kena;ADJ;O;2;no;89163;6611;932062935
pühapäev;NOUN;O;3;no;128715;6611;932062935
.;PUNCT;O;213;no;0;6611;932062935
tänane;ADJ;O;4;no;180017;6611;932062935
külaline;NOUN;O;2;no;110077;6611;932062935
olema;AUX;O;353;yes;44175173;6611;932062935
noor;ADJ;O;6;no;546822;6611;932062935
edukas;ADJ;O;1;no;87699;6611;932062935
moekunstnik;NOUN;O;9;no;2252;6611;932062935
esimene;ADJ;O;8;no;1420248;6611;932062935
Eesti;PROPN;O;25;no;2594139;6611;932062935
kes;PRON;O;29;yes;3572036;6611;932062935
võimalus;NOUN;O;3;no;896364;6611;932062935
koos;ADP;O;2;yes;875375;6611;932062935
oma;PRON;O;38;yes;4535142;6611;932062935
kollektsioon;NOUN;O;17;no;36158;6611;932062935
osalema;VERB;O;3;no;356230;6611;932062935
Berliin;PROPN;O;9;no;30160;6611;932062935
moenädal;NOUN;O;7;no;1934;6611;932062935
2012;NUM;O;1;no;0;6611;932062935
lill;NOUN;O;15;no;59443;6611;932062935
Jahilo;PROPN;O;6;no;811;6611;932062935
mis;PRON;O;100;yes;9028438;6611;932062935
tähendama;VERB;O;6;no;444609;6611;932062935
tegelikult;ADV;O;33;no;475760;6611;932062935
üldse;ADV;O;11;no;442326;6611;932062935
selline;DET;O;27;yes;1661084;6611;932062935
kutse;NOUN;O;4;no;48433;6611;932062935
üks;DET;O;20;yes;3226979;6611;932062935
jaoks;ADP;O;14;yes;839645;6611;932062935
?;PUNCT;O;22;no;0;6611;932062935
mina;PRON;O;311;yes;11780658;6611;932062935
tema;PRON;O;65;yes;9154483;6611;932062935
väga-väga;ADV;O;4;no;12345;6611;932062935
palju;ADV;O;30;yes;2032422;6611;932062935
et;SCONJ;O;262;yes;12213661;6611;932062935
ausalt;ADV;O;1;no;63385;6611;932062935
ütlema;VERB;O;17;no;1762423;6611;932062935
ei;AUX;O;68;yes;10355923;6611;932062935
arvama;VERB;O;43;no;778296;6611;932062935
nüüd;ADV;O;13;yes;1119277;6611;932062935
see;DET;O;110;yes;18818291;6611;932062935
kuu;NOUN;O;3;no;540164;6611;932062935
saama;VERB;O;22;yes;7285093;6611;932062935
firma;NOUN;O;3;no;153728;6611;932062935
või;CCONJ;O;45;yes;4113697;6611;932062935
ateljee;NOUN;O;8;no;4608;6611;932062935
alles;ADV;O;2;yes;354000;6611;932062935
kaks;NUM;O;8;no;1334057;6611;932062935
aastane;ADJ;O;1;no;91693;6611;932062935
juba;ADV;O;23;yes;1850492;6611;932062935
nii;ADV;O;31;yes;3430987;6611;932062935
vara;ADV;O;1;no;110991;6611;932062935
