lemma;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount
mina;PRON;O;22;yes;11780658;584;932062935
rääkima;VERB;O;1;no;1111753;584;932062935
praegu;ADV;O;10;yes;542400;584;932062935
talu;NOUN;O;4;no;89188;584;932062935
ja;CCONJ;O;24;yes;29978049;584;932062935
tegemine;NOUN;O;1;no;590180;584;932062935
.;PUNCT;O;34;no;0;584;932062935
kõik;DET;O;1;yes;3138760;584;932062935
mõte;NOUN;O;1;no;596277;584;932062935
püüp;NOUN;O;1;no;0;584;932062935
olema;AUX;O;29;yes;44175173;584;932062935
see;PRON;O;14;yes;18818291;584;932062935
,;PUNCT;O;37;no;0;584;932062935
et;SCONJ;O;6;yes;12213661;584;932062935
taastama;VERB;O;4;no;75642;584;932062935
talumees;NOUN;O;1;no;4120;584;932062935
vabadus;NOUN;O;2;no;81906;584;932062935
tema;PRON;O;14;yes;9154483;584;932062935
iseseisvus;NOUN;O;1;no;25316;584;932062935
väga;ADV;O;1;yes;2222237;584;932062935
õige;ADJ;O;2;no;397744;584;932062935
toetama;VERB;O;2;no;333423;584;932062935
süda;NOUN;O;1;no;193495;584;932062935
rahvas;NOUN;O;2;no;291924;584;932062935
ka;ADV;O;10;yes;7941300;584;932062935
ära;AUX;O;1;yes;1430862;584;932062935
nii;ADV;O;3;yes;3430987;584;932062935
naiivne;ADJ;O;1;no;9513;584;932062935
üks;DET;O;4;yes;3226979;584;932062935
kaks;NUM;O;1;no;1334057;584;932062935
kolm;NUM;O;1;no;673341;584;932062935
neli;NUM;O;1;no;337422;584;932062935
viis;NUM;O;3;no;476277;584;932062935
aasta;NOUN;O;6;no;4045959;584;932062935
pärast;ADP;O;1;yes;1109488;584;932062935
olema;VERB;O;4;yes;44175173;584;932062935
puuduma;VERB;O;3;no;211797;584;932062935
tehnika;NOUN;O;1;no;85244;584;932062935
raha;NOUN;O;1;no;546273;584;932062935
niisugune;DET;O;1;yes;62699;584;932062935
võimalus;NOUN;O;1;no;896364;584;932062935
kogemus;NOUN;O;1;no;330671;584;932062935
mis;PRON;O;6;yes;9028438;584;932062935
tühi;ADJ;O;1;no;130101;584;932062935
koht;NOUN;O;2;no;1148987;584;932062935
pealt;ADP;O;4;yes;172269;584;932062935
hakkama;VERB;O;5;yes;1534193;584;932062935
tegema;VERB;O;6;yes;3824200;584;932062935
niikuinii;ADV;O;1;no;30932;584;932062935
kolhoos;NOUN;O;6;no;12589;584;932062935
jääma;VERB;O;2;no;1700272;584;932062935
mitu;DET;O;2;yes;814408;584;932062935
Eestimaa;PROPN;O;1;no;50928;584;932062935
toitma;VERB;O;1;no;35432;584;932062935
kuid;CCONJ;O;2;yes;1732128;584;932062935
eelkõneleja;NOUN;O;1;no;1896;584;932062935
ütlema;VERB;O;3;no;1762423;584;932062935
aga;CCONJ;O;4;yes;4543343;584;932062935
ei;AUX;O;9;yes;10355923;584;932062935
üldse;ADV;O;1;no;442326;584;932062935
moodustama;VERB;O;2;no;138627;584;932062935
see;DET;O;11;yes;18818291;584;932062935
täiesti;ADV;O;1;yes;326019;584;932062935
tundma;VERB;O;1;no;633300;584;932062935
ise;PRON;O;2;yes;3509459;584;932062935
pere;NOUN;O;1;no;314465;584;932062935
seni;ADV;O;1;yes;174482;584;932062935
solhoos;NOUN;O;1;no;0;584;932062935
mitte;ADV;O;2;yes;1397004;584;932062935
kopikas;NOUN;O;1;no;5839;584;932062935
inimene;NOUN;O;5;no;2519709;584;932062935
saama;VERB;O;5;yes;7285093;584;932062935
vaid;ADV;O;3;yes;1233871;584;932062935
varandus;NOUN;O;6;no;12028;584;932062935
andma;VERB;O;7;no;1683851;584;932062935
riik;NOUN;O;1;no;937782;584;932062935
varastatud;ADJ;O;1;no;9608;584;932062935
asi;NOUN;O;1;no;1422865;584;932062935
korras;ADJ;O;1;no;7471;584;932062935
õigus;NOUN;O;2;no;382673;584;932062935
tulema;VERB;O;2;yes;3338518;584;932062935
tõttu;ADP;O;1;yes;362733;584;932062935
tarvis;ADV;O;2;yes;72171;584;932062935
muutma;VERB;O;1;no;493755;584;932062935
kolhoosivorm;NOUN;O;1;no;0;584;932062935
tingimata;ADV;O;1;no;20624;584;932062935
peale;ADP;O;2;yes;1209468;584;932062935
