lemma;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount
nutikas;ADJ;O;2;no;30335;2693;932062935
maailm;NOUN;O;5;no;664447;2693;932062935
olema;AUX;O;120;yes;44175173;2693;932062935
raadio;NOUN;O;21;no;57204;2693;932062935
vaid;ADV;O;1;yes;1233871;2693;932062935
üks;DET;O;11;yes;3226979;2693;932062935
klikk;NOUN;O;2;no;20263;2693;932062935
kaugusel;ADP;O;2;no;136082;2693;932062935
.;PUNCT;O;164;no;0;2693;932062935
leidma;VERB;O;4;no;1279610;2693;932062935
,;PUNCT;O;241;no;0;2693;932062935
äpp;NOUN;O;2;no;25569;2693;932062935
Goog;PROPN;O;2;no;29;2693;932062935
Play;PROPN;O;2;no;7390;2693;932062935
või;CCONJ;O;7;yes;4113697;2693;932062935
App;PROPN;O;2;no;3152;2693;932062935
Store;PROPN;O;2;no;4037;2693;932062935
sina;PRON;O;28;yes;3743020;2693;932062935
kuulama;VERB;O;12;no;202795;2693;932062935
?;PUNCT;O;5;no;0;2693;932062935
ja;CCONJ;O;96;yes;29978049;2693;932062935
vabavara;NOUN;O;1;no;1378;2693;932062935
vaba;ADJ;O;5;no;244447;2693;932062935
eeter;NOUN;O;8;no;25968;2693;932062935
Kristo;PROPN;O;6;no;12842;2693;932062935
Rajasaar;PROPN;O;7;no;708;2693;932062935
kell;NOUN;O;29;no;863794;2693;932062935
viis;NUM;O;7;no;476277;2693;932062935
minut;NOUN;O;14;no;353185;2693;932062935
neli;NUM;O;4;no;337422;2693;932062935
läbi;ADP;O;3;yes;954312;2693;932062935
aitäh;VERB;O;1;yes;86411;2693;932062935
uudis;NOUN;O;2;no;165123;2693;932062935
tund;NOUN;O;2;no;482079;2693;932062935
aeg;NOUN;O;4;no;2435622;2693;932062935
pärast;ADP;O;3;yes;1109488;2693;932062935
kohtuma;VERB;O;1;no;156435;2693;932062935
see;PRON;O;30;yes;18818291;2693;932062935
taasalanud;ADJ;O;1;no;0;2693;932062935
10.;ADJ;O;2;no;0;2693;932062935
nädal;NOUN;O;8;no;629821;2693;932062935
viimane;ADJ;O;4;no;960645;2693;932062935
draiv;NOUN;O;6;no;760;2693;932062935
mina;PRON;O;32;yes;11780658;2693;932062935
sõitma;VERB;O;1;no;521363;2693;932062935
sõidutama;VERB;O;1;no;8771;2693;932062935
kuni;ADP;O;2;yes;831401;2693;932062935
kuus;NUM;O;9;no;172599;2693;932062935
välja;ADV;O;5;yes;1817185;2693;932062935
tema;PRON;O;23;yes;9154483;2693;932062935
Richards;PROPN;O;1;no;928;2693;932062935
Croft;PROPN;O;1;no;549;2693;932062935
siis;ADV;O;30;yes;4824773;2693;932062935
aasta;NOUN;O;9;no;4045959;2693;932062935
raadiojaam;NOUN;O;2;no;6735;2693;932062935
kaks;NUM;O;27;no;1334057;2693;932062935
Kemidela;PROPN;O;1;no;0;2693;932062935
Aav;PROPN;O;1;no;1063;2693;932062935
uus;ADJ;O;10;no;1922794;2693;932062935
check-paar;NOUN;O;1;no;0;2693;932062935
ikka;ADV;O;5;yes;1123255;2693;932062935
eriti;ADV;O;2;no;605323;2693;932062935
hea;ADJ;O;3;no;1639322;2693;932062935
16;NUM;O;6;no;0;2693;932062935
12;NUM;O;3;no;0;2693;932062935
hoidma;VERB;O;1;no;581451;2693;932062935
tempo;NOUN;O;1;no;41653;2693;932062935
Sliformaats;PROPN;O;1;no;0;2693;932062935
Andrew;PROPN;O;1;no;8535;2693;932062935
eks;ADV;O;2;yes;283895;2693;932062935
säi;NOUN;O;1;no;59;2693;932062935
18;NUM;O;1;no;0;2693;932062935
tunduma;VERB;O;1;no;476788;2693;932062935
nüüd;ADV;O;14;yes;1119277;2693;932062935
niimoodi;ADV;O;4;yes;68305;2693;932062935
et;SCONJ;O;24;yes;12213661;2693;932062935
19.;ADJ;O;1;no;0;2693;932062935
juuni;NOUN;O;2;no;211790;2693;932062935
see;DET;O;16;yes;18818291;2693;932062935
Tallinn;PROPN;O;4;no;819246;2693;932062935
linn;NOUN;O;2;no;624130;2693;932062935
maabuma;VERB;O;1;no;2103;2693;932062935
suurepärane;ADJ;O;2;no;186240;2693;932062935
kontsertõht;NOUN;O;1;no;0;2693;932062935
in;X;O;2;no;96761;2693;932062935
industriaalrokk;NOUN;O;1;no;34;2693;932062935
austaja;NOUN;O;2;no;10751;2693;932062935
