lemma;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount
kaunine;ADJ;O;1;no;0;9168;932062935
keskhommik;NOUN;O;1;no;339;9168;932062935
kõik;DET;O;16;yes;3138760;9168;932062935
rahvateener;NOUN;O;2;no;72;9168;932062935
kuulaja;NOUN;O;2;no;29642;9168;932062935
täna;ADV;O;4;no;614088;9168;932062935
mina;PRON;O;199;yes;11780658;9168;932062935
teener;NOUN;O;1;no;4561;9168;932062935
meeskond;NOUN;O;1;no;302576;9168;932062935
in;X;O;1;no;96761;9168;932062935
corpore;NOUN;O;1;no;321;9168;932062935
Tallinn;PROPN;O;5;no;819246;9168;932062935
Vaba;PROPN;O;1;no;8249;9168;932062935
mees;NOUN;O;4;no;1070078;9168;932062935
,;PUNCT;O;1200;no;0;9168;932062935
Sulev;PROPN;O;5;no;8092;9168;932062935
Valner;PROPN;O;2;no;2952;9168;932062935
tere;INTJ;O;5;yes;150469;9168;932062935
hommik;NOUN;O;5;no;258753;9168;932062935
.;PUNCT;O;224;no;0;9168;932062935
ja;CCONJ;O;219;yes;29978049;9168;932062935
Postimees;PROPN;O;2;no;58326;9168;932062935
arvamustoimetaja;NOUN;O;1;no;490;9168;932062935
Neeme;PROPN;O;2;no;9138;9168;932062935
Korv;PROPN;O;2;no;734;9168;932062935
taas;ADV;O;2;no;242775;9168;932062935
õhk;NOUN;O;3;no;155972;9168;932062935
olema;AUX;O;509;yes;44175173;9168;932062935
palav;ADJ;O;2;no;17605;9168;932062935
otsene;ADJ;O;3;no;69710;9168;932062935
kaudne;ADJ;O;1;no;12330;9168;932062935
mõte;NOUN;O;26;no;596277;9168;932062935
üha;ADV;O;1;no;109560;9168;932062935
palavam;ADJ;O;1;no;691;9168;932062935
minema;VERB;O;27;yes;2265871;9168;932062935
propaganda;NOUN;O;1;no;13401;9168;932062935
ekspert;NOUN;O;1;no;67153;9168;932062935
kunagine;ADJ;O;1;no;41064;9168;932062935
rahvaliit;NOUN;O;23;no;789;9168;932062935
hääletoru;NOUN;O;1;no;675;9168;932062935
Agu;PROPN;O;1;no;4899;9168;932062935
Uudelepp;PROPN;O;1;no;649;9168;932062935
kirjutama;VERB;O;4;no;789966;9168;932062935
Eesti;PROPN;O;25;no;2594139;9168;932062935
rahvusringhääling;NOUN;O;4;no;9168;9168;932062935
portaal;NOUN;O;1;no;49692;9168;932062935
üks;DET;O;35;yes;3226979;9168;932062935
arvamuslugu;NOUN;O;1;no;5672;9168;932062935
mis;PRON;O;86;yes;9028438;9168;932062935
pealkiri;NOUN;O;1;no;91041;9168;932062935
erakond;NOUN;O;35;no;119286;9168;932062935
märk;NOUN;O;6;no;143324;9168;932062935
ehk;CCONJ;O;5;yes;977379;9168;932062935
iseenese;PRON;O;1;yes;109997;9168;932062935
vastu;ADP;O;5;yes;1054024;9168;932062935
hammas;NOUN;O;3;no;73315;9168;932062935
nüüd;ADV;O;52;yes;1119277;9168;932062935
siis;ADV;O;89;yes;4824773;9168;932062935
