lemma;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount
no;INTJ;O;3;no;315405;3540;932062935
see;PRON;O;50;yes;18818291;3540;932062935
olema;AUX;O;122;yes;44175173;3540;932062935
kaugel;ADV;O;2;no;97460;3540;932062935
Šoti;PROPN;O;7;no;376;3540;932062935
mägismaa;NOUN;O;3;no;857;3540;932062935
,;PUNCT;O;177;no;0;3540;932062935
kui;SCONJ;O;30;yes;8878634;3540;932062935
päike;NOUN;O;2;no;115392;3540;932062935
tõusma;VERB;O;2;no;219137;3540;932062935
järv;NOUN;O;1;no;83434;3540;932062935
ujuma;VERB;O;1;no;40496;3540;932062935
must;ADJ;O;2;yes;217866;3540;932062935
luik;NOUN;O;1;no;6572;3540;932062935
ja;CCONJ;O;95;yes;29978049;3540;932062935
ülal;ADV;O;1;yes;12557;3540;932062935
sõudma;VERB;O;1;no;3390;3540;932062935
suur;ADJ;O;22;no;1616990;3540;932062935
madal;ADJ;O;1;no;126046;3540;932062935
valge;ADJ;O;1;no;229749;3540;932062935
pilv;NOUN;O;1;no;40390;3540;932062935
.;PUNCT;O;195;no;0;3540;932062935
mina;PRON;O;9;yes;11780658;3540;932062935
süda;NOUN;O;2;no;193495;3540;932062935
jutustama;VERB;O;2;no;41757;3540;932062935
Bob;PROPN;O;1;no;4891;3540;932062935
Dylan;PROPN;O;1;no;1847;3540;932062935
aga;CCONJ;O;3;yes;4543343;3540;932062935
istuma;VERB;O;1;no;226540;3540;932062935
bastion;NOUN;O;1;no;2138;3540;932062935
restoran;NOUN;O;1;no;107901;3540;932062935
siin;ADV;O;16;yes;842300;3540;932062935
keegi;PRON;O;1;yes;909915;3540;932062935
peale;ADP;O;4;yes;1209468;3540;932062935
tema;PRON;O;43;yes;9154483;3540;932062935
tulema;VERB;O;11;yes;3338518;3540;932062935
taas;ADV;O;1;no;242775;3540;932062935
üks;DET;O;18;yes;3226979;3540;932062935
vestlus;NOUN;O;1;no;57622;3540;932062935
mis;PRON;O;27;yes;9028438;3540;932062935
kusagile;ADV;O;1;no;13038;3540;932062935
ei;AUX;O;14;yes;10355923;3540;932062935
viima;VERB;O;4;no;561985;3540;932062935
iga;DET;O;8;yes;1374684;3540;932062935
päev;NOUN;O;8;no;1360298;3540;932062935
ikka;ADV;O;12;yes;1123255;3540;932062935
sama;ADV;O;1;yes;1115714;3540;932062935
mõni;DET;O;3;yes;1272983;3540;932062935
asi;NOUN;O;3;no;1422865;3540;932062935
oma;PRON;O;29;yes;4535142;3540;932062935
elu;NOUN;O;9;no;946740;3540;932062935
mõistma;VERB;O;2;no;264853;3540;932062935
liiga;ADV;O;1;yes;474419;3540;932062935
hilja;ADV;O;1;no;26222;3540;932062935
kõik;PRON;O;3;yes;3138760;3540;932062935
lõppema;VERB;O;1;no;160244;3540;932062935
annuma;VERB;O;1;no;815;3540;932062935
aha;NOUN;O;1;no;1092;3540;932062935
elama;VERB;O;5;no;568247;3540;932062935
siis;ADV;O;12;yes;4824773;3540;932062935
seal;ADV;O;5;yes;911658;3540;932062935
Šotimaa;PROPN;O;42;no;9922;3540;932062935
küll;ADV;O;4;yes;1080941;3540;932062935
unistamine;NOUN;O;1;no;2235;3540;932062935
väärt;ADJ;O;1;yes;62820;3540;932062935
paik;NOUN;O;5;no;189335;3540;932062935
saama;VERB;O;12;yes;7285093;3540;932062935
aru;NOUN;O;1;no;417387;3540;932062935
kohtuma;VERB;O;1;no;156435;3540;932062935
mees;NOUN;O;1;no;1070078;3540;932062935
kes;PRON;O;14;yes;3572036;3540;932062935
kutsuma;VERB;O;3;no;330462;3540;932062935
ise;PRON;O;6;yes;3509459;3540;932062935
Robi;PROPN;O;3;no;2585;3540;932062935
vepict;PUNCT;O;1;no;0;3540;932062935
tähendama;VERB;O;3;no;444609;3540;932062935
kõige;ADV;O;8;yes;1010725;3540;932062935
õigem;ADJ;O;1;no;16782;3540;932062935
šotla;NOUN;O;1;no;0;3540;932062935
pikt;NOUN;O;1;no;58;3540;932062935
nimetama;VERB;O;2;no;197986;3540;932062935
kunagi;ADV;O;5;yes;447201;3540;932062935
muistne;ADJ;O;1;no;9072;3540;932062935
Kaledoonia;PROPN;O;1;no;35;3540;932062935
praegune;ADJ;O;2;yes;309258;3540;932062935
elanik;NOUN;O;2;no;171374;3540;932062935
Eesti;PROPN;O;4;no;2594139;3540;932062935
nüüd;ADV;O;4;yes;1119277;3540;932062935
juba;ADV;O;9;yes;1850492;3540;932062935
enam;ADV;O;3;yes;916792;3540;932062935
15;NUM;O;1;no;0;3540;932062935
aasta;NOUN;O;30;no;4045959;3540;932062935
tagasi;ADP;O;3;yes;880780;3540;932062935
käima;VERB;O;4;no;1068258;3540;932062935
uhkelt;ADV;O;1;no;7091;3540;932062935
ringi;ADV;O;1;yes;164794;3540;932062935
siniroheruuduline;ADJ;O;1;no;0;3540;932062935
kilt;NOUN;O;2;no;2440;3540;932062935
kõnelema;VERB;O;2;no;55963;3540;932062935
avastus;NOUN;O;1;no;16073;3540;932062935
lühidalt;ADV;O;1;no;27127;3540;932062935
et;SCONJ;O;21;yes;12213661;3540;932062935
raidkiri;NOUN;O;1;no;836;3540;932062935
põhjapoolsem;ADJ;O;1;no;1125;3540;932062935
osa;NOUN;O;8;no;998668;3540;932062935
saarestik;NOUN;O;1;no;4487;3540;932062935
Shetland;PROPN;O;1;no;576;3540;932062935
iidne;ADJ;O;11;no;17564;3540;932062935
kivi;NOUN;O;6;no;106472;3540;932062935
igivanas;ADJ;O;1;no;0;3540;932062935
eesti;ADJ;O;2;no;457012;3540;932062935
keel;NOUN;O;1;no;560971;3540;932062935
pidama;AUX;O;10;yes;3575612;3540;932062935
inimene;NOUN;O;4;no;2519709;3540;932062935
praegu;ADV;O;7;yes;542400;3540;932062935
põhi;NOUN;O;4;no;119247;3540;932062935
idaosa;NOUN;O;1;no;6812;3540;932062935
elav;ADJ;O;3;no;96577;3540;932062935
umbes;ADV;O;6;yes;373181;3540;932062935
3000;NUM;O;1;no;0;3540;932062935
kalledoonia;NOUN;O;1;no;0;3540;932062935
jõudma;VERB;O;5;no;869599;3540;932062935
meresõitja;NOUN;O;1;no;1378;3540;932062935
järeltulija;NOUN;O;2;no;12284;3540;932062935
jää;ADJ;O;1;no;46254;3540;932062935
aastatuhat;NOUN;O;1;no;8708;3540;932062935
