Model,Average Score
multi_e5,0.3948971450679983
est-roberta,0.35067623786402513
EstBERT,0.3481647038752771
MiniLM-L12_multi,0.34008960948587086
MiniLM_multi,0.3344421600236639
bertMulti,0.328538443745276
LaBSE,0.32822943840835994
xml_roberta,0.27066943923566267
distilbertMulti,0.17696729076493828
