Diversity,Model,Mean Score
6.0,multi_e5,0.3776489367806447
7.0,multi_e5,0.375442479794346
5.0,multi_e5,0.37132064954532273
8.0,multi_e5,0.36605528374306323
9.0,multi_e5,0.35695878437549405
4.0,multi_e5,0.3512337956129666
10.0,multi_e5,0.34992021812291846
3.0,multi_e5,0.3429570134585185
1.0,multi_e5,0.3419611489986017
2.0,multi_e5,0.34180682801094736
