Model,Average Score
multi_e5,0.46189442727660435
est-roberta,0.45306179231332866
EstBERT,0.42675037859952014
bertMulti,0.41865985569194125
MiniLM_multi,0.4032000356845206
MiniLM-L12_multi,0.3954784853614832
LaBSE,0.3915760636027547
xml_roberta,0.35509925734748654
distilbertMulti,0.2296795935932112
