EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
2,5,5,6,2,4,3,3,3,13,laps; tütarlaps; alver; peegel; bett; kool; lesk; mõrane; rätsep; kurat; arseenik
2,5,5,6,3,4,3,2,3,13,laps; tütarlaps; alver; peegel; bett; kool; lesk; mõrane; rätsep; kurat; arseenik
2,5,6,6,2,4,3,4,3,13,laps; tütarlaps; alver; peegel; bett; kool; lesk; mõrane; rätsep; kurat; arseenik
2,5,7,6,3,5,2,4,3,13,laps; tütarlaps; alver; peegel; bett; kool; lesk; mõrane; rätsep; kurat; arseenik
1,5,5,6,3,5,2,2,2,13,laps; tütarlaps; alver; peegel; bett; kool; lesk; mõrane; rätsep; kurat; arseenik
0,5,4,6,2,6,3,3,2,13,laps; tütarlaps; alver; peegel; bett; kool; lesk; mõrane; rätsep; kurat; arseenik
0,5,4,6,3,7,3,5,2,13,laps; tütarlaps; alver; peegel; bett; kool; lesk; mõrane; rätsep; kurat; arseenik
1,4,3,2,3,5,3,3,3,13,laps; tütarlaps; argus; alver; peegel; bett; kool; lesk; mõrane; rätsep; kurat; arseenik
0,4,4,3,4,4,4,4,3,13,laps; tütarlaps; argus; alver; bett; kool; lesk; mõrane; rätsep; kurat; arseenik
0,2,4,2,2,4,4,4,2,13,laps; tütarlaps; argus; alver; peegel; bett; lesk; mõrane; rätsep; arseenik
0,4,5,2,3,5,4,5,2,13,laps; tütarlaps; argus; alver; peegel; bett; lesk; mõrane; rätsep; kurat; arseenik
