Diversity Number,Model name,F1 score
0,EstBERT,0.042695351939739244
0,est-roberta,0.05672626040850023
0,LaBSE,0.10323093950967654
0,bertMulti,0.023336426947538073
0,distilbertMulti,0.017885965403679666
0,MiniLM_multi,0.09124044210644523
0,MiniLM-L12_multi,0.10859386811446936
0,multi_e5,0.0931523287568511
0,xml_roberta,0.03475545330808777
1,EstBERT,0.042695351939739244
1,est-roberta,0.05672626040850023
1,LaBSE,0.10323093950967654
1,bertMulti,0.023336426947538073
1,distilbertMulti,0.018415065932780195
1,MiniLM_multi,0.09124044210644523
1,MiniLM-L12_multi,0.10859386811446936
1,multi_e5,0.0935491541536765
1,xml_roberta,0.03599809955073401
2,EstBERT,0.042695351939739244
2,est-roberta,0.05672626040850023
2,LaBSE,0.10323093950967654
2,bertMulti,0.023336426947538073
2,distilbertMulti,0.018415065932780195
2,MiniLM_multi,0.09124044210644523
2,MiniLM-L12_multi,0.10859386811446936
2,multi_e5,0.0935491541536765
2,xml_roberta,0.037617045906522484
3,EstBERT,0.042695351939739244
3,est-roberta,0.05672626040850023
3,LaBSE,0.10296777130533188
3,bertMulti,0.023336426947538073
3,distilbertMulti,0.018415065932780195
3,MiniLM_multi,0.09124044210644523
3,MiniLM-L12_multi,0.10859386811446936
3,multi_e5,0.093044103648626
3,xml_roberta,0.03766975245922903
4,EstBERT,0.042695351939739244
4,est-roberta,0.05632943501167483
4,LaBSE,0.09632440498948447
4,bertMulti,0.023336426947538073
4,distilbertMulti,0.018773488871848296
4,MiniLM_multi,0.08877059243257253
4,MiniLM-L12_multi,0.10859386811446936
4,multi_e5,0.09349244216405582
4,xml_roberta,0.0375350723245489
5,EstBERT,0.042681668305365954
5,est-roberta,0.054766620971744076
5,LaBSE,0.09284036217699848
5,bertMulti,0.023336426947538073
5,distilbertMulti,0.018773488871848296
5,MiniLM_multi,0.08193976503054337
5,MiniLM-L12_multi,0.10671469845284288
5,multi_e5,0.08933359149535823
5,xml_roberta,0.03703185171263264
6,EstBERT,0.04227631263990916
6,est-roberta,0.052909812990710084
6,LaBSE,0.0915007295027668
6,bertMulti,0.022800892220826874
6,distilbertMulti,0.018773488871848296
6,MiniLM_multi,0.08670510657289146
6,MiniLM-L12_multi,0.10008747775832195
6,multi_e5,0.08800829050623897
6,xml_roberta,0.03777239227515462
7,EstBERT,0.04038995136534413
7,est-roberta,0.05120580758553009
7,LaBSE,0.0844367335670862
7,bertMulti,0.02148752875060065
7,distilbertMulti,0.018773488871848296
7,MiniLM_multi,0.08796955184129336
7,MiniLM-L12_multi,0.09546175791754094
7,multi_e5,0.08351939078676471
7,xml_roberta,0.03728686473080355
8,EstBERT,0.04263767286804029
8,est-roberta,0.048772866148626075
8,LaBSE,0.08632279005247799
8,bertMulti,0.02818459403577222
8,distilbertMulti,0.01824438834274777
8,MiniLM_multi,0.08296130559047424
8,MiniLM-L12_multi,0.09454181473462364
8,multi_e5,0.08201201794616675
8,xml_roberta,0.0372058577747966
9,EstBERT,0.03777187994375964
9,est-roberta,0.04949544335093867
9,LaBSE,0.08590123262048717
9,bertMulti,0.026360232967990112
9,distilbertMulti,0.018884711205292854
9,MiniLM_multi,0.08173715149642816
9,MiniLM-L12_multi,0.08878266436055746
9,multi_e5,0.08360309643706641
9,xml_roberta,0.03656720630281178
10,EstBERT,0.039576718738378584
10,est-roberta,0.046098010545196653
10,LaBSE,0.08840753312315743
10,bertMulti,0.02958303957314965
10,distilbertMulti,0.018809888908248334
10,MiniLM_multi,0.07884189917393127
10,MiniLM-L12_multi,0.09159797665213391
10,multi_e5,0.07951811336601525
10,xml_roberta,0.03467505367632143
