EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
1,3,1,1,0,1,3,2,2,13,soome; juhanson; ilmar; etnoloog; rahvas; talv; muuseum
1,3,1,1,0,1,3,2,2,13,soome; juhanson; ilmar; etnoloog; rahvas; talv; muuseum
1,3,1,1,0,1,3,2,2,13,soome; juhanson; ilmar; etnoloog; rahvas; talv; muuseum
1,3,1,1,0,1,3,2,2,13,soome; juhanson; ilmar; etnoloog; rahvas; talv; muuseum
1,3,2,1,0,1,3,2,1,13,soome; juhanson; ilmar; etnoloog; rahvas; talv; muuseum
1,3,1,1,0,0,3,2,2,13,reis; soome; juhanson; ilmar; talv; muuseum
1,3,2,1,0,0,3,2,2,13,rootsi; soome; talv; ilmar; muuseum
1,1,1,4,0,2,0,2,2,13,rootsi; soome; kirjanik; ilmar; etnoloog; talv; muuseum
0,2,2,3,0,2,1,3,2,13,rootsi; reis; soome; ilmar; rahvas; ekspeditsioon; talv; muuseum
2,2,2,4,1,1,1,4,2,13,rootsi; reis; soome; juhanson; ilmar; etnoloog; talv; muuseum
1,2,1,4,1,1,0,1,2,13,ekspeditsioon; reis; soome; kirjanik; talv; ilmar
