lemma;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
hommikuinimene;2;no;476;495;932020281;2675.1536041062955
faie;1;no;1;495;932020281;2019.0357200032336
maatuu;1;no;1;495;932020281;2019.0357200032336
komand;1;no;1;495;932020281;2019.0357200032336
hommikulugu;1;no;1;495;932020281;2019.0357200032336
hommikuhommik;1;no;1;495;932020281;2019.0357200032336
diski;1;no;1;495;932020281;2019.0357200032336
elvas;1;no;68;495;932020281;1883.763070227627
melanhoolselt;1;no;104;495;932020281;1818.305403257308
rokkmuusika;1;no;1339;495;932020281;829.4955754410782
vikerhommik;1;no;1697;495;932020281;716.5411725579817
winston;1;no;1893;495;932020281;666.8275224415829
tõnismägi;1;no;3162;495;932020281;460.1348174968786
muusikapala;1;no;3450;495;932020281;429.8933263714976
popmuusika;1;no;3932;495;932020281;387.2930551266454
särtsakas;1;no;3977;495;932020281;383.7428177099956
võimlemine;1;no;4758;495;932020281;331.0711002413832
tõusmine;1;no;5263;495;932020281;304.0831489452964
pop;1;no;5425;495;932020281;296.3340042278614
vikerraadio;1;no;10655;495;932020281;162.5785775067165
hiline;1;no;15761;495;932020281;112.849636741327
nii-öelda;1;no;15927;495;932020281;111.73847847786776
rubriik;1;no;19402;495;932020281;92.64283446135188
armastatud;1;no;21127;495;932020281;85.39822942404295
aeg-ajalt;2;no;50215;495;932020281;73.64398763951347
hommik;9;no;260284;495;932020281;64.8764011217988
ärkama;2;no;61673;495;932020281;60.16563068689007
tihtipeale;1;no;31651;495;932020281;57.8154283605485
tõnis;1;no;33982;495;932020281;53.95543852197416
ühesõnaga;1;no;36873;495;932020281;49.82939463659574
vaikus;1;no;37436;495;932020281;49.09821411242635
pill;1;no;41190;495;932020281;44.72248154906714
muusika;5;no;217699;495;932020281;43.06469539824264
paber;2;no;94620;495;932020281;39.4201035027293
bänd;1;no;48743;495;932020281;37.92250640604131
jällegi;1;no;51621;495;932020281;35.84572808097051
järjekordne;1;no;51904;495;932020281;35.653731390209856
muusik;1;no;52668;495;932020281;35.14553287387877
kuld;1;no;52899;495;932020281;34.994716150519515
siduma;1;no;61677;495;932020281;30.08833657469214
mälestus;1;no;65744;495;932020281;28.253055099679703
september;3;no;200981;495;932020281;27.9800667438631
raadio;1;no;68185;495;932020281;27.255244325749736
noorem;1;no;73958;495;932020281;25.15423640904508
klassikaline;1;no;74645;495;932020281;24.925582774001484
kõvasti;1;no;78038;495;932020281;23.8546383567245
