lemma;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
952.;1;no;1;378;932020281;2643.6661555576825
töölp;1;no;1;378;932020281;2643.6661555576825
tee-rada;1;no;1;378;932020281;2643.6661555576825
mugants;1;no;1;378;932020281;2643.6661555576825
võtançain;1;no;1;378;932020281;2643.6661555576825
nutetud;1;no;1;378;932020281;2643.6661555576825
malepetama;1;no;1;378;932020281;2643.6661555576825
valdsip;1;no;1;378;932020281;2643.6661555576825
tuuletõbe;1;no;1;378;932020281;2643.6661555576825
oktoobri;1;no;1;378;932020281;2643.6661555576825
käibem;1;no;1;378;932020281;2643.6661555576825
laepink;1;no;1;378;932020281;2643.6661555576825
kantsline;1;no;1;378;932020281;2643.6661555576825
salakui;1;no;1;378;932020281;2643.6661555576825
ülema;1;no;1;378;932020281;2643.6661555576825
möödanu;1;no;1;378;932020281;2643.6661555576825
reisma;1;no;1;378;932020281;2643.6661555576825
rooga;1;no;10;378;932020281;2618.4087424425834
raiv;1;no;11;378;932020281;2615.63212268668
magis;1;no;17;378;932020281;2599.095286698746
kastepisar;1;no;18;378;932020281;2596.359455328953
roostetanud;1;no;42;378;932020281;2532.384784427932
kirikukell;2;no;1680;378;932020281;1888.2917159004396
kõnetool;1;no;454;378;932020281;1779.6234103796776
peauks;2;no;2297;378;932020281;1527.4776338192462
säiluma;1;no;700;378;932020281;1511.3746857467015
rahvakoosolek;1;no;1007;378;932020281;1272.0826922225572
ennistama;1;no;1249;378;932020281;1130.9359022547387
koraal;1;no;1294;378;932020281;1108.0735249278796
õnnistamine;1;no;1408;378;932020281;1054.090923637007
karjuv;1;no;2710;378;932020281;677.2598582705748
altar;2;no;7528;378;932020281;583.0076163591926
ori;3;no;12230;378;932020281;562.0655658845247
organist;1;no;3668;378;932020281;536.2137531255418
äi;1;no;4252;378;932020281;475.8071931872944
detsembrikuu;1;no;4395;378;932020281;463.0344938100338
käis;1;no;5578;378;932020281;378.89192857471824
rahvahulk;1;no;5823;378;932020281;365.1497755330898
üksinda;4;no;29010;378;932020281;329.4226776918759
armsam;1;no;6644;378;932020281;325.5791362537165
tempel;3;no;24579;378;932020281;289.9891221886429
jutlus;1;no;7746;378;932020281;284.2346594567286
jahedam;1;no;8849;378;932020281;252.18168130374607
jumalateenistus;2;no;19267;378;932020281;244.18294500232344
õnnistus;1;no;9900;378;932020281;227.7132128025249
helisema;1;no;10225;378;932020281;221.08000856905667
orel;1;no;10700;378;932020281;212.05208379473072
sammuma;1;no;11069;378;932020281;205.5320365747342
kogusumma;1;no;11140;378;932020281;204.32322692588247
üleni;1;no;12000;378;932020281;190.73540604885932
allan;1;no;12279;378;932020281;186.70731607883897
temp;1;no;12596;378;932020281;182.3322325139423
mull;1;no;15240;378;932020281;152.52232537863827
mare;1;no;19329;378;932020281;121.74086522393424
märg;2;no;41636;378;932020281;115.86764490848832
kanada;2;no;43818;378;932020281;110.2179669954335
e-kiri;1;no;21550;378;932020281;109.71407856139986
rändama;1;no;24684;378;932020281;96.29107536107588
