lemma;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
sõjaromaan;5;no;133;4929;932020281;888.6005701554586
läänerinne;6;no;722;4929;932020281;686.4890132821001
renn;10;no;2088;4929;932020281;626.4273288058934
jõnger;3;no;1;4929;932020281;608.9893189220353
maailmasõjateemaline;3;no;1;4929;932020281;608.9893189220353
lynn;5;no;769;4929;932020281;556.3588156440838
remark;5;no;812;4929;932020281;542.6414126222692
hašek;3;no;274;4929;932020281;471.135846070101
barbess;2;no;1;4929;932020281;406.3258553520024
1914.;2;no;1;4929;932020281;406.3258553520024
1928.;2;no;1;4929;932020281;406.3258553520024
moroa;2;no;1;4929;932020281;406.3258553520024
absurt;2;no;1;4929;932020281;406.3258553520024
tünger;2;no;1;4929;932020281;406.3258553520024
torsel;2;no;1;4929;932020281;406.3258553520024
terastorm;2;no;1;4929;932020281;406.3258553520024
mürs;2;no;1;4929;932020281;406.3258553520024
loeksima;2;no;1;4929;932020281;406.3258553520024
märke;2;no;11;4929;932020281;402.01708423075866
relvavend;3;no;482;4929;932020281;401.8325572139626
konkur;2;no;12;4929;932020281;401.59122782457536
sõjakirjandus;2;no;38;4929;932020281;390.82715193053855
neuroos;3;no;572;4929;932020281;377.7870502443285
puurist;2;no;72;4929;932020281;377.592236842565
aimamatu;2;no;100;4929;932020281;367.3476875577901
turmtuli;3;no;823;4929;932020281;323.75659222745816
ferdinand;7;no;3822;4929;932020281;278.6180525300997
kaevik;5;no;2494;4929;932020281;276.23234870270363
seitsmeteistkümnes;2;no;511;4929;932020281;262.71998303126463
lõbusus;2;no;632;4929;932020281;242.3947236129802
marsne;1;no;1;4929;932020281;203.66239178196955
torselless;1;no;1;4929;932020281;203.66239178196955
praetama;1;no;1;4929;932020281;203.66239178196955
lahingutätähähtsus;1;no;1;4929;932020281;203.66239178196955
prust;1;no;1;4929;932020281;203.66239178196955
lör;1;no;1;4929;932020281;203.66239178196955
tsiviilelukoorma;1;no;1;4929;932020281;203.66239178196955
joonealus;1;no;1;4929;932020281;203.66239178196955
1919.;1;no;1;4929;932020281;203.66239178196955
maailmasõjatehniline;1;no;1;4929;932020281;203.66239178196955
täisgraanuleag;1;no;1;4929;932020281;203.66239178196955
tavasüreaalne;1;no;1;4929;932020281;203.66239178196955
kaevikulõik;1;no;1;4929;932020281;203.66239178196955
prämbel;1;no;1;4929;932020281;203.66239178196955
