lemma;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
glooria;24;no;13;1873;932020281;12638.38525881748
glooria;10;no;13;1873;932020281;5266.569166654809
klooria;4;no;1;1873;932020281;2134.321324232635
stefan;26;no;7043;1873;932020281;1622.4092809141994
kuubas;3;no;1;1873;932020281;1600.9907252274604
santana;3;no;38;1873;932020281;1539.9232836556737
emilio;3;no;354;1873;932020281;1161.5344162135489
1980.;2;no;1;1873;932020281;1067.6601262222855
lauljatari;2;no;1;1873;932020281;1067.6601262222855
78.;2;no;1;1873;932020281;1067.6601262222855
estefon;2;no;1;1873;932020281;1067.6601262222855
leri;2;no;12;1873;932020281;1055.2194386387475
müüdud;2;no;15;1873;932020281;1051.876682016288
pois;3;no;673;1873;932020281;930.677845017286
tuuribuss;2;no;167;1873;932020281;906.3968774752872
gloria;5;no;2271;1873;932020281;777.0707421972554
jääm;2;no;484;1873;932020281;703.4846635649371
shakira;2;no;548;1873;932020281;673.0641220046989
carlos;2;no;586;1873;932020281;656.2155746194624
kaminasims;1;no;1;1873;932020281;534.3295272171113
hooldmeetrilmikism;1;no;1;1873;932020281;534.3295272171113
naiip;1;no;1;1873;932020281;534.3295272171113
evelane;1;no;1;1873;932020281;534.3295272171113
diskoklassika;1;no;1;1873;932020281;534.3295272171113
keeron;1;no;1;1873;932020281;534.3295272171113
miilio;1;no;1;1873;932020281;534.3295272171113
haletsem;1;no;1;1873;932020281;534.3295272171113
estofon;1;no;1;1873;932020281;534.3295272171113
70;1;no;1;1873;932020281;534.3295272171113
60;1;no;1;1873;932020281;534.3295272171113
kroonijuvesi;1;no;1;1873;932020281;534.3295272171113
laikmaailmaturnee;1;no;1;1873;932020281;534.3295272171113
greide;1;no;1;1873;932020281;534.3295272171113
1992.;1;no;1;1873;932020281;534.3295272171113
ballaat;1;no;1;1873;932020281;534.3295272171113
kuubasse;1;no;1;1873;932020281;534.3295272171113
assiiess;1;no;1;1873;932020281;534.3295272171113
mõgi;1;no;1;1873;932020281;534.3295272171113
kõvai;1;no;1;1873;932020281;534.3295272171113
sõjainvaliit;1;no;1;1873;932020281;534.3295272171113
johnsekaada;1;no;1;1873;932020281;534.3295272171113
kresme;1;no;1;1873;932020281;534.3295272171113
1993.;1;no;1;1873;932020281;534.3295272171113
chastena;1;no;1;1873;932020281;534.3295272171113
1990.;1;no;1;1873;932020281;534.3295272171113
asukar;1;no;1;1873;932020281;534.3295272171113
mikierra;1;no;1;1873;932020281;534.3295272171113
ossefardo;1;no;1;1873;932020281;534.3295272171113
lavamaagia;1;no;1;1873;932020281;534.3295272171113
gatsbous;1;no;1;1873;932020281;534.3295272171113
gatsboueys;1;no;1;1873;932020281;534.3295272171113
20.;1;no;1;1873;932020281;534.3295272171113
võifremiui;1;no;1;1873;932020281;534.3295272171113
1975.;1;no;1;1873;932020281;534.3295272171113
müügimanakeri;1;no;1;1873;932020281;534.3295272171113
lõõs;1;no;1;1873;932020281;534.3295272171113
jaaguna;1;no;1;1873;932020281;534.3295272171113
87.;1;no;1;1873;932020281;534.3295272171113
enduvas;1;no;1;1873;932020281;534.3295272171113
pursk;1;no;1;1873;932020281;534.3295272171113
hitisada;1;no;1;1873;932020281;534.3295272171113
hittsinglema;1;no;1;1873;932020281;534.3295272171113
1984.;1;no;1;1873;932020281;534.3295272171113
discos;1;no;1;1873;932020281;534.3295272171113
jäämissoundmessiin;1;no;1;1873;932020281;534.3295272171113
lätin;1;no;1;1873;932020281;534.3295272171113
miilio;1;no;1;1873;932020281;534.3295272171113
palune;1;no;1;1873;932020281;534.3295272171113
käens;1;no;1;1873;932020281;534.3295272171113
enything;1;no;1;1873;932020281;534.3295272171113
keraniorfiit;1;no;1;1873;932020281;534.3295272171113
singlite;1;no;1;1873;932020281;534.3295272171113
hoiemikanto;1;no;1;1873;932020281;534.3295272171113
kõdutav;1;no;1;1873;932020281;534.3295272171113
59.;1;no;1;1873;932020281;534.3295272171113
tseeveeaa;1;no;1;1873;932020281;534.3295272171113
monalüüsiv;1;no;1;1873;932020281;534.3295272171113
kitarrimängutunne;1;no;1;1873;932020281;534.3295272171113
daci;1;no;1;1873;932020281;534.3295272171113
gatsbow;1;no;1;1873;932020281;534.3295272171113
89.;1;no;1;1873;932020281;534.3295272171113
enita;1;no;1;1873;932020281;534.3295272171113
albumine;1;no;1;1873;932020281;534.3295272171113
venitanud;1;no;1;1873;932020281;534.3295272171113
lõus;1;no;1;1873;932020281;534.3295272171113
elitengvjuu;1;no;1;1873;932020281;534.3295272171113
dasta;1;no;1;1873;932020281;534.3295272171113
abrjendu;1;no;1;1873;932020281;534.3295272171113
bänt;1;no;1;1873;932020281;534.3295272171113
1957.;1;no;1;1873;932020281;534.3295272171113
seljakruuss;1;no;1;1873;932020281;534.3295272171113
90.-te;1;no;1;1873;932020281;534.3295272171113
andigassija;1;no;1;1873;932020281;534.3295272171113
muusikamaailmakaart;1;no;1;1873;932020281;534.3295272171113
haat;1;no;1;1873;932020281;534.3295272171113
hosseefachardo;1;no;1;1873;932020281;534.3295272171113
effellima;1;no;1;1873;932020281;534.3295272171113
krossafachardogarssija;1;no;1;1873;932020281;534.3295272171113
rapt;1;no;1;1873;932020281;534.3295272171113
hingerütm;1;no;1;1873;932020281;534.3295272171113
noventamiia;1;no;1;1873;932020281;534.3295272171113
pestoff;1;no;1;1873;932020281;534.3295272171113
karsija;1;no;1;1873;932020281;534.3295272171113
2006.;1;no;1;1873;932020281;534.3295272171113
n-sync;1;no;1;1873;932020281;534.3295272171113
auguemend;1;no;1;1873;932020281;534.3295272171113
50.-te;1;no;1;1873;932020281;534.3295272171113
60.-te;1;no;1;1873;932020281;534.3295272171113
tekkererr;1;no;1;1873;932020281;534.3295272171113
dresk;1;no;1;1873;932020281;534.3295272171113
fachardo;1;no;1;1873;932020281;534.3295272171113
eestefani;1;no;1;1873;932020281;534.3295272171113
stiililainehari;1;no;1;1873;932020281;534.3295272171113
naii;1;no;1;1873;932020281;534.3295272171113
emon;1;no;1;1873;932020281;534.3295272171113
tantsumuusikamaailmas;1;no;1;1873;932020281;534.3295272171113
50.;1;no;1;1873;932020281;534.3295272171113
almakaribenja;1;no;1;1873;932020281;534.3295272171113
veerubiits;1;no;1;1873;932020281;534.3295272171113
996.;1;no;1;1873;932020281;534.3295272171113
floridas;1;no;1;1873;932020281;534.3295272171113
latiinopopp;1;no;1;1873;932020281;534.3295272171113
noventamiias;1;no;1;1873;932020281;534.3295272171113
dokumentaalem;1;no;1;1873;932020281;534.3295272171113
kastroveetne;1;no;1;1873;932020281;534.3295272171113
karrane;1;no;1;1873;932020281;534.3295272171113
meisterdatud;1;no;1;1873;932020281;534.3295272171113
klooria;1;no;1;1873;932020281;534.3295272171113
fulgence;1;no;1;1873;932020281;534.3295272171113
tseegeewara;1;no;1;1873;932020281;534.3295272171113
eriarmeeüksus;1;no;1;1873;932020281;534.3295272171113
ballaadimeister;1;no;1;1873;932020281;534.3295272171113
2003.;1;no;1;1873;932020281;534.3295272171113
vorn;1;no;12;1873;932020281;528.1033635237189
estefan;1;no;12;1873;932020281;528.1033635237189
latiina;1;no;12;1873;932020281;528.1033635237189
pääd;1;no;13;1873;932020281;527.5445359788065
numi;1;no;14;1873;932020281;526.9868898621492
numi;1;no;14;1873;932020281;526.9868898621492
mõeldud;1;no;15;1873;932020281;526.4304214311819
latiinomuusika;1;no;19;1873;932020281;524.216250263864
leidnud;1;no;20;1873;932020281;523.665614672663
popplaat;1;no;21;1873;932020281;523.1161346404824
emiilia;1;no;26;1873;932020281;520.3859412144391
