lemma;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
pakendiorganisatsioon;6;no;148;2919;932020281;1774.6872950173904
22.;3;no;1;2919;932020281;1027.646628044097
filmiajakirjanik;4;no;506;2919;932020281;888.7979798908516
assotsiatsioonilepe;3;no;187;2919;932020281;856.8344666725535
2013.-ks;2;no;1;2919;932020281;685.4307281000437
10.;2;no;1;2919;932020281;685.4307281000437
pakendurnitsioon;2;no;1;2919;932020281;685.4307281000437
jäätmekäitleja;4;no;968;2919;932020281;672.6820411212625
haagi;2;no;19;2919;932020281;672.457552498754
kuuerühmaline;2;no;28;2919;932020281;666.1533961259485
pakendiseadus;3;no;516;2919;932020281;662.155881549014
keedu;2;no;36;2919;932020281;660.6481115016405
mladić;2;no;76;2919;932020281;634.4324440610509
laienemisvolinik;2;no;103;2919;932020281;617.8823567786083
ratko;2;no;104;2919;932020281;617.2859569125918
sügisball;3;no;638;2919;932020281;610.7023949115508
abiminister;2;no;143;2919;932020281;594.8918191041433
ida-eesti;2;no;186;2919;932020281;572.0117795769551
sundüürnik;4;no;1357;2919;932020281;558.3653108728723
tõsielufilm;2;no;267;2919;932020281;533.3694355900035
siim-valmar;2;no;284;2919;932020281;525.9129148833147
jeruusalemma;2;no;339;2919;932020281;503.1554414181196
kogumissüsteem;2;no;360;2919;932020281;494.9773466736606
laidoner;7;no;3694;2919;932020281;483.3512415334524
keedus;4;no;1795;2919;932020281;468.683540676196
eesistujamaa;2;no;456;2919;932020281;460.743102454666
leev;2;no;461;2919;932020281;459.0893465519741
konjunktuuriinstituut;3;no;1182;2919;932020281;453.5505899748773
eentalu;2;no;529;2919;932020281;437.7220349742273
hampshire;2;no;737;2919;932020281;383.1713597600899
tagastatud;5;no;3265;2919;932020281;380.6042832708779
huvipuudus;2;no;776;2919;932020281;374.4222347076085
saakašvili;3;no;1769;2919;932020281;354.9825791428057
meerima;1;no;1;2919;932020281;343.2148281559902
lasteaiapuu;1;no;1;2919;932020281;343.2148281559902
peetreek;1;no;1;2919;932020281;343.2148281559902
tagasivõtukohus;1;no;1;2919;932020281;343.2148281559902
munitsipaalüürieluasemine;1;no;1;2919;932020281;343.2148281559902
arhiivideebeedik;1;no;1;2919;932020281;343.2148281559902
sügisballi;1;no;1;2919;932020281;343.2148281559902
orgatsioon;1;no;1;2919;932020281;343.2148281559902
diakasa;1;no;1;2919;932020281;343.2148281559902
omavoliselt;1;no;1;2919;932020281;343.2148281559902
2006.;1;no;1;2919;932020281;343.2148281559902
aiarisk;1;no;1;2919;932020281;343.2148281559902
liitia;1;no;1;2919;932020281;343.2148281559902
tüürnik;1;no;1;2919;932020281;343.2148281559902
argielanik;1;no;1;2919;932020281;343.2148281559902
jäätmek;1;no;1;2919;932020281;343.2148281559902
vabadussõjamuuseum;1;no;1;2919;932020281;343.2148281559902
varalipp;1;no;1;2919;932020281;343.2148281559902
kolmapärane;1;no;1;2919;932020281;343.2148281559902
vabadussõjaekspositsioon;1;no;1;2919;932020281;343.2148281559902
katseits;1;no;1;2919;932020281;343.2148281559902
organitsioon;1;no;1;2919;932020281;343.2148281559902
pakendijääde;1;no;1;2919;932020281;343.2148281559902
avastusuuring;1;no;1;2919;932020281;343.2148281559902
filmiajakirjanikutseremoonia;1;no;1;2919;932020281;343.2148281559902
visioonik;1;no;1;2919;932020281;343.2148281559902
lootse;1;no;1;2919;932020281;343.2148281559902
anavedu;1;no;1;2919;932020281;343.2148281559902
kaunane;1;no;1;2919;932020281;343.2148281559902
marssalikepu;1;no;1;2919;932020281;343.2148281559902
omakasupüüdmine;1;no;1;2919;932020281;343.2148281559902
kaasatud;1;no;1;2919;932020281;343.2148281559902
2007.;1;no;1;2919;932020281;343.2148281559902
seitsmekümnekohaline;1;no;1;2919;932020281;343.2148281559902
kitalt;1;no;1;2919;932020281;343.2148281559902
2009.;1;no;1;2919;932020281;343.2148281559902
päevakada;1;no;1;2919;932020281;343.2148281559902
fenoveerima;1;no;1;2919;932020281;343.2148281559902
kumme;1;no;1;2919;932020281;343.2148281559902
19.;1;no;1;2919;932020281;343.2148281559902
miinuma;1;no;1;2919;932020281;343.2148281559902
ühismõõtsustatud;1;no;1;2919;932020281;343.2148281559902
puhangut;1;no;1;2919;932020281;343.2148281559902
püramiit;1;no;1;2919;932020281;343.2148281559902
majandustsükk;1;no;1;2919;932020281;343.2148281559902
kolmert;1;no;1;2919;932020281;343.2148281559902
liudlema;1;no;1;2919;932020281;343.2148281559902
aiova;1;no;1;2919;932020281;343.2148281559902
mängukoridor;1;no;1;2919;932020281;343.2148281559902
niitütlema;1;no;1;2919;932020281;343.2148281559902
üürnike;1;no;1;2919;932020281;343.2148281559902
munitsipaad;1;no;1;2919;932020281;343.2148281559902
magalafilm;1;no;1;2919;932020281;343.2148281559902
karjatse;2;no;935;2919;932020281;342.5355241429953
lottes;1;no;12;2919;932020281;339.2155887480014
sõjaajaloomuuseum;1;no;12;2919;932020281;339.2155887480014
romneyt;1;no;13;2919;932020281;338.85663815660337
pandud;1;no;15;2919;932020281;338.14101116327487
mõeldud;1;no;15;2919;932020281;338.14101116327487
vellema;1;no;16;2919;932020281;337.7843299635788
majandusseisund;1;no;17;2919;932020281;337.4284004468696
tekkinud;1;no;19;2919;932020281;336.71878697765504
laste-aed;1;no;21;2919;932020281;336.01215188564146
juhtimisinstituut;1;no;27;2919;932020281;333.90993053406413
rehni;1;no;29;2919;932020281;333.21502338769966
liurenn;1;no;29;2919;932020281;333.21502338769966
pakendimass;1;no;33;2919;932020281;331.8338502457532
goldmann;1;no;41;2919;932020281;329.10557124293763
võrreldama;1;no;43;2919;932020281;328.43049693390805
veebruari-märts;1;no;45;2919;932020281;327.75818643366387
sahkerdus;1;no;50;2919;932020281;326.08939102905214
juudi;1;no;55;2919;932020281;324.43750303188415
patas;1;no;66;2919;932020281;320.8616112376064
edumudel;1;no;68;2919;932020281;320.2199010296559
tuhhi;1;no;75;2919;932020281;317.99398825560365
vellemaa;1;no;78;2919;932020281;317.0494706229257
juurtetu;1;no;89;2919;932020281;313.63372635050393
antropoloogiafilm;1;no;94;2919;932020281;312.1053270968127
autiitel;1;no;94;2919;932020281;312.1053270968127
jäätmeosakond;1;no;95;2919;932020281;311.80143307166946
kolmeteistaastane;1;no;98;2919;932020281;310.8932914394417
lisarühm;1;no;99;2919;932020281;310.5917519865632
kunstituba;1;no;127;2919;932020281;302.3798515993375
otsekõnelus;1;no;134;2919;932020281;300.3942805938686
elem;1;no;139;2919;932020281;298.9919062134629
üliodavalt;1;no;148;2919;932020281;296.5003537831422
meediaõpetus;1;no;150;2919;932020281;295.9523042521129
vikerkaare;1;no;153;2919;932020281;295.1340182455711
hädapärast;1;no;154;2919;932020281;294.8622608728876
eluasemetoetus;1;no;168;2919;932020281;291.1095376517596
eluasemeprobleem;1;no;168;2919;932020281;291.1095376517596
ehud;1;no;174;2919;932020281;289.5303105291508
seed;1;no;185;2919;932020281;286.6791237870718
sortimine;2;no;1315;2919;932020281;284.6083659971813
olmert;1;no;200;2919;932020281;282.8804402042941
muusikatuba;1;no;211;2919;932020281;280.15810456951
tribunal;2;no;1388;2919;932020281;275.65309483513835
stabilisatsioon;1;no;238;2919;932020281;273.69302960780783
viieteistaastane;1;no;245;2919;932020281;272.0653166123895
lindilõikamine;1;no;287;2919;932020281;262.69160603856164
pariteet;1;no;289;2919;932020281;262.2613239046344
rehn;1;no;309;2919;932020281;258.0347801821852
lumepilv;1;no;310;2919;932020281;257.8270261026991
viive;2;no;1559;2919;932020281;256.7304551535834
trükiajakirjandus;1;no;321;2919;932020281;255.5636171777723
sõjamuuseum;2;no;1577;2919;932020281;254.8886413477091
vambola;2;no;1589;2919;932020281;253.67537713114388
