Diversity,Model,Score
diversity_8,LaBSE,0.7689263254995969
diversity_9,LaBSE,0.7669004975359465
diversity_7,LaBSE,0.7644042437896926
diversity_6,LaBSE,0.7640807095381399
diversity_6,multi_e5,0.763915914609413
diversity_8,multi_e5,0.7626893582757877
diversity_7,multi_e5,0.7614106500559029
diversity_7,bertMulti,0.7608113960724899
diversity_5,multi_e5,0.7600479060699649
diversity_10,LaBSE,0.7588396164856434
diversity_4,est-roberta,0.7532338776682171
diversity_3,est-roberta,0.7525189489255537
diversity_5,est-roberta,0.7520041884165981
diversity_8,bertMulti,0.7513960280632107
diversity_9,multi_e5,0.7480661329793167
diversity_5,LaBSE,0.7480461294333843
diversity_4,EstBERT,0.7451276951224061
diversity_3,EstBERT,0.7446681312991943
diversity_6,bertMulti,0.7446328910215649
diversity_7,est-roberta,0.7432266017149919
diversity_2,est-roberta,0.7427039160100305
diversity_2,EstBERT,0.7417004273723831
diversity_9,bertMulti,0.7406419706359078
diversity_4,multi_e5,0.7403018091777122
diversity_6,est-roberta,0.7395567395949233
diversity_8,est-roberta,0.7391419346859234
diversity_1,est-roberta,0.738461418096867
diversity_1,EstBERT,0.7381317991959118
diversity_0,est-roberta,0.7338741632464543
diversity_6,MiniLM_multi,0.7335998641928725
diversity_0,EstBERT,0.7332002652537998
diversity_9,est-roberta,0.7325118731457742
diversity_10,bertMulti,0.7300880001586916
diversity_6,MiniLM-L12_multi,0.7297490644794565
diversity_10,multi_e5,0.7294097391113644
diversity_7,MiniLM_multi,0.7285985937055339
diversity_6,EstBERT,0.7280573443488821
diversity_7,MiniLM-L12_multi,0.727723236845141
diversity_8,MiniLM_multi,0.727380454722818
diversity_8,MiniLM-L12_multi,0.7263046527441522
diversity_5,EstBERT,0.7252042787889021
diversity_10,est-roberta,0.7249392131107817
diversity_5,MiniLM_multi,0.7233262076235504
diversity_4,LaBSE,0.7219027802549475
diversity_9,MiniLM_multi,0.720720841255026
diversity_9,MiniLM-L12_multi,0.7199572344007328
diversity_3,multi_e5,0.7185287024064114
diversity_5,bertMulti,0.7173700908940848
diversity_10,distilbertMulti,0.7130947313446023
diversity_5,MiniLM-L12_multi,0.7128268226537061
diversity_10,MiniLM_multi,0.7089914195234113
diversity_9,distilbertMulti,0.7063716074898996
diversity_10,MiniLM-L12_multi,0.7056685348057897
diversity_7,EstBERT,0.7048926233534077
diversity_4,MiniLM_multi,0.7021173976665462
diversity_10,xml_roberta,0.7005299688510473
diversity_2,multi_e5,0.7002330706550263
diversity_9,xml_roberta,0.6977443638710409
diversity_4,bertMulti,0.6930236062479355
diversity_3,LaBSE,0.6877570393715905
diversity_8,distilbertMulti,0.6869130420233361
diversity_3,bertMulti,0.6858334018731336
diversity_4,MiniLM-L12_multi,0.6847127560119046
diversity_8,EstBERT,0.6838513387770354
diversity_8,xml_roberta,0.6821764925009249
diversity_2,bertMulti,0.676491791566611
diversity_1,multi_e5,0.6758226215362438
diversity_3,MiniLM_multi,0.6714134735042888
diversity_1,bertMulti,0.6697692109471005
diversity_7,xml_roberta,0.6663136364600503
diversity_0,bertMulti,0.6653824565384163
diversity_0,multi_e5,0.6612348384616187
diversity_5,xml_roberta,0.6611701434196274
diversity_9,EstBERT,0.660972412544265
diversity_4,xml_roberta,0.6602607798786849
diversity_6,xml_roberta,0.6594167928925411
diversity_3,MiniLM-L12_multi,0.6585496994453393
diversity_7,distilbertMulti,0.6582783331649431
diversity_3,xml_roberta,0.656324720811047
diversity_2,xml_roberta,0.6553450111884065
diversity_1,xml_roberta,0.6547077780511733
diversity_0,xml_roberta,0.6540702728548446
diversity_2,MiniLM_multi,0.6525462242817763
diversity_2,LaBSE,0.6511165511236461
diversity_10,EstBERT,0.6508220148540066
diversity_2,MiniLM-L12_multi,0.646442130930263
diversity_1,MiniLM_multi,0.6339866550336107
diversity_1,MiniLM-L12_multi,0.6291471414817648
diversity_1,LaBSE,0.6291425380557217
diversity_0,MiniLM_multi,0.6226461359847583
diversity_0,MiniLM-L12_multi,0.6162448649895761
diversity_6,distilbertMulti,0.6154583088957444
diversity_0,LaBSE,0.6005499306144302
diversity_5,distilbertMulti,0.5896530585857211
diversity_4,distilbertMulti,0.5684155363613568
diversity_3,distilbertMulti,0.5577123216098965
diversity_2,distilbertMulti,0.549200746521567
diversity_1,distilbertMulti,0.5433002453915766
diversity_0,distilbertMulti,0.5352970525967172
