Model,Average Score
est-roberta,0.7411066249651014
multi_e5,0.7292418857580693
LaBSE,0.7146969419729763
EstBERT,0.714238939173654
bertMulti,0.7123128040017406
MiniLM_multi,0.6932115697721993
MiniLM-L12_multi,0.6870296489807114
xml_roberta,0.6680054509799443
distilbertMulti,0.6112449985441237
