Diversity,Model,Mean Score
6.0,multi_e5,0.6221436526404707
5.0,multi_e5,0.621266642459453
7.0,multi_e5,0.6209764585355401
3.0,EstBERT,0.619329899094777
0.0,EstBERT,0.619188639793172
1.0,EstBERT,0.6182130202194702
2.0,EstBERT,0.6178748935692091
6.0,LaBSE,0.6168291731520146
5.0,LaBSE,0.6147763264968287
8.0,multi_e5,0.6142492452062456
