EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
3,2,3,4,4,3,5,3,3,15,majandus; eesti; anti; eelarve; reimo; sotsiaalne; eurotsoon; sildvee; vaino; rahaliit; heaolu; föderatsioon
3,2,3,4,4,3,5,3,3,15,majandus; eesti; anti; eelarve; reimo; sotsiaalne; eurotsoon; sildvee; vaino; rahaliit; heaolu; föderatsioon
3,2,4,4,4,3,5,3,3,15,majandus; eesti; anti; eelarve; reimo; sotsiaalne; eurotsoon; sildvee; vaino; rahaliit; heaolu; föderatsioon; kroon
3,2,4,4,4,3,6,3,3,15,majandus; anti; eesti; urmas; eelarve; reimo; sotsiaalne; eurotsoon; sildvee; vaino; rahaliit; heaolu; föderatsioon; kroon
3,2,4,4,4,3,3,1,3,15,majandus; anti; eesti; eelarve; reimo; sotsiaalne; eurotsoon; sildvee; vaino; rahaliit; heaolu; föderatsioon; kroon
2,2,4,4,3,3,3,0,4,15,majandus; anti; eesti; urmas; eelarve; reimo; sotsiaalne; eurotsoon; sildvee; vaino; rahaliit; heaolu; föderatsioon; kroon
1,2,2,1,3,4,3,1,4,15,majandus; eesti; anti; reimo; sotsiaalne; eurotsoon; sildvee; vaino; rahaliit; heaolu; föderatsioon
2,2,3,0,3,5,3,1,4,15,majandus; eesti; anti; urmas; eelarve; sotsiaalne; eurotsoon; sildvee; vaino; heaolu; föderatsioon; kroon
1,2,1,1,3,2,0,1,4,15,majandus; poolamets; anti; eesti; eelarve; sotsiaalne; eurotsoon; sildvee; vaino; heaolu; föderatsioon
1,2,4,2,3,3,2,4,3,15,majandus; poolamets; anti; eesti; eelarve; sotsiaalne; eurotsoon; sildvee; vaino; heaolu; kroon
1,2,3,1,3,3,1,3,4,15,majandus; anti; eesti; eelarve; sotsiaalne; eurotsoon; sildvee; vaino; heaolu; kroon
