EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
4,5,3,2,1,2,2,6,0,11,lill; plaat; koostöö; välismaa; eurovisioon; superstaar; laulma; õigemeel; auhind; kontsert
4,5,3,2,1,2,2,6,0,11,lill; plaat; koostöö; välismaa; eurovisioon; superstaar; laulma; õigemeel; auhind; kontsert
4,5,3,2,1,2,2,6,0,11,lill; plaat; koostöö; välismaa; eurovisioon; superstaar; laulma; õigemeel; auhind; kontsert
4,5,3,2,1,2,2,6,0,11,lill; plaat; koostöö; välismaa; eurovisioon; superstaar; laulma; õigemeel; auhind; kontsert
4,5,3,2,1,2,2,6,0,11,lill; plaat; koostöö; välismaa; eurovisioon; superstaar; laulma; õigemeel; auhind; kontsert
3,6,3,3,1,2,2,5,0,11,lill; plaat; koostöö; välismaa; eurovisioon; superstaar; õigemeel; auhind; kontsert
3,4,2,5,1,2,3,5,0,11,lill; plaat; koostöö; välismaa; eurovisioon; superstaar; laulma; õigemeel; auhind; kontsert
4,3,2,4,0,3,3,6,0,11,plaat; koostöö; välismaa; eurovisioon; superstaar; laulma; õigemeel; auhind; kontsert
4,3,2,5,2,3,2,6,0,11,lill; plaat; välismaa; eurovisioon; superstaar; laulma; õigemeel; auhind; kontsert
6,5,4,6,1,2,2,5,0,11,lill; plaat; koostöö; välismaa; eurovisioon; superstaar; laulma; õigemeel; auhind; kontsert
4,5,2,6,2,3,3,5,2,11,lill; plaat; koostöö; välismaa; eurovisioon; superstaar; laulma; õigemeel; auhind; kontsert
