EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
4,4,4,2,1,4,2,5,3,13,lastekirjanik; heinrich; kahupea; pildiraamat; hoffmann; doktor; luuleruum; tõlge; lugu; pseudonüüm
4,4,4,2,1,4,2,5,3,13,lastekirjanik; heinrich; kahupea; pildiraamat; hoffmann; doktor; luuleruum; tõlge; lugu; pseudonüüm
4,4,5,2,1,4,2,5,3,13,lastekirjanik; heinrich; kahupea; pildiraamat; hoffmann; doktor; luuleruum; tõlge; lugu; pseudonüüm
4,4,6,2,1,4,2,5,3,13,lastekirjanik; heinrich; kahupea; pildiraamat; hoffmann; doktor; luuleruum; tõlge; lugu; pseudonüüm
4,4,6,2,1,4,2,6,3,13,lastekirjanik; heinrich; kahupea; pildiraamat; hoffmann; doktor; luuleruum; tõlge; lugu; pseudonüüm
4,5,7,2,1,5,3,6,3,13,lastekirjanik; heinrich; kahupea; pildiraamat; hoffmann; doktor; luuleruum; psühholoogiline; tõlge; lugu; pseudonüüm
2,4,7,3,1,6,4,6,3,13,lastekirjanik; tõlgendus; heinrich; kahupea; pildiraamat; hoffmann; doktor; luuleruum; psühholoogiline; tõlge; lugu; pseudonüüm
3,3,5,2,1,5,2,4,3,13,lastekirjanik; heinrich; kahupea; pildiraamat; hoffmann; doktor; luuleruum; psühholoogiline; tõlge; lugu; pseudonüüm
4,5,6,4,1,5,1,6,4,13,lastekirjanik; heinrich; kahupea; pildiraamat; hoffmann; doktor; luuleruum; psühholoogiline; tõlge; lugu; pseudonüüm
2,6,3,2,1,1,1,5,5,13,heinrich; kahupea; pildiraamat; hoffmann; doktor; luuleruum; psühholoogiline; tõlge; lugu; pseudonüüm
2,6,5,3,1,4,4,5,5,13,tõlgendus; heinrich; kahupea; pildiraamat; hoffmann; doktor; luuleruum; psühholoogiline; tõlge; lugu; pseudonüüm
