Model,Average Score
MiniLM-L12_multi,0.26689033932965117
LaBSE,0.23146271741379162
EstBERT,0.19436515780227667
MiniLM_multi,0.1891634744718993
est-roberta,0.18470116729111474
bertMulti,0.1575957754779056
multi_e5,0.13928459260602286
distilbertMulti,0.08822469542858415
xml_roberta,0.0
