Model,Average Score
MiniLM-L12_multi,0.33783381716331573
LaBSE,0.27237812191630567
EstBERT,0.26301887693012566
est-roberta,0.26246139860233586
MiniLM_multi,0.2394235753574692
bertMulti,0.21594100555629547
multi_e5,0.17895268183281832
distilbertMulti,0.1182686770183252
xml_roberta,0.0
