Diversity,Model,Mean Score
6.0,multi_e5,0.25863351731751283
7.0,multi_e5,0.2557927946666337
5.0,multi_e5,0.25106543444929236
8.0,multi_e5,0.24907740116589444
9.0,multi_e5,0.24280903829858935
4.0,multi_e5,0.2401072813495414
3.0,multi_e5,0.23709625388912453
2.0,multi_e5,0.23621646246388248
0.0,multi_e5,0.23621646246388248
1.0,multi_e5,0.2359315621789822
