Model,Average Score
MiniLM-L12_multi,0.22423493602192354
LaBSE,0.2187410467521172
multi_e5,0.19784121172519473
MiniLM_multi,0.18874507488859213
EstBERT,0.1589702937953243
est-roberta,0.14557865537307793
xml_roberta,0.13833645553037616
bertMulti,0.12247025622817208
distilbertMulti,0.07749976224117795
