Diversity,Model,Score
diversity_8,multi_e5,0.4313799619140176
diversity_7,multi_e5,0.4232513651973146
diversity_6,multi_e5,0.42212686376708564
diversity_9,multi_e5,0.4120668354072637
diversity_10,multi_e5,0.3997949907515181
diversity_5,multi_e5,0.3938787977397369
diversity_4,multi_e5,0.36774400801297086
diversity_6,MiniLM_multi,0.3562373826866861
diversity_3,multi_e5,0.3561719721149546
diversity_0,multi_e5,0.3543214669556259
diversity_2,multi_e5,0.3542209139138964
diversity_1,multi_e5,0.3542209139138964
diversity_7,MiniLM-L12_multi,0.35338223411817327
diversity_9,MiniLM-L12_multi,0.35318379206601597
diversity_8,MiniLM-L12_multi,0.352701056086634
diversity_9,LaBSE,0.35160274308881123
diversity_6,LaBSE,0.3495778378589266
diversity_8,MiniLM_multi,0.346950156516075
diversity_8,LaBSE,0.3457691726106329
diversity_10,MiniLM-L12_multi,0.3457457112365523
diversity_10,MiniLM_multi,0.3440750029172372
diversity_7,LaBSE,0.34353607203387904
diversity_7,MiniLM_multi,0.3430572800522491
diversity_9,MiniLM_multi,0.34261622591279456
diversity_5,LaBSE,0.341121017140754
diversity_10,LaBSE,0.33977981247911593
diversity_4,EstBERT,0.3380224925716412
diversity_2,EstBERT,0.3378137969462789
diversity_1,EstBERT,0.3378137969462789
diversity_3,EstBERT,0.3374169715494535
diversity_0,EstBERT,0.33679527842776036
diversity_6,MiniLM-L12_multi,0.3353820962128496
diversity_6,EstBERT,0.33464507852923747
diversity_5,EstBERT,0.3339558918654636
diversity_8,bertMulti,0.33076262720290067
diversity_9,bertMulti,0.32589929983634836
diversity_6,bertMulti,0.3258903364198772
diversity_0,est-roberta,0.3248450664498136
diversity_1,est-roberta,0.324536424474505
diversity_2,est-roberta,0.324536424474505
diversity_4,est-roberta,0.32439516719186484
diversity_3,est-roberta,0.3233840098049334
diversity_7,EstBERT,0.32315331567202055
diversity_5,MiniLM_multi,0.3230125172862531
diversity_4,LaBSE,0.32281547466789984
diversity_10,bertMulti,0.3211387726003309
diversity_5,est-roberta,0.3204254351551823
diversity_6,est-roberta,0.318893795021246
diversity_5,MiniLM-L12_multi,0.31604568944223227
diversity_7,bertMulti,0.3149377484878001
diversity_5,bertMulti,0.31250279464353253
diversity_8,EstBERT,0.31137173520493955
diversity_9,EstBERT,0.31044904353663383
diversity_4,bertMulti,0.308680424776271
diversity_3,LaBSE,0.30851678125413934
diversity_2,bertMulti,0.308131094720362
diversity_3,bertMulti,0.308131094720362
diversity_1,bertMulti,0.308131094720362
diversity_0,bertMulti,0.30776988185914916
diversity_10,EstBERT,0.30556586208482495
diversity_10,est-roberta,0.3034562609923807
diversity_9,est-roberta,0.30231183796328276
diversity_7,est-roberta,0.3021501697572389
diversity_8,est-roberta,0.30080646957388446
diversity_2,LaBSE,0.2994396089997225
diversity_0,LaBSE,0.29906923862935214
diversity_1,LaBSE,0.29906923862935214
diversity_4,MiniLM_multi,0.29665865421605875
diversity_3,MiniLM_multi,0.29504560903683713
diversity_1,MiniLM_multi,0.2946752386664667
diversity_2,MiniLM_multi,0.2946752386664667
diversity_0,MiniLM_multi,0.2946752386664667
diversity_4,MiniLM-L12_multi,0.2885315795506714
diversity_0,MiniLM-L12_multi,0.2856070381334829
diversity_2,MiniLM-L12_multi,0.2856070381334829
diversity_3,MiniLM-L12_multi,0.2856070381334829
diversity_1,MiniLM-L12_multi,0.2856070381334829
diversity_10,xml_roberta,0.27715694316958506
diversity_9,xml_roberta,0.27028211840905336
diversity_7,xml_roberta,0.25558294648916424
diversity_8,xml_roberta,0.2545678597813531
diversity_0,xml_roberta,0.2540540965837663
diversity_6,xml_roberta,0.25325878136120655
diversity_4,xml_roberta,0.2516070297616995
diversity_1,xml_roberta,0.25116737138086465
diversity_5,xml_roberta,0.25082910455652974
diversity_2,xml_roberta,0.25022193824502903
diversity_3,xml_roberta,0.2477419182650091
diversity_10,distilbertMulti,0.19020153906312318
diversity_9,distilbertMulti,0.182972418114317
diversity_8,distilbertMulti,0.17389056644345602
diversity_7,distilbertMulti,0.16970212915452854
diversity_6,distilbertMulti,0.16275865018576577
diversity_4,distilbertMulti,0.16260963855068603
diversity_1,distilbertMulti,0.16260963855068603
diversity_5,distilbertMulti,0.16260963855068603
diversity_3,distilbertMulti,0.16223926818031564
diversity_2,distilbertMulti,0.16223926818031564
diversity_0,distilbertMulti,0.16214667558772305
