Model,Average Score
multi_e5,0.4688894964940443
bertMulti,0.4087802379083808
EstBERT,0.4073182657651182
est-roberta,0.4055550829233867
MiniLM_multi,0.3939446816031744
LaBSE,0.3918394285921727
MiniLM-L12_multi,0.3708952382695815
xml_roberta,0.3305630691552213
distilbertMulti,0.21248513399025876
