Model,Average Score
multi_e5,0.3881070990625709
EstBERT,0.3279093875758666
LaBSE,0.32729972703568966
MiniLM_multi,0.3210616858748719
MiniLM-L12_multi,0.317036391931551
bertMulti,0.31563410636248146
est-roberta,0.31543100553262154
xml_roberta,0.2560427370912055
distilbertMulti,0.16854358459650934
