Diversity,Model,Score
diversity_3,MiniLM-L12_multi,0.2371236309890851
diversity_0,MiniLM-L12_multi,0.2371236309890851
diversity_1,MiniLM-L12_multi,0.2371236309890851
diversity_2,MiniLM-L12_multi,0.2371236309890851
diversity_1,LaBSE,0.23500655972663198
diversity_0,LaBSE,0.23500655972663198
diversity_2,LaBSE,0.23480491009773777
diversity_3,LaBSE,0.23451975056915716
diversity_4,MiniLM-L12_multi,0.23275582831245883
diversity_5,MiniLM-L12_multi,0.23083505993013217
diversity_4,LaBSE,0.2225444592769154
diversity_7,MiniLM-L12_multi,0.2186752667983318
diversity_6,MiniLM-L12_multi,0.21599304283321313
diversity_8,MiniLM-L12_multi,0.21108452127221478
diversity_9,LaBSE,0.20946846606934327
diversity_5,LaBSE,0.2092181527765893
diversity_10,LaBSE,0.20777747481372352
diversity_6,LaBSE,0.20685760244132279
diversity_8,LaBSE,0.20609393539992094
diversity_7,LaBSE,0.2048536433753152
diversity_2,multi_e5,0.2048267848183999
diversity_1,multi_e5,0.2048267848183999
diversity_10,MiniLM-L12_multi,0.2045165511780579
diversity_9,MiniLM-L12_multi,0.20422950196041012
diversity_3,multi_e5,0.2041372891289042
diversity_0,multi_e5,0.20385849871853484
diversity_4,multi_e5,0.20162177223838731
diversity_6,multi_e5,0.19887690112986808
diversity_7,multi_e5,0.1937161589748019
diversity_5,multi_e5,0.19369047456766755
diversity_8,multi_e5,0.19324601329374294
diversity_2,MiniLM_multi,0.19300629049790557
diversity_1,MiniLM_multi,0.19300629049790557
diversity_3,MiniLM_multi,0.19300629049790557
diversity_0,MiniLM_multi,0.1926359201275352
diversity_7,MiniLM_multi,0.1898291543337983
diversity_4,MiniLM_multi,0.18966208532514
diversity_9,multi_e5,0.18963910129544803
diversity_5,MiniLM_multi,0.18817105740931847
diversity_10,multi_e5,0.18781354999298755
diversity_9,MiniLM_multi,0.1859432188611755
diversity_6,MiniLM_multi,0.18506337136948592
diversity_10,MiniLM_multi,0.18409115093712616
diversity_8,MiniLM_multi,0.18178099391721683
diversity_4,EstBERT,0.1654422314632583
diversity_1,EstBERT,0.1650454060664329
diversity_0,EstBERT,0.1650454060664329
diversity_3,EstBERT,0.1650454060664329
diversity_2,EstBERT,0.1650454060664329
diversity_5,EstBERT,0.16326027534747864
diversity_6,EstBERT,0.1628531301764016
diversity_7,EstBERT,0.154291972193804
diversity_8,EstBERT,0.15196920179827816
diversity_2,est-roberta,0.1495241432257686
diversity_0,est-roberta,0.1495241432257686
diversity_1,est-roberta,0.1495241432257686
diversity_3,est-roberta,0.14909679279841817
diversity_10,EstBERT,0.14870420889835234
diversity_7,est-roberta,0.14852069506287774
diversity_4,est-roberta,0.14784526654689192
diversity_6,est-roberta,0.1471529002759653
diversity_5,est-roberta,0.14528376680079466
diversity_10,bertMulti,0.14334624881387006
diversity_8,est-roberta,0.1424825970240057
diversity_9,EstBERT,0.14197058760526252
diversity_8,xml_roberta,0.14127206000722511
diversity_10,xml_roberta,0.14064325786204013
diversity_9,est-roberta,0.1399508749334601
diversity_7,xml_roberta,0.13942847953941864
diversity_6,xml_roberta,0.13933262087738352
diversity_5,xml_roberta,0.1391442675640302
diversity_3,xml_roberta,0.13872760089736355
diversity_4,xml_roberta,0.137814139358902
diversity_9,xml_roberta,0.1376574675658783
diversity_2,xml_roberta,0.13754794721770985
diversity_1,xml_roberta,0.13535382189858453
diversity_0,xml_roberta,0.13477934804560193
diversity_9,bertMulti,0.13447832766266718
diversity_10,est-roberta,0.1324598859841378
diversity_8,bertMulti,0.13076787949465968
diversity_7,bertMulti,0.12285631226549698
diversity_6,bertMulti,0.11734116667359701
diversity_0,bertMulti,0.11673452918292959
diversity_2,bertMulti,0.11644213152211089
diversity_3,bertMulti,0.11644213152211089
diversity_4,bertMulti,0.11644213152211089
diversity_1,bertMulti,0.11644213152211089
diversity_5,bertMulti,0.11587982832822874
diversity_9,distilbertMulti,0.0791360739554754
diversity_1,distilbertMulti,0.07775510153283631
diversity_5,distilbertMulti,0.07775510153283631
diversity_2,distilbertMulti,0.07775510153283631
diversity_3,distilbertMulti,0.07775510153283631
diversity_4,distilbertMulti,0.07775510153283631
diversity_8,distilbertMulti,0.07761801639575118
diversity_0,distilbertMulti,0.07729213856987335
diversity_6,distilbertMulti,0.07728566356339835
diversity_7,distilbertMulti,0.07711611089384567
diversity_10,distilbertMulti,0.07527387361043192
