EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
6,8,5,7,4,4,5,2,0,11,veetöötlusjaam; veevärk; vee; hapnik; veevarustussüsteem; joogiveemäärus; raud; joogivesi; kvaliteet
6,8,6,7,4,5,5,2,0,11,veetöötlusjaam; veevärk; vee; hapnik; veevarustussüsteem; joogiveemäärus; raud; joogivesi; kvaliteet
6,6,6,7,4,5,6,2,0,11,veetöötlusjaam; veevärk; vee; hapnik; veevarustussüsteem; joogiveemäärus; raud; joogivesi; kvaliteet
6,6,6,8,4,5,6,2,0,11,veetöötlusjaam; veevärk; vee; hapnik; veevarustussüsteem; joogiveemäärus; raud; joogivesi; kvaliteet
5,6,6,8,4,5,5,2,0,11,veetöötlusjaam; veevärk; vee; veevarustussüsteem; hapnik; joogiveemäärus; raud; joogivesi; kvaliteet
6,5,7,5,4,6,7,2,0,11,veetöötlusjaam; veevärk; vee; hapnik; veevarustussüsteem; joogiveemäärus; raud; joogivesi; kvaliteet
4,4,5,5,3,5,6,2,0,11,veetöötlusjaam; veevärk; vee; veevarustussüsteem; joogiveemäärus; raud; joogivesi; kvaliteet
4,3,6,4,2,5,5,2,0,11,veevärk; vee; veevarustussüsteem; joogiveemäärus; raud; joogivesi; kvaliteet
5,3,3,4,4,4,6,2,0,11,veetöötlusjaam; veevärk; vee; veevarustussüsteem; joogiveemäärus; raud; joogivesi; kvaliteet
4,3,4,4,3,2,5,2,0,11,veetöötlusjaam; veevärk; vee; veevarustussüsteem; joogiveemäärus; raud; joogivesi; kvaliteet
4,2,5,4,3,3,5,3,0,11,veetöötlusjaam; veevärk; vee; veevarustussüsteem; joogiveemäärus; raud; joogivesi; kvaliteet
