EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
4,6,2,6,1,2,6,6,5,13,aeg; kirjutama; hainsalu; tartu; lehte; raha; üheksavägine; sõna; luule; vägi
4,6,2,6,1,2,6,6,5,13,aeg; kirjutama; hainsalu; tartu; lehte; raha; üheksavägine; sõna; luule; vägi
4,6,2,6,1,2,6,6,5,13,aeg; kirjutama; hainsalu; tartu; lehte; raha; üheksavägine; sõna; luule; vägi
4,6,3,6,1,2,6,6,5,13,aeg; kirjutama; hainsalu; tartu; lehte; raha; üheksavägine; sõna; luule; vägi
5,6,4,6,1,4,5,6,5,13,aeg; kirjutama; hainsalu; tartu; lehte; raha; üheksavägine; sõna; luule; vägi
4,5,2,5,1,5,5,6,5,13,aeg; kirjutama; hainsalu; tartu; lehte; raha; üheksavägine; sõna; luule; vägi
6,6,4,3,1,4,3,7,5,13,aeg; vene; kirjutama; hainsalu; tartu; lehte; raha; üheksavägine; sõna; luule; vägi
5,8,2,3,1,3,5,4,5,13,aeg; kirjutama; hainsalu; tartu; lehte; raha; üheksavägine; sõna; luule; vägi
5,7,4,4,1,6,3,4,5,13,aeg; vene; kirjutama; hainsalu; tartu; raha; üheksavägine; sõna; luule; lehte; vägi
4,4,3,7,2,6,3,4,5,13,aeg; vene; kirjutama; hainsalu; tartu; üheksavägine; raha; mets; sõna; luule; lehte; vägi
3,4,2,8,4,6,5,2,5,13,aeg; vene; kirjutama; hainsalu; tartu; raha; mets; sõna; luule; lehte; vägi
