Model,Average Score
multi_e5,0.08810678854421232
LaBSE,0.0762414640308908
MiniLM_multi,0.0761017152096287
MiniLM-L12_multi,0.07094941656913935
EstBERT,0.06213005111512242
est-roberta,0.051179342341212596
bertMulti,0.03495673910868816
distilbertMulti,0.033104564233305205
xml_roberta,0.03148788131590224
