Diversity,Model,Score
diversity_7,LaBSE,0.05327028249241872
diversity_6,LaBSE,0.05294228974118035
diversity_5,LaBSE,0.05229229443109733
diversity_4,LaBSE,0.05214186899558417
diversity_9,LaBSE,0.049716138622872365
diversity_10,LaBSE,0.049440382697606644
diversity_8,LaBSE,0.048771985310298
diversity_0,LaBSE,0.04864521336077064
diversity_2,LaBSE,0.04864521336077064
diversity_1,LaBSE,0.04864521336077064
diversity_3,LaBSE,0.048242765982059066
diversity_2,MiniLM-L12_multi,0.04181799476562118
diversity_4,MiniLM-L12_multi,0.04181799476562118
diversity_1,MiniLM-L12_multi,0.04181799476562118
diversity_0,MiniLM-L12_multi,0.04181799476562118
diversity_3,MiniLM-L12_multi,0.04181799476562118
diversity_4,MiniLM_multi,0.040117018272978026
diversity_1,MiniLM_multi,0.039689667845627594
diversity_0,MiniLM_multi,0.039689667845627594
diversity_3,MiniLM_multi,0.039689667845627594
diversity_2,MiniLM_multi,0.039689667845627594
diversity_5,MiniLM_multi,0.03753890251761769
diversity_4,multi_e5,0.03583932359732153
diversity_10,MiniLM_multi,0.0355954496092525
diversity_0,multi_e5,0.03537026901642484
diversity_5,multi_e5,0.035261655651232536
diversity_2,multi_e5,0.03490730605346189
diversity_1,multi_e5,0.03490730605346189
diversity_3,multi_e5,0.03490730605346189
diversity_5,MiniLM-L12_multi,0.034543066081378776
diversity_9,MiniLM_multi,0.0343481198692757
diversity_8,MiniLM_multi,0.033993186704745014
diversity_6,MiniLM_multi,0.03337714379703544
diversity_7,MiniLM_multi,0.03274146003635168
diversity_7,multi_e5,0.031810593970681686
diversity_8,MiniLM-L12_multi,0.031222989400233984
diversity_6,MiniLM-L12_multi,0.030947056183124294
diversity_7,MiniLM-L12_multi,0.030615037410703042
diversity_8,multi_e5,0.029456871984606763
diversity_10,multi_e5,0.028951510544647802
diversity_6,multi_e5,0.028910050313559085
diversity_9,multi_e5,0.026953438598820437
diversity_9,MiniLM-L12_multi,0.02522789653014111
diversity_6,est-roberta,0.023747121614768673
diversity_10,MiniLM-L12_multi,0.023366350425173953
diversity_5,est-roberta,0.022906411399058458
diversity_0,est-roberta,0.022878314495961553
diversity_1,est-roberta,0.022878314495961553
diversity_4,est-roberta,0.022878314495961553
diversity_2,est-roberta,0.022878314495961553
diversity_3,est-roberta,0.022481489099136158
diversity_5,EstBERT,0.02162064185670997
diversity_4,EstBERT,0.02127341963448775
diversity_2,EstBERT,0.02127341963448775
diversity_1,EstBERT,0.02127341963448775
diversity_3,EstBERT,0.02127341963448775
diversity_0,EstBERT,0.02127341963448775
diversity_6,EstBERT,0.021247548174792758
diversity_8,est-roberta,0.02045204251086604
diversity_10,xml_roberta,0.020172987415634475
diversity_9,est-roberta,0.019893180077003608
diversity_1,xml_roberta,0.0197625005713241
diversity_7,est-roberta,0.01968216424098777
diversity_9,xml_roberta,0.019427742736566268
diversity_2,xml_roberta,0.019335150143973676
diversity_3,xml_roberta,0.018907799716623246
diversity_5,xml_roberta,0.018907799716623246
diversity_4,xml_roberta,0.018907799716623246
diversity_0,xml_roberta,0.018794487103310633
diversity_8,xml_roberta,0.018444836753660283
diversity_10,est-roberta,0.018264692823516355
diversity_6,xml_roberta,0.017975398784222312
diversity_9,EstBERT,0.017597563327052493
diversity_7,xml_roberta,0.017419843228666756
diversity_7,EstBERT,0.017114114099408217
diversity_8,EstBERT,0.016984732530398165
diversity_10,EstBERT,0.015690216860882494
diversity_10,distilbertMulti,0.014195346563767617
diversity_1,distilbertMulti,0.014195346563767617
diversity_0,distilbertMulti,0.014195346563767617
diversity_9,distilbertMulti,0.014195346563767617
diversity_2,distilbertMulti,0.014195346563767617
diversity_6,distilbertMulti,0.014195346563767617
diversity_3,distilbertMulti,0.014195346563767617
diversity_8,distilbertMulti,0.014195346563767617
diversity_4,distilbertMulti,0.014195346563767617
diversity_7,distilbertMulti,0.014195346563767617
diversity_5,distilbertMulti,0.014195346563767617
diversity_10,bertMulti,0.010534419284419285
diversity_9,bertMulti,0.010203263512087042
diversity_8,bertMulti,0.006702158135981666
diversity_7,bertMulti,0.004929070112893642
diversity_3,bertMulti,0.0035870610870610874
diversity_2,bertMulti,0.0035870610870610874
diversity_4,bertMulti,0.0035870610870610874
diversity_1,bertMulti,0.0035870610870610874
diversity_0,bertMulti,0.0035870610870610874
diversity_6,bertMulti,0.0031546231546231546
diversity_5,bertMulti,0.0027272727272727275
