Model,Average Score
multi_e5,0.12988673992620187
MiniLM_multi,0.09971201527439214
LaBSE,0.09589049683060612
EstBERT,0.09231602672527008
MiniLM-L12_multi,0.0907207270019213
est-roberta,0.07423566362813712
bertMulti,0.06473131784769837
xml_roberta,0.05212944727627155
distilbertMulti,0.04598944165161681
