Diversity,Model,Score
diversity_7,multi_e5,0.15016036270422234
diversity_6,multi_e5,0.14234000729614765
diversity_8,multi_e5,0.1348693603485915
diversity_9,multi_e5,0.13061206039211715
diversity_5,multi_e5,0.12610329967399111
diversity_3,multi_e5,0.12463803427490218
diversity_1,multi_e5,0.12463803427490218
diversity_0,multi_e5,0.12463803427490218
diversity_2,multi_e5,0.12463803427490218
diversity_4,multi_e5,0.12429603343948029
diversity_10,multi_e5,0.12182087823406194
diversity_7,LaBSE,0.10838064324067936
diversity_6,MiniLM_multi,0.10519760033949921
diversity_7,MiniLM_multi,0.10344860983147877
diversity_8,MiniLM_multi,0.10318841227380958
diversity_8,LaBSE,0.10305260798617352
diversity_6,LaBSE,0.1015185359064358
diversity_5,MiniLM_multi,0.1014148972611305
diversity_6,EstBERT,0.10102723605561582
diversity_10,LaBSE,0.10082212208824695
diversity_5,EstBERT,0.10041369664047682
diversity_9,LaBSE,0.09871008129393062
diversity_1,MiniLM_multi,0.09870417978325616
diversity_2,MiniLM_multi,0.09870417978325616
diversity_4,MiniLM_multi,0.09870417978325616
diversity_0,MiniLM_multi,0.09870417978325616
diversity_3,MiniLM_multi,0.09870417978325616
diversity_6,MiniLM-L12_multi,0.09865845423830459
diversity_2,EstBERT,0.09790409431469803
diversity_3,EstBERT,0.09790409431469803
diversity_1,EstBERT,0.09790409431469803
diversity_4,EstBERT,0.09790409431469803
diversity_0,EstBERT,0.09790409431469803
diversity_5,LaBSE,0.09754449263995188
diversity_9,MiniLM-L12_multi,0.0964271610885388
diversity_8,MiniLM-L12_multi,0.09623923538526222
diversity_9,MiniLM_multi,0.09568405119037214
diversity_10,MiniLM_multi,0.09437769820574257
diversity_7,MiniLM-L12_multi,0.09344157641177767
diversity_5,MiniLM-L12_multi,0.09097473012978688
diversity_4,LaBSE,0.08928007018112796
diversity_0,LaBSE,0.08897093429923668
diversity_1,LaBSE,0.08897093429923668
diversity_2,LaBSE,0.08897093429923668
diversity_3,LaBSE,0.08857410890241127
diversity_0,MiniLM-L12_multi,0.08740768080293364
diversity_1,MiniLM-L12_multi,0.08740768080293364
diversity_3,MiniLM-L12_multi,0.08740768080293364
diversity_2,MiniLM-L12_multi,0.08740768080293364
diversity_4,MiniLM-L12_multi,0.08740768080293364
diversity_10,MiniLM-L12_multi,0.08514843575279592
diversity_3,est-roberta,0.0851127588298641
diversity_0,est-roberta,0.0851127588298641
diversity_8,EstBERT,0.08499831533371266
diversity_2,est-roberta,0.08476553660764187
diversity_1,est-roberta,0.08476553660764187
diversity_7,EstBERT,0.08273191164509534
diversity_4,est-roberta,0.0826821624654442
diversity_9,EstBERT,0.08073929209765122
diversity_5,est-roberta,0.07945498816628847
diversity_10,EstBERT,0.07604537063192894
diversity_6,est-roberta,0.0722159824036759
diversity_0,bertMulti,0.06688602540963222
diversity_5,bertMulti,0.06669915436491804
diversity_7,est-roberta,0.06656009710963272
diversity_2,bertMulti,0.06651565503926185
diversity_3,bertMulti,0.06651565503926185
diversity_4,bertMulti,0.06651565503926185
diversity_1,bertMulti,0.06651565503926185
diversity_9,bertMulti,0.06649091873421079
diversity_6,bertMulti,0.0644975903534985
diversity_7,bertMulti,0.06232387784309869
diversity_10,bertMulti,0.05995378212354476
diversity_8,est-roberta,0.059320473438765495
diversity_8,bertMulti,0.05913052733873167
diversity_9,est-roberta,0.058921322055996976
diversity_10,est-roberta,0.05768068339469268
diversity_10,xml_roberta,0.05398203987084276
diversity_3,xml_roberta,0.05273876130558277
diversity_2,xml_roberta,0.05273876130558277
diversity_1,xml_roberta,0.05259612072176571
diversity_9,xml_roberta,0.052516825590226
diversity_4,xml_roberta,0.05196418865601012
diversity_5,xml_roberta,0.051907208599030065
diversity_6,xml_roberta,0.05183311058375558
diversity_8,xml_roberta,0.051734487801309265
diversity_10,distilbertMulti,0.05116195578205382
diversity_7,xml_roberta,0.05102427209109355
diversity_0,xml_roberta,0.050388143513788515
diversity_9,distilbertMulti,0.047006340943389444
diversity_8,distilbertMulti,0.04614530984629024
diversity_6,distilbertMulti,0.0454277629309879
diversity_7,distilbertMulti,0.0454277629309879
diversity_0,distilbertMulti,0.0454277629309879
diversity_5,distilbertMulti,0.0454277629309879
diversity_3,distilbertMulti,0.04496479996802494
diversity_2,distilbertMulti,0.04496479996802494
diversity_4,distilbertMulti,0.04496479996802494
diversity_1,distilbertMulti,0.04496479996802494
