EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
2,2,1,1,2,3,3,1,1,14,vaimuelu; fantaasia; tänapäevane; mäng; normet; reaalsus; dramaturg; ingo
3,2,1,1,2,2,3,1,1,14,vaimuelu; fantaasia; marksism; tänapäevane; mäng; normet; reaalsus; dramaturg; ingo
3,2,2,1,2,3,3,2,1,14,vaimuelu; fantaasia; tulviste; marksism; tänapäevane; mäng; normet; reaalsus; dramaturg; ingo
3,2,4,1,3,3,4,2,1,14,vaimuelu; fantaasia; tulviste; marksism; tänapäevane; mäng; normet; reaalsus; dramaturg; ingo
2,2,4,1,3,4,2,2,1,14,vaimuelu; fantaasia; tulviste; marksism; tänapäevane; mäng; normet; reaalsus; dramaturg; ingo
1,2,1,1,2,3,1,2,2,14,tulviste; marksism; tänapäevane; peeter; mäng; normet; reaalsus; ingo
0,2,3,0,2,3,1,2,2,14,fantaasia; marksism; tänapäevane; peeter; mäng; normet; reaalsus; dramaturg; ingo
0,2,1,2,1,0,2,6,0,14,psühhiaater; fantaasia; marksism; peeter; mäng; normet; reaalsus; dramaturg; ingo
1,1,2,2,1,1,1,4,0,14,psühhiaater; marksism; tänapäevane; peeter; normet; reaalsus; dramaturg; ingo
1,1,2,2,2,0,1,3,1,14,psühhiaater; marksism; normet; reaalsus; dramaturg; ingo; peeter
1,0,5,2,2,1,1,4,0,14,psühhiaater; fantaasia; tulviste; marksism; pulmad; peeter; reaalsus; dramaturg; ingo
