Model,Average Score
multi_e5,0.5095339082250964
LaBSE,0.5012149746694496
EstBERT,0.4802229014643993
bertMulti,0.4727681786585647
MiniLM_multi,0.46504365714733714
est-roberta,0.46229065701500965
MiniLM-L12_multi,0.44914725315876924
distilbertMulti,0.4460632395102093
xml_roberta,0.42746162914313063
