Diversity,Model,Mean Score
2.0,EstBERT,0.42570192881402896
1.0,EstBERT,0.4232939278325415
3.0,EstBERT,0.4232432430957543
6.0,LaBSE,0.42315167321466773
0.0,EstBERT,0.422902732738474
6.0,multi_e5,0.41896750879680017
7.0,LaBSE,0.4175130417016382
7.0,multi_e5,0.4170638904471034
4.0,EstBERT,0.4163016598459065
5.0,LaBSE,0.41534166596408595
