Model,Average Score
LaBSE,0.29199034708381266
MiniLM-L12_multi,0.25704032680425865
MiniLM_multi,0.2556848476075772
distilbertMulti,0.2542131757483221
multi_e5,0.2471993019832287
xml_roberta,0.2244571568612872
EstBERT,0.2205782532896943
est-roberta,0.21312522388250646
bertMulti,0.20794642712001285
