EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
5,2,1,2,1,3,3,2,4,11,ohvitser; punaarmee; jaam; vagun; pärnu; maha; laager
5,2,1,2,2,2,3,2,4,11,ohvitser; punaarmee; jaam; vagun; pärnu; maha; laager
5,2,1,2,2,1,2,3,4,11,ohvitser; punaarmee; jaam; vagun; pärnu; maha; laager
4,2,2,2,2,2,3,2,4,11,laskma; ohvitser; punaarmee; jaam; vagun; pärnu; maha; laager
2,2,2,2,2,2,2,2,4,11,laskma; ohvitser; punaarmee; jaam; vagun; pärnu; maha; laager
3,3,2,2,2,2,1,1,4,11,ohvitser; punaarmee; jaam; vagun; pärnu; maha; laager
2,3,0,1,2,1,0,1,3,11,ohvitser; punaarmee; jaam; vagun; maha; laager
2,2,2,4,2,2,1,1,3,11,laskma; ohvitser; punaarmee; vagun; pärnu; maha; laager
3,2,1,2,2,1,1,1,2,11,laskma; punaarmee; ohvitser; pärnu; maha; jaam
2,2,3,2,3,3,2,1,1,11,laskma; ohvitser; punaarmee; jaam; vagun; pärnu; maha; laager
2,2,4,2,1,1,0,0,3,11,ohvitser; punaarmee; jaam; pärnu; maha; laager
