EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
0,1,1,1,0,2,2,0,1,10,kirikukell; kogudus; kirik; jumalateenistus; ameerika; tempel
0,1,1,1,0,2,2,0,1,10,kirikukell; kogudus; kirik; jumalateenistus; ameerika; tempel
0,1,1,1,0,2,2,0,0,10,kirikukell; kirik; jumalateenistus; ameerika; tempel
0,1,1,1,0,2,2,0,0,10,kirikukell; kirik; jumalateenistus; ameerika; tempel
0,1,1,1,0,2,2,0,0,10,kirikukell; kirik; jumalateenistus; ameerika; tempel
0,1,1,1,0,2,2,0,0,10,kirikukell; kirik; jumalateenistus; ameerika; tempel
0,1,1,1,0,2,2,0,0,10,kirikukell; kirik; jumalateenistus; ameerika; tempel
0,1,1,1,0,2,2,0,0,10,kirikukell; kirik; jumalateenistus; ameerika; tempel
0,1,1,1,0,2,2,0,0,10,kirikukell; kirik; jumalateenistus; ameerika; tempel
0,1,1,1,0,2,2,0,0,10,kirikukell; kirik; jumalateenistus; ameerika; tempel
0,1,1,1,0,2,2,0,0,10,kirikukell; kirik; jumalateenistus; ameerika; tempel
