Diversity,Model,Mean Score
5.0,multi_e5,0.44434609795789703
6.0,multi_e5,0.44230009279665283
4.0,multi_e5,0.4389605925470649
7.0,multi_e5,0.4340714614014837
0.0,EstBERT,0.43392898462588003
3.0,multi_e5,0.4338622603205507
1.0,EstBERT,0.43368079414183647
2.0,EstBERT,0.43215239582908144
3.0,EstBERT,0.42800777769861015
2.0,multi_e5,0.42690331188705805
